age_rating,Count of title for movie,Count of title for movie 2,Count of title for tv,description,genre,Sum of running_time,title,type,Sum of year
U/A 13+,,,1,"Relive the most memorable goals from the Indian Super League, as India braces itself for its fourth season",Sport,,ISL Countdown - Best Goals 2017,tv,2017
U/A 13+,,,1,"Relive the stories of Lord Krishna, from his birth to his teachings about Dharma, through the eyes of Ramanand Sagar.",Mythology,,Sri Krishna,tv,2020
U/A 13+,,,1,Relive the Telugu Titans campaign from PKL season 6,Sport,,Titans Rewind 2019 Telugu,tv,2019
U/A 13+,,,1,"Relive your favourite folk tales of mighty emperor Akbar and his witty and trusted courtier, Birbal. Akal badi ya bhains?",Comedy,,Akbar Ka Bal… Birbal,tv,2020
U/A 13+,,,1,"Remembering the life of late comedian Raju Srivastava aka Gajodhar Bhaiya, his stories and how he brought laughter into our mundane lives.",Reality,,Raju Srivastava - Yaadgar Pal,tv,2022
U/A 13+,,,1,"Remo is back with a bang to hunt for the next dance icon with host Raghav, and captains Punit, Shakti and Salman. The biggest dance battle of the year is here!",Reality,,Dance +,tv,2015
U/A 13+,,,1,"Renuka and Yellamma, reincarnations of goddess Parvathi, have come to earth for the betterment of humankind. Witness their divinity and mesmerising powers.",Mythology,,Udho Udho Shri Renuka Yellamma,tv,2023
U/A 13+,,,1,"Residing in the forested Janglahata, Madhabilata worships nature as her mother. Chaos ensues when some authoritarian people initiate a deforestation drive.",Drama,,Madhabilata,tv,2022
U/A 13+,,,1,"Resourceful Charu will do anything for her family, including reluctantly marrying Anand, a rich blind guy who falls for her. Will he make her heart flutter?",Drama,,Raja Paarvai,tv,2021
U/A 13+,,,1,"Retreating from tragedy, Virat ties the knot with Pakhi to initiate new beginnings. Years later, when Sai returns, he is forced to question his choices.",Romance,,Ghum Hai Kisikey Pyaar Meiin,tv,2023
U/A 13+,,,1,"Rettai Vaal Kuruvi is a story about the reunion of two lovers. Bala and Nila are divorced, but fate brings them together again!",Romance,,Rettai Vaal Kuruvi,tv,2015
U/A 13+,,,1,"Revolving around the lives of two friends, Ahana and Bonhi, here's a story of friendship, trust and betrayal.",Drama,,Milon Tithi,tv,2015
U/A 13+,1,1,,Rey develops her newly discovered abilities with the guidance of Luke Skywalker as the Resistance prepares for battle with the First Order.,Science Fiction,151,Star Wars: The Last Jedi,movie,2017
U/A 13+,,,1,"Rich Aditya doesn't believe in marriage while small town girl, Pankhuri thinks 'marriage is for keeps.' What will happen when these opposites meet?",Romance,,Pyar Ka Dard Hai Meetha Meetha Pyara Pyara,tv,2012
U/A 13+,,,1,Rich and pampered Meenatchi crosses path with disciplined and family-centric boy Karthik. What will happen when their worlds collide?,Drama,,Namma Veettu Ponnu,tv,2023
U/A 13+,1,1,,"Rich girl Priya falls in love with Raja, her tailor's son. As her family is against the relationship, the young lovers run away. But a tragedy awaits them.",Romance,146,Amar Sanghee,movie,2009
U/A 13+,1,1,,"Rich guy Raja is famous for trapping girls. His parents get him married, but he does not change. His bride, Lakshmi, decides to take matter into her hands.",Family,113,Sambandada Siri,movie,2008
U/A 13+,,,1,"Rich Vaidehi marries Shreyas, a middle-class boy. As they begin their journey, they understand the true meaning of a perfectly imperfect relationship.",Drama,,Swapnanchya Palikadale,tv,2017
U/A 13+,,,1,Righteous Shoujonyo belongs to a middle class joint family while Gungun is a rich spoilt brat. What will happen when these two different worlds collide?,Drama,,Khorkuto,tv,2020
U/A 13+,,,1,"Righteous Tithi has to endure the harsh consequences of spoilt brat Rudrik's actions. But when two souls at war get united in matrimony, will they find love?",Drama,,Boron,tv,2021
U/A 13+,,,1,"Ring in the new year with your beloved celebrities in a carnival full of fun, entertainment and a musical magic!",Reality,,Happy New Year 2019,tv,2018
U/A 13+,,,1,"Ring in the new year with your favourite celebs from Star Parivaar. A heavy dose of dance, drama, comedy, and unlimited entertainment!",Reality,,Star Parivaar Karega Welcome 2021,tv,2020
U/A 13+,1,1,,"Rini, the right-hand man of a corrupt businessman, decides to have a life of his own. He asks his boss to help him settle down, but fate has other plans for him.",Comedy,140,Swarna Kaduva,movie,2016
U/A 13+,,,1,Rio and Andrews host a special event for the women of the house. Ten TV stars compete against ten digital stars for the bumper prize.,Reality,,Ready Steady Po Reloded,tv,2021
U/A 13+,,,1,Rishi and Pihu can't stand each other. But a common link they are unaware of connects their pasts. Will a lost childhood love story get another chance?,Romance,,Mon Phagun,tv,2021
U/A 13+,1,1,,Robert and his wife unconditionally love stray dogs and have been feeding them for almost 25 years. Here's a story of humanity and selfless service.,Docudrama,20,Robert D'Souza The Dog Feeder,movie,2021
U/A 13+,,,1,"Robin Roberts connects with multiple generations of Hollywood’s groundbreaking women for never-before-heard, intimate conversations about growth and struggle.",Talk Show,,Turning the Tables with Robin Roberts,tv,2021
U/A 13+,1,1,,Robin’s business trip to India turns romantic when he meets Chaitra. But there is more to her than meets the eye.,Action,151,Kick 2,movie,2015
U/A 13+,1,1,,"Roby moves to the US to make money. He works in a casino and helps the needy. However, he has mental problems.",Drama,132,Made in USA,movie,2005
U/A 13+,,,1,Rohini signs a contractual marriage with Gowtham for the well-being of her family. Will the two eventually fall in love and fight to save their marriage?,Drama,,Ponmagal Vanthaal,tv,2018
U/A 13+,1,1,,"Romance blossoms between a Sambalpur-based boy Samir and Kanika, a girl hailing from Cuttack. However, problems arise when devious Krunal enters their life.",Romance,119,Cuttack Weds Sambalpur,movie,2021
U/A 13+,1,1,,"Ronak, a music composer, loses his talent and hearing to drugs, alcohol and a devastating accident. Enter Gauri. Can she rekindle his passion for music?",Drama,125,Soundtrack,movie,2011
U/A 13+,1,1,,"Roopa calls off her wedding after her parents die in an accident. However, things change when the son of the man who caused the accident moves in next door.",Drama,151,Anand,movie,2004
U/A 13+,1,1,,"Rose breaks relations with her party-going irresponsible sister, Maggie. Soon, the arrival of their grandmother, whom they don't remember, brings them closer.",Comedy,124,In Her Shoes,movie,2005
U/A 13+,1,1,,Rose is engaged to marry Caledon Hockley but falls in love with a poor artist Jack Dawson aboard the luxurious ill-fated R.M.S. Titanic.,Historical,194,Titanic,movie,1997
U/A 13+,1,1,,"Ruchi, caught aghast by Viren's proposal, finds herself stuck in an unexplainable predicament. Will she find a way out?",Thriller,21,Stuck,movie,2022
U/A 13+,1,1,,"Rudhraiah, a drunkard, teams up with Sriramachandra to reform the village and the school by rebelling against corrupt politicians. How ugly will this fight get?",Drama,139,Pichi Panthulu,movie,1983
U/A 13+,,,1,"Rukmini, along with her daughter Devi, restarts her life while concealing the truth about Adithya. What happens when Devi begins to unravel her mother's past?",Drama,,Devatha - Anubandhala Alayam,tv,2020
U/A 13+,1,1,,Runaway Rinku gets forcefully married to an already engaged Vishu. The love triangle gets weirder when Rinku's lover Sajjad shows up.,Romance,136,Atrangi Re,movie,2021
U/A 13+,,,1,"Runji is a fun-loving girl, who lives life on her own terms. When her father wants her to settle down, will she conform to the norms or carve her own identity?",Drama,,Runji,tv,2014
U/A 13+,1,1,,"Running against the clock, IAF Squadron Leader Vijay Karnik created history with determination and his love for the country. A daredevil story of guts and glory.",Action,113,Bhuj: The Pride of India,movie,2021
U/A 13+,,,1,"Running or hiding may not be an option, but having fun is! Watch your favourite celebs indulging in some free-wheeling chat and fun activities from their homes.",Comedy,,Odavum Mudiyaadhu Oliyavum Mudiyaadhu,tv,2020
U/A 13+,1,1,,"Ryan has stopped talking. Panicked, his mother calls her elder son Kabir. Will he figure out the issue and make his kid brother speak again?",Drama,6,Silent,movie,2020
U/A 13+,,,1,"Ryan, a boy with the ability to control technology with his mind, is given a 150-foot robot named MECH-X4 to defend the city against invading giant monsters.",Superhero,,Disney Mech-X4,tv,2016
U/A 13+,,,1,"Ryota Moriyama, a senior at Kyoritsu University, joins a crumbling sumo club, endures Honoka's strict training methods and starts to recruit other members.",Comedy,,"Sumo Do, Sumo Don't",tv,2022
U/A 13+,1,1,,Sachin and Jessie's love story is cut short by the parents' disapproval over community issues. Will they get a happy ending before it's too late?,Romance,137,Ekk Deewana Tha,movie,2012
U/A 13+,1,1,,"Sadasivan becomes a saviour to a family whose head has committed suicide. He even protects the widow from evil eyes. Surely, this is not without a motive.",Comedy,106,Cheriya Kallanum Valiya Polisum,movie,2010
U/A 13+,,,1,"Sahana, a simple Mysore girl, falls in love with the Veeragada heir, Sudeep. Will their love overcome the wrath of Rudrani Devi, the disapproving matriarch?",Romance,,Anthapura,tv,2015
U/A 13+,1,1,,"Sakkarai Pandi counsels convict Selvam, and he emerges from jail as a reformed man. But once outside, Selvam realizes that Pandi has an ulterior motive.",Action,149,Nagaram - Marupakkam,movie,2010
U/A 13+,1,1,,"Sakthi and Asha use their intelligence to create new electronic devices. When HRD Minister Devaraj dupes them, Sakthi and Asha concoct a plan to expose him.",Action,105,Ek Zabardast Fight Plan,movie,2018
U/A 13+,1,1,,"Sakthi, an auto driver, falls in love with Leena. However, his life turns upside down when he runs into three criminals who have been baying for his blood.",Action,133,Vathikuchi,movie,2013
U/A 13+,1,1,,"Sakthivel, the village head, wants to marry off his foreign-returned brother to the girl of his dreams, who turns out to be an actress. Will she say yes?",Romance,128,Natudu,movie,2005
U/A 13+,1,1,,"Saleem is a doctor who does quite a lot of social work and lives a happily engaged life, until he takes on the case of a gangrape victim.",Drama,125,Dr. Saleem,movie,2015
U/A 13+,,,1,"Salil is coaxed into dating by his roommate and he bets that no one will date him for being unrelatable. Thus, begins his misadventures in the world of dating.",Comedy,,Saala Salil,tv,2021
U/A 13+,1,1,,"Sam Alexander is a theatre fiend. When his heroine runs away, he casts Sreedevi as Shakuntala in his play. However, problems arise when they fall in love.",Romance,151,Gandharvam,movie,1993
U/A 13+,1,1,,"Sam, a rebellious princess, joins a top-secret training program for a new class of second-born royals tasked with saving the world.",Family,97,Secret Society of Second-Born Royals,movie,2020
U/A 13+,1,1,,"Samar, an honest cop, must deal with a brutal and lawless system created by Bachchu Yadav, who threatens his integrity.",Crime,100,Shool,movie,1999
U/A 13+,1,1,,"Samarth is indebted to Vishwas for saving his life. When these childhood friends fall for Sumathi, Samarth sacrifices his love for Vishwas.",Romance,131,Amruthavani,movie,2007
U/A 13+,,,1,"Samarth, a rich guy, is caught between his small-town wife, Prarthana and young and ambitious Aishwarya in a love triangle.",Romance,,Milana,tv,2013
U/A 13+,1,1,,Samrat falls in love with US-returned Rimi. He has to face not only the bitter rivalry from his classmates to win her love but also her disapproving father.,Comedy,150,Paglu,movie,2011
U/A 13+,1,1,,"Sandhya, Ranjeet and Ramu's lives get intertwined after Ranjeet kidnaps Sandhya's father, who is a scientist. How will Ramu and Sandhya rescue her father?",Drama,111,Kaliyuga Ramudu,movie,1982
U/A 13+,,,1,Sangathi Contra is a Malayalam reality show on Asianet Plus. Host Firoz Khan will play silly pranks on random people on the street and a hidden camera will capture their funny reactions. Watch all the latest episodes of Sangathi Contra on Hotstar.,Reality,,Sangathi Contra,tv,2016
U/A 13+,1,1,,"Sangolli Rayanna, a brave patriot, served the kingdom of Kittur in the 19th century. Watch his story as he revolted against the British and fought colonialism.",Drama,170,Kranthiveera Sangolli Rayanna,movie,2012
U/A 13+,1,1,,"Sangram and Chandrabhanu nurse an old grudge against each other. But, when their children fall in love, the bad blood between the fathers stifle their love.",Drama,151,Moner Bandhan,movie,2009
U/A 13+,1,1,,"Sanjana and Siddu are family friends who fall in love. A turn of events causes them to elope, but they get separated. Will destiny reunite the young lovers?",Romance,142,143 and I Miss You,movie,2004
U/A 13+,1,1,,"Sanjana learns that her friend Mahek is kidnapped. However, she remembers strange details related to the case. What is her subconscious trying to tell her?",Thriller,6,Truss Up- The Kidnapping,movie,2020
U/A 13+,1,1,,"Sanjana's fortune changes when she becomes an actress and marries a film financier. But when her past clashes with her present, she makes a harsh choice.",Drama,97,Sanchu,movie,2008
U/A 13+,1,1,,"Sanju can go to any lengths to save the life of his lover Padmini, but Babu Rao will not let them have their happy beginning so easily.",Romance,141,Premam,movie,2022
U/A 13+,1,1,,"Sanju's life turns upside down when he borrows money from a notorious gangster. On failing to return his money, Sanju has a lot at stake.",Action,96,Run,movie,2016
U/A 13+,1,1,,"Sankunni is the main performer of a local circus group. On one of the tours, he meets Savithrikutty. What happens when Prathapa Varma gets her kidnapped?",Romance,119,Vishnulokam,movie,1991
U/A 13+,1,1,,"Santhosh and his team of 'The Cartoon People' spread joy by dressing up as characters. However, all he wants is to fall in love. How will he meet his lady love?",Romance,143,Happy Happyga,movie,2010
U/A 13+,,,1,"Sanyukta battled the male-dominated society and became a mechanical engineer. With love as the only hurdle, can she fulfil her dream of Mission Mars?",Drama,,Sadda Haq - My Life My Choice,tv,2013
U/A 13+,,,1,"Saraswathi, aka Sarasu, is a bright student who aspires to become a doctor. When her father forces her to get married, she decides to pursue her dreams.",Drama,,Sarasu,tv,2020
U/A 13+,1,1,,Saraswathy Mathew believes in fighting for the rights of the workers. What happens when she finds herself caught in the murder investigation of her husband?,Thriller,156,Nakhangal,movie,1973
U/A 13+,,,1,"Saravanan is a confectioner by profession, whose mother wants a stay-at-home wife for him. But what if he marries an ambitious woman?",Family,,Raja Rani 2,tv,2023
U/A 13+,,,1,"Sasirekha Parinayam is a Telugu family drama aired on Maa TV. For the sake of their families, Sasirekha sacrifices her love, Abhimanyu, for Janhavi. The story is all about how these two lovers reunite.",Family,,Sasirekha Parinayam,tv,2015
U/A 13+,1,1,,"Sasthram Jayichu Manushyan Thottu is a Malayalam action film, starring Prem Nazir, Jayabharathi and Adoor Bhasi. Watch the full film, online only on Hotstar.",Action,127,Sasthram Jayichu Manushyan Thottu,movie,1973
U/A 13+,1,1,,"Sathi sends her daughter to find her father, who has abandoned them. However, things take a turn for the worse when Viji discovers that he has another family.",Family,101,Angeekaram,movie,1977
U/A 13+,1,1,,"Sathya, an honest cop, accidentally loses his loaded service pistol. When Murthy, a suspended constable with a dark past, finds it he goes on a killing spree.",Thriller,127,8 Thottakal,movie,2017
U/A 13+,,,1,"Sathyamoorthy and his wife Dhanalakshmi sacrifice a lot to raise his brothers Kathir, Jeeva and Kannan. Will things change when the brothers get married?",Family,,Pandian Stores,tv,2023
U/A 13+,1,1,,"Satti's rich father cuts him off to make him independent and responsible. With a close relative out to kill him for money, what challenges will Satti face?",Drama,123,Satti,movie,2005
U/A 13+,1,1,,"Satya and Deepthi are mercilessly attacked and left for dead. Unfortunately for their assailants, he re-emerges with a relentless need for vengeance.",Action,152,Magadheera,movie,2014
U/A 13+,1,1,,"Satya is a simple girl who meets Chandu, a thief. The duo get entangled in a mess that involves the cops and a bank robber. But how are the two connected?",Action,148,Kshanam Kshanam,movie,1991
U/A 13+,1,1,,Satyam is a hardworking lyricist with high ambitions. But his struggles often lead to misunderstandings between him and his father. Will he become successful?,Romance,139,Satyam,movie,2003
U/A 13+,1,1,,Satyam is a jobless person who loves his brothers. The story revolves around his struggles to protect the bond he shares with his brothers.,Family,150,Kutumba Gowravam,movie,1984
U/A 13+,1,1,,"Satyam, the owner of Janatha Garage, earns a reputation as the saviour of the neighbourhood. His life changes when he meets Anand.",Action,150,Janatha Garage,movie,2016
U/A 13+,1,1,,"Satyam, the owner of Janatha Garage, is known as the saviour of the neighbourhood. His life changes when he meets Anand, and they join hands for a noble cause.",Action,131,Janatha Garage,movie,2016
U/A 13+,1,1,,"Satyaprakash, an honest security officer, works hard to secure his family's future. When he is suddenly killed, Shiva becomes the family's saviour. Who is he?",Drama,159,Apradhi,movie,1992
U/A 13+,,,1,Saurav Das and Rupsha Chatterjee host a high-octane event to kick-start this year's Durga Pujo. Don't miss the amazing skits and musical acts by Jalsha celebs!,Reality,,Agomoni Jalsha,tv,2021
U/A 13+,1,1,,"Savaari 2 is a Kannada drama, starring Srinagara Kitty, Girish Karnad and Mukhya Manthri Chandru. Seenu (Kitty) uses his father-in-law, minister Jayaprakash's (Chandru) name for all wrong dealings. But when Vishwanath (Karnad) offers him a treasure deal, things take a different turn. Watch the full film, streaming on Hotstar.",Drama,135,Savaari 2,movie,2014
U/A 13+,1,1,,Sayan is assigned to unearth the mystery behind the disappearance of Kakoli's parents in Pratapgarh. Can he solve the case that shook the entire village?,Thriller,130,Pratyaghat,movie,2012
U/A 13+,1,1,,"School going kid, Pratap falls in love with his classmate Madhu. However, to win her heart, he must fullfil her bizarre condition.",Drama,128,Ranjan,movie,2017
U/A 13+,1,1,,"School teacher Suma and local inspector Charanraj are old friends. When he finds out the reason behind her reclusive lifestyle, he decides to make her happy.",Drama,143,Thalli Bhadyata,movie,1997
U/A 13+,,,1,Science of Stupid reveals through science experts exactly how & why adventures turn to misadventures.,Science,,Science of Stupid,tv,2015
U/A 13+,,,1,Scientist Anubhav is from a middle-class joint family while Gungun is a selectively compassionate rich spoilt brat. What happens when these two collide?,Family,,Kabhi Kabhie Ittefaq Sey,tv,2022
U/A 13+,1,1,,Scientist Ella Al-Shamahi is on a quest to reveal evidence of elite Viking warrior women that lived and fought more than a thousand years ago.,Documentary,44,Viking Warrior Women,movie,2019
U/A 13+,,,1,"Scientist Shanthanu Kanth creates a robot named Rajni, who is like an emotionless human. When his family forces him to get married, Rajni becomes his solution.",Drama,,Robo Sose,tv,2021
U/A 13+,,,1,"Scooter rushes to deliver the episodes - navigating obstacles, distractions, and complications that the rest of the Muppet gang throws at him.",Comedy,,Muppets Now,tv,2020
U/A 13+,1,1,,Scott Cassell takes his manned submersible beneath the waves to examine the myths about the Great White shark.,Animals & Nature,41,Sharkatraz,movie,2016
U/A 13+,1,1,,"Scriptwriter Manja is asked by his boss to pen a love letter and send it to a fake name and address, which, by a twist of fate, turn out to be real.",Comedy,139,Kal Manja,movie,2011
U/A 13+,1,1,,"Secret agent Shakti, disguised as a tourist guide, comes across a box of diamonds, which also comes with a special story. What adventures are in store for him?",Action,158,Shakti,movie,2011
U/A 13+,1,1,,"Seeking an inspiration for a story, Shaukat manipulates the lives of his wife and her colleague. Soon, his obsession with the story blurs Shaukat's reality.",Drama,142,Shabd,movie,2005
U/A 13+,1,1,,"Seemaraja, the irresponsible prince of Singampatti, tries to woo the local school's PT teacher. But things take an ugly turn when a blast from the past returns.",Action,138,Seema Raja,movie,2018
U/A 13+,1,1,,"Seenu and Mahalakshmi fall in love. While his parents are happy with his choice, hers are against it. Can Seenu convince them that his love is genuine?",Romance,146,Ninne Pelladatha,movie,1996
U/A 13+,1,1,,Seenu and Mallika are in love but hail from different backgrounds. Seenu gets arrested when Mallika's father finds out about them. Will love conquer all?,Romance,147,Dhairyam,movie,2005
U/A 13+,1,1,,"Seenu escapes from prison and sends his lookalike Shankar in his place. But when he realises that Shankar was helping the farmers, he decides to fight for them.",Action,137,Khaidi No. 150,movie,2017
U/A 13+,1,1,,"Seenu is a carefree but uneducated youth leading a happy life in his village. When the elders in his family decide to get him married, everything changes.",Drama,146,Zindagi,movie,2008
U/A 13+,1,1,,"Seenu leads an aimless life in his village, where a corrupt incumbent leader runs rampant. However, his life changes when he falls in love with Seetha.",Action,131,Pandhem,movie,2005
U/A 13+,1,1,,Seetha falls into a coma while saving Chandra's life. Things take a weird turn when her relatives assume that Chandra is her husband.,Drama,150,Chandralekha,movie,1998
U/A 13+,,,1,"Seetha is the only earning member of her family. She falls in love with Devan, but an unfortunate turn of events forbids them to unite.",Drama,,Chinthavishtayaya Seetha,tv,2016
U/A 13+,,,1,"Seethamaalakshmi is a Telugu drama show aired on Maa TV. Seetha and Gopal are a happily married couple, but things turn topsy-turvy when an unexpected guest, Rajshekaran, enters their life.",Drama,,Seethamaalakshmi,tv,2015
U/A 13+,1,1,,"Seethayya and Rama Raju are loving brothers who care for each other. However, things become ugly when one of them falls for a conspiracy to separate them.",Drama,164,Sita Rama Raju,movie,1999
U/A 13+,1,1,,"Sekharankutty takes care of his foster sister. But there is a dark secret that he nurses in his heart. When she falls in love, his worst fears get realised.",Drama,121,Vaachalam,movie,1997
U/A 13+,1,1,,Self-made man Dhruv and social media star Anya fall in love and decide to marry. Just one problem - he's an orphan. The only solution - make a fake family.,Comedy,128,Hum Do Hamare Do,movie,2021
U/A 13+,,,1,"Self-sacrificing Rukku lives for her family, forgoing her dreams. Her love for Murali Manohar is also one-sided. When will she ever think about herself?",Drama,,Rukku,tv,2021
U/A 13+,,,1,"Self-sufficient Banni runs her meal delivery service. However, her life turns upside down when she is tasked with feeding a rich but emotionally unstable Yuvan.",Drama,,Banni Chow Home Delivery,tv,2022
U/A 13+,1,1,,"Senku and his allies awaken the son of the Nanami Conglomerate, Ryusui Nanami, to man their ship. However, he turns out to be more trouble than he is worth.",Adventure,54,Dr. Stone Ryusui,movie,2022
U/A 13+,1,1,,"Separated at birth, identical twins Ramesh and Mahesh lead different lives. However, an important connection brings them together. What is it?",Action,131,Krishnagari Abbayi,movie,1989
U/A 13+,,,1,"Separated at birth, twins Arvind and Dighya's happy lives turn into a roller-coaster ride when they end up in each other's world. Amid a whirlwind of confusion, romance, and emotions, will they find their happy place?",Romance,,Premaacha Game Same 2 Same,tv,2020
U/A 13+,,,1,"Separated at birth, twins Manoj and Dilli are poles apart in nature. What happens when they meet, and when their brides get switched?",Family,,Avunu Valliddaru Istapaddaru,tv,2023
U/A 13+,1,1,,"Separated at birth, twins Raja and Prem reunite as adults to take on a smuggling mafia while their similar looks add chaos to the confusion.",Comedy,138,Judwaa 2,movie,2017
U/A 13+,1,1,,"Separated at childhood, a set of triplets find their calling in life. Years later, when they cross paths, an old grudge surfaces as a bone of contention.",Action,153,Sagodharargal,movie,2017
U/A 13+,,,1,"Separated at childhood, Divya and Drishti attain super powers to see and manipulate future. But their own future lies in the hands of a Pisachini.",Thriller,,Divya-Drishti,tv,2019
U/A 13+,,,1,"Separated by unfortunate circumstances, will Aleena reunite with her estranged mother, Neeraja, and avenge her mother's rapists?",Drama,,Amma Ariyathe,tv,2020
U/A 13+,1,1,,"Set against a campus backdrop, the plot revolves around the journey of Paul and Subhash, and a gritty tale of rivalry between their political parties.",Drama,136,Oru Mexican Aparatha,movie,2017
U/A 13+,,,1,"Set against the backdrop of the high-pressure world of competitive engineering exams, follow the misadventures of six frenemies!",Comedy,,Kota Toppers,tv,2021
U/A 13+,,,1,"Set against the backdrop of the magnificent Mount Everest, a strong-willed Anjali sets out to conquer her own 'Everest' and win her father's acceptance.",Drama,,Everest,tv,2014
U/A 13+,,,1,"Set against the exquisite hotel, Gulmohar Grand, the story invariably entwines the lives of its staff with those of its guests.",Drama,,Gulmohar Grand,tv,2015
U/A 13+,1,1,,"Set against the Malnad forests, the film is about how love blossoms in the wilderness.",Drama,127,Jaala,movie,2009
U/A 13+,1,1,,"Set during the COVID-19 pandemic, when a prediction of death by an astrologer shakes up a close-knit family, their manservant tries to set things right.",Action,123,Eeswaran,movie,2021
U/A 13+,,,1,"Set in 18th century Bengal, an enigmatic story about the origin of the famous Tarapeeth temple and Sadhak Bamakhyapa's deep devotion to Maa Tara.",Historical,,Mahapeeth Tarapeeth,tv,2019
U/A 13+,1,1,,"Set in contemporary Kolkata, the story is about people and their lives getting caught in the conflict between global change and old-world bigotry.",Drama,92,Mahanagar @ Kolkata,movie,2010
U/A 13+,,,1,"Set in early 19th century, follow the childhood adventures of Gopal and his clever wife Parvati, before he became a jester in King Krishna Chandra's court.",Historical,,Gopal Bhar,tv,2017
U/A 13+,,,1,"Set in Ghaziabad, young Rachana aspires to make it big in badminton when she encounters the powerful Keshav Thakral and life takes a turn for the worse!",Drama,,Kaali - Ek Agnipariksha,tv,2017
U/A 13+,,,1,"Set in Jhansi, comes this story of two sisters. When it's about protecting their pride, an otherwise docile Rani rises up against Rivaaj, the modern day Raavan.",Drama,,Ek Thi Rani Ek Tha Raavan,tv,2019
U/A 13+,1,1,,"Set in Kolkata, a young Minnie is introduced to cinema by the bioscopewala. Years later, when he disappears without a trace, she decides to complete his story.",Drama,92,Bioscopewala,movie,2018
U/A 13+,,,1,"Set in medieval India, it is about lust for power, conspiracies, battles and the magical love story of Prince Debdakhya and Souraja, a Devadasi.",Romance,,Agnijal,tv,2016
U/A 13+,,,1,"Set in the 17th century, Kopalkundola is raised in a dense forest as a sacrifice for the Goddess. With forces working against her, can she survive them all?",Drama,,Kopalkundola,tv,2019
U/A 13+,,,1,"Set in the 19th century, a common enmity with East India Company brings together Senapati Buxi Jagabandhu and Kalyani, a warrior princess.",Historical,,Vidrohi,tv,2021
U/A 13+,1,1,,"Set in the ancient Indus Valley civilization, a poor farmer leads an uprising against the tyrannical leaders of the city of Mohenjo Daro.",Action,168,Mohenjo Daro,movie,2016
U/A 13+,,,1,"Set in the late 15th century Bengal, here is the iconic recreation of the spiritual journey of the celebrated Indian Guru, Shri Krishna Chaitanya Mahaprabhu.",Historical,,Mahaprabhu,tv,2020
U/A 13+,,,1,"Set in the pre-independence era, here's the tale of Raja Ronendro, who disappears mysteriously. Now it is up to his wife Bimboboti to fight the royal enemies.",Drama,,Sanyashi Raja,tv,2017
U/A 13+,1,1,,"Set in the World War II era, Sita's brother, Eeshwar, disapproves of her relationship with Hari. Life changes when both men have to fight in the war together.",Romance,119,Kanche,movie,2015
U/A 13+,,,1,"Set in the X-Men universe, a suburban couple’s ordinary life is rocked by the sudden discovery that their children possess mutant powers.",Drama,,The Gifted,tv,2017
U/A 13+,,,1,"Set in urban Chennai, this web series tells the story of four couples negotiating the many meanings of modern-day love.",Comedy,,As I'm Suffering From Prema,tv,2017
U/A 13+,,,1,"Set in urban Chennai, this web series tells the story of four couples negotiating the many meanings of modern-day love.",Comedy,,As I'm Suffering From Pyaar,tv,2017
U/A 13+,1,1,,"Settled in Milan, Sabyasachi and Pratibha are on cloud nine with the arrival of their newborn son, Bony. However, they soon realise that he is no ordinary baby.",Science Fiction,110,Bony,movie,2022
U/A 13+,1,1,,"Seven characters, seven dilemmas and a million confusions. The lives of seven youngsters trying to succeed in the IT sector are connected by one goal.",Drama,99,Dollar Dreams,movie,2000
U/A 13+,1,1,,Seven contestants decide to spend a week at an infamous haunted house in Nandigama to win big. But one of them is in it with an ulterior motive.,Horror,130,Raju Gari Gadhi,movie,2015
U/A 13+,,,1,"Seventeen years ago, Anupama gets an opportunity of a lifetime to live her dreams. Now she has to make a tough choice between her career and her family.",Drama,,Anupama: Namaste America,tv,2022
U/A 13+,,,1,Several conflicts arise when two highly educated sisters are married into the same rich family. Will the two manage to sail through the troubled waters?,Drama,,Eradu Kanasu,tv,2017
U/A 13+,,,1,"Shaan, a scientist creates a robot, Rajni, as a one-stop-solution for humans. When he ends up marrying her, his life becomes a hilarious circus.",Comedy,,Bahu Humari Rajni_Kant,tv,2016
U/A 13+,,,1,"Shah Rukh Khan takes on Bollywood's new generation of stars at the Life OK Screen Awards. Don't miss the entertainment, laughter and the dazzling debutants.",Awards,,21st Life Ok Screen Awards 2015,tv,2015
U/A 13+,1,1,,"Shahjahan is neck-deep in debt as his business ventures fail. Finally, he and his friend decide to mint money by making an adult movie. Will it work?",Comedy,138,Rosapoo,movie,2018
U/A 13+,,,1,"Shaina falls in love with Kunal, a widower, and soon they get married. Chaos ensues when Shaina deals with her mother-in-law, who’s determined to trouble her.",Drama,,Kahin Kisi Roz,tv,2022
U/A 13+,,,1,Shakthi is a Telugu reality show on Maa TV. This show has Dr Anantha Lakshmi talk about scientific reasons of one's beliefs.,Reality,,Shakthi,tv,2016
U/A 13+,1,1,,"Shakti, a young girl, feels swept away in love after she meets a boy named Shiv. Throughout the relationship, she understands the meaning of true love.",Romance,31,The Divine Romance,movie,2022
U/A 13+,,,1,"Shakuntaladevi, a domineering matriarch, transforms her uneducated daughter-in-law, Amrutha into a confident woman and helps her win her husband Vijaya's love.",Romance,,Amruthavarshini - 2012,tv,2012
U/A 13+,1,1,,"Shalini hates Anand for his erratic ways. When a local don's son insists on marrying her, her desperate father, a police commissioner, turns to Anand for help.",Romance,132,Bombat,movie,2008
