age_rating,Count of title for movie,Count of title for movie 2,Count of title for tv,description,genre,Sum of running_time,title,type,Sum of year
U/A 7+,1,1,,Elderly couple Raj and Priya wish for their children to take care of them. But what they got in return was a lot of pain.,Drama,170,Baghban,movie,2003
U/A 7+,1,1,,Elders of the Maasai tribe abolish the tradition of killing a wild lion to preserve the beast's dwindling population and instead replace it with Maasai Olympics.,Animals & Nature,42,Tribe Vs Pride,movie,2018
U/A 7+,,,1,"Eleven episodes, eleven vices and one god to protect us. Vighnaharta Ganesha teaches us the art of living and the way of connecting life with Brahm",Mythology,,Jai Deva Shree Ganesha,tv,2020
U/A 7+,1,1,,"Eleven friends get together for a bachelor party, but the celebrations go awry because of a phone call and a death. A drunk cop steps in to unravel the mystery.",Thriller,163,12th Man,movie,2022
U/A 7+,,,1,Embark upon Bappa's sublime journey to the throne and in to our hearts with this majestic celebration with your favourite TV stars.,Reality,,Adbhut Ganesh Utsav,tv,2018
U/A 7+,,,1,"Embrace your devotion for Amman and enjoy these performances dedicated to the goddess. Hosted by Aadhavan and Madurai Muthu, you're in for some entertainment.",Reality,,Amman Thiruvizha,tv,2020
U/A 7+,1,1,,Emily Vancamp hosts this documentary feature showing the history and development of Marvel from the first comic book to the Marvel Cinematic Universe.,Documentary,41,"Marvel: 75 Years, From Pulp To Pop!",movie,2014
U/A 7+,,,1,"Emma Zuri and Ravi leave the city and head to Camp Kikiwaka, where they meet their fellow campers and counsellors and learn to live the rustic life!",Comedy,,Bunk'd,tv,2015
U/A 7+,,,1,"Enganeyundu Ashane is an Onam special Malayalam comedy show on Asianet. Catch the one man entertainment troupe, Kottayam Nazeer in action, taking off on all your favourite celebs.",Comedy,,Enganeyundu Ashane,tv,2016
U/A 7+,,,1,"Envying the life of his eight-year-old master, a talking dog disguises himself as a boy in order to go to school with him, and he becomes the big mutt on campus.",Comedy,,Teacher's Pet,tv,2000
U/A 7+,1,1,,"Eragon, a 17-year-old boy, learns to ride the dragon from Brom. Together they must flee the evil king Galbatorix's forces using the help of their dragon.",Action,99,Eragon,movie,2006
U/A 7+,1,1,,"Eraviraman Pillai is rich and greedy. When he learns about a hidden treasure buried by his ancestors, he tries to get his hands on it.",Comedy,124,Ponnum Kudathinu Pottu,movie,1986
U/A 7+,,,1,"Escape everyday life with Earth Moods. Viewers relax and reset as they travel to blue glaciers, swirling dunes, bustling cities and lush rainforests.",Travel,,Earth Moods,tv,2021
U/A 7+,,,1,"Everyone's favourite Arya is back with a yet another reality show! Join her in this fun-filled game show, featuring a bevy of small-screen stars as guests.",Reality,,Valkannadi,tv,2021
U/A 7+,1,1,,Experts Bob and Joyce Poole travel to Gorongosa National Park in Mozambique to meet traumatized elephants and make peace with them after years of conflict.,Animals & Nature,45,War Elephants,movie,2016
U/A 7+,,,1,"Experts in cognitive science, neuroscience and psychology perform experiments and explore various components of the human brain and how it can be fooled.",Science,,Brain Games,tv,2011
U/A 7+,,,1,"Explore Africa, a land of extremes, where nature's beasts battle for survival in some of the world's harshest conditions.",Animals & Nature,,Africa's Hidden Wonders,tv,2020
U/A 7+,,,1,"Explore the behind-the-scenes story of the legendary bounty hunter’s return to Tatooine, seeking to claim the territory once run by Jabba the Hutt.",Documentary,,Disney Gallery/Star Wars: The Book of Boba Fett,tv,2022
U/A 7+,1,1,,"Explore the lives of whales as they take us on an adventure of their family dynamics, social lives, and the threats faced by these fragile behemoths.",Animals & Nature,44,Giants of the Deep Blue,movie,2019
U/A 7+,,,1,"Explore the world of fantasy through the stories from Thakumar Jhuli, a collection of Bengali folk tales and fairy tales.",Kids,,Thakumar Jhuli,tv,2019
U/A 7+,1,1,,"Facing opposition, Sanju and Mili elope. However, just before their marriage, they decide to return and seek the blessings of their elders.",Romance,159,Preetigagi,movie,2007
U/A 7+,1,1,,"Failing to find a job, Nibhay joins his friends' catering business. During a wedding, he meets and proposes to a girl. But that love attracts negative attention.",Romance,114,Preeti Andre Istena,movie,2010
U/A 7+,,,1,"Famed Chef Michael Bonacini cooks his way through 15 Italian regions, exploring the flavours and textures that make these areas unique.",Food,,Bonacini's Italy,tv,2018
U/A 7+,,,1,Family Reboot follows busy families on a journey to reconnect and rebuild family bonds.,Reality,,Family Reboot,tv,2022
U/A 7+,1,1,,Family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to become famous.,Comedy,91,Diary of a Wimpy Kid: The Long Haul,movie,2017
U/A 7+,,,1,"Famous astrologer, Dr Krishnam Acharya Guruji, presents the daily horoscope readings based on your zodiac signs. Watch to know what the day has to offer you.",Reality,,Shubha Mangala,tv,2019
U/A 7+,1,1,,"Father compels his young son, Nandya to continue in carpentry profession. Will parental pressures and poverty deprive him from his right to education?",Drama,10,Nandy,movie,2019
U/A 7+,,,1,"Featuring captivating reenactments and state-of-the-art CGI, Air Crash Investigation uncovers the truth behind legendary aviation disasters.",Documentary,,Air Crash Investigation,tv,2022
U/A 7+,1,1,,"Featuring Jane Goodall, the documentary shines the spotlight on practical marine conservation in islands off the Tanzania coast.",Animals & Nature,44,Jane Goodall - Saving Paradise Island,movie,2018
U/A 7+,1,1,,"Film star Kallesh, vegetable seller Mallesh and a local goon Chik Chethan are lookalikes. Their similar looks lead to a comedy of errors and confusion.",Comedy,118,Kalleshi Malleshi,movie,2008
U/A 7+,,,1,"Filmed from the point of view of cubs and baby hyenas, the series tells the story of the babies' first steps and reveals all the stress the parents' experience.",Animals & Nature,,Born in Africa,tv,2019
U/A 7+,,,1,First Copy is a Malayalam reality show on Asianet. It showcases trailers of upcoming Malayalam movies. Watch full episodes of First Copy online on Hotstar.,Reality,,First Copy,tv,2016
U/A 7+,1,1,,"Five strangers, caught in a traffic jam, join hands to help bring a heart across cities within a specified time for the surgery of a superstar's daughter.",Drama,142,Krazy Star,movie,2014
U/A 7+,1,1,,"Flora, an imaginative 10-year old cynic, couldn't have predicted that her little superhero squirrel will have the uncanny knack for helping her and her family.",Adventure,90,Flora & Ulysses,movie,2021
U/A 7+,,,1,"Follow Dave, one incredibly unusual barbarian, who's more interested in raising his family and cooking yummy gourmet meals than conquering new lands.",Comedy,,Dave The Barbarian,tv,2004
U/A 7+,,,1,Follow Herc's many labours during the years he spent training on how to be a hero under the tutelage of satyr Phil.,Comedy,,Disney's Hercules: The Animated Series,tv,1998
U/A 7+,,,1,Follow the adventures of 10-year-old Ram and the miracles of his secret friend Lord Ganesha in this fun-filled show.,Kids,,Balaganapathy,tv,2014
U/A 7+,,,1,Follow the comical daily lives of five college friends who have fun and enjoy their journey of life at Redfield Academy.,Comedy,,Kya Mast Hai Life,tv,2009
U/A 7+,,,1,"Following in the paw prints of incredible canines, modern human-dog teams are challenged to compete in an epic adventure race!",Animals & Nature,,Called to the Wild,tv,2022
U/A 7+,,,1,"Following the lives of Austin, an aspiring confident musician, Ally, a quiet talented songwriter and their two friends.",Comedy,,Austin & Ally,tv,2012
U/A 7+,,,1,"For coping with tough times, the solutions to problems may lie in astrology, Ayurveda and yoga, and also with adapting lessons from mythology in our daily lives.",Reality,,Suvarna Sankalp,tv,2023
U/A 7+,1,1,,"Forced to take up the job of a veterinary livestock inspector, Prasoon explores the nuances of the wonderful relationship between humans and domestic animals.",Drama,117,Palthu Janwar,movie,2022
U/A 7+,1,1,,"Four friends set out to rescue a young boy who has been kidnapped by terrorists. During their attempt, they face many problems before they find a vital clue.",Drama,146,Snehitharu,movie,2012
U/A 7+,,,1,Four gifted orphans are recruited by the peculiar Mr. Benedict for a dangerous mission to save the world from a global crisis known as The Emergency.,Family,,The Mysterious Benedict Society,tv,2021
U/A 7+,1,1,,"Four jobless guys go on a hunt for a load of cash hidden away by a rich businessman. However, a cop is also after it.",Comedy,152,Mast Maja Maadi,movie,2008
U/A 7+,,,1,"Four kids of ages 1 – 6 come together on this fun-filled chat show, where they share the stage with their parents to play a game.",Comedy,,Tarle Nan Maklu,tv,2014
U/A 7+,1,1,,"Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of Aslan, a mystical lion.",Adventure,140,"The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe",movie,2005
U/A 7+,1,1,,"Four orphans work for Gowri's father, who has always supported them. But after his death, these four and Gowri run into many problems.",Drama,140,Sneha Prava,movie,2007
U/A 7+,1,1,,Four short stories written by Kantha are weaved in to make one narrative. It explores different facets of the marital relationship and its repercussions.,Drama,125,Aidondla Aidu,movie,2011
U/A 7+,1,1,,"Four wrongly arrested suspects plan to carry out a theft for real. Soon their carefully laid-out plan fails, and things get messy.",Comedy,142,Moodar Koodam,movie,2013
U/A 7+,1,1,,"Four young men get smitten by Maya who moves into their neighbourhood. While romance is far from her mind, she has a mission on hand.",Comedy,128,In Harihar Nagar,movie,1990
U/A 7+,1,1,,"Francis Ouimet, an aspiring golfer, battles the class prejudice for a chance to participate against his idol legendary golfer Harry Verdon.",Biopic,120,The Greatest Game Ever Played,movie,2005
U/A 7+,1,1,,"Friends Nandan and Sunny love Devi and Thara. While prejudice and tragedy tear the four apart, fate has plans for two of them.",Romance,131,Sukhamo Devi,movie,1986
U/A 7+,1,1,,"Friends Vikas and Sunil plan a phoney kidnapping of their girlfriends, Ayesha and Mamta, which turns completely awry when a notorious terrorist intervenes.",Action,145,Waqt Hamara Hai,movie,1993
U/A 7+,,,1,"From being a teenage Cricket prodigy hitting sixes to becoming 'Super V' - the invincible superhero, follow Virat Kohli's coming-of-age adventure.",Sport,,Super V,tv,2020
U/A 7+,,,1,"From hostile habitats to the unrelenting threat of predators, Hostile Planet, takes you to the world's harshest landscapes that animals have adapted.",Animals & Nature,,Hostile Planet,tv,2019
U/A 7+,,,1,"From its highest mountains and plateaus to its thickest jungles and bamboo forests, this five-part series will reveal the wild side to China that few knew.",Animals & Nature,,Hidden Kingdoms of China,tv,2020
U/A 7+,1,1,,"From R&D and engineering to robotic assembly lines, get behind the scenes at LEGO as a manufacturing plant turns into a playground of imagination.",Science,45,Megafactories: Lego,movie,2017
U/A 7+,,,1,"From sharing several cups of coffee and a few fights to falling in love, this is how Cupid struck Ram and Ranjani.",Romance,,Aanandham Aarambham,tv,2022
U/A 7+,,,1,"From the biggest plane to the tallest building, witness the extraordinary feats of engineering hidden inside the most spectacular man-made constructions.",Science,,Superstructures Engineering Marvels,tv,2019
U/A 7+,,,1,"From the Grand Canyon to Gates of the Arctic, experience America's natural wonders with its iconic wildlife as they never have before.",Animals & Nature,,America's National Parks,tv,2018
U/A 7+,1,1,,"From the hot arid deserts to the snow-capped mountains, the documentary presents a rare look into Iran's fascinating wildlife and natural marvels.",Animals & Nature,44,Wild Persia,movie,2019
U/A 7+,,,1,"From the Jim Henson Company, alien commander Ned hosts a late-night talk show with celebrity guests.",Talk Show,,Earth to Ned,tv,2020
U/A 7+,,,1,"From the lush tropical islands of Indonesia's archipelago to the wide-open Mongolian steppe, this is a land where you should expect the unexpected.",Animals & Nature,,Asia's Weirdest,tv,2021
U/A 7+,,,1,"From the snow leopards in the Himalayas to the vultures soaring over the Tibetan Plateau, the series showcases Asia's most iconic wildlife and its oddities.",Animals & Nature,,Asia's Wild Secrets,tv,2021
U/A 7+,,,1,"From the yards of the pet owners to his updated Dog Psychology Center, Cesar shows us the skills we need to create happy homes with our furry best friends.",Animals & Nature,,Cesar Millan: Better Human Better Dog,tv,2021
U/A 7+,1,1,,Fun-loving orphans Moz Samuel and little Tessy aka Cat con people to earn a living. Their life changes when they meet Nandana.,Comedy,155,Moss & Cat,movie,2009
U/A 7+,1,1,,Fun-loving sea monster Alberto whole-heartedly wants to prove himself to his stoic mentor Massimo.,Kids,6,Ciao Alberto,movie,2021
U/A 7+,1,1,,"Ganesh takes a loan to fulfil the dowry demands of his sister's in-laws. When he faces a financial crunch, he befriends Rekha, a rich girl. Will his plan work?",Drama,156,Chellata,movie,2006
U/A 7+,1,1,,Ganesha's life after marriage to Pragna takes a turn for the worse as she's quite traditional. What happens when orthodoxy clashes with modernism?,Drama,155,Ganesha Matte Banda,movie,2008
U/A 7+,1,1,,"Garfield not only has to compete with Odie, his newfound rival, for his owner's affection but also rescue him from kidnappers' clutches.",Family,80,Garfield: The Movie,movie,2004
U/A 7+,1,1,,Gayathri is against love and men. What will she do when her daughter falls in love with their neighbour against her wishes?,Comedy,125,Golmal Gayathri,movie,2012
U/A 7+,,,1,Gear up for an evening high on dance and masti as your beloved stars bring the house down with enthralling acts at Kerala's biggest television award show.,Awards,,Asianet Television Awards,tv,2015
U/A 7+,,,1,"Gear up for some high-octane entertainment as talented kids fight it out to impress celebrity judges Subhasree Ganguly, Silajit Majumder and Biswanath Basu.",Reality,,Ebar Jombe Moja,tv,2019
U/A 7+,,,1,Gear up for the PBL 2017 season which starts on 1st January,Sport,,PBL Season 2 Build up 2017,tv,2016
U/A 7+,1,1,,"Geeya Geeya is a Kannada romance drama. It's about Jeeva and Swarna who share a love-hate relationship. Directed by Krishna Reddy, it stars Akshay Krishna and Swarnamalya. Watch the full film, streaming on Hotstar.",Romance,141,Geeya Geeya,movie,2006
U/A 7+,1,1,,George Banks struggles with the day-to-day traumas brought by the two most expensive and fateful words in his daughter's vocabulary - I do.,Comedy,105,Father Of The Bride,movie,1991
U/A 7+,1,1,,"George goes to Las Vegas, where he has to help out his brother. Meanwhile, his mother-in-law is plotting to take away everything close to his heart.",Adventure,87,George Of The Jungle 2,movie,2003
U/A 7+,1,1,,"Get an exclusive sneak peek at acclaimed filmmaker Peter Jackson's feature-length music documentary, ""The Beatles: Get Back,"" before it comes to theaters in 2021.",Documentary,5,The Beatles: Get Back - A Sneak Peek,movie,2020
U/A 7+,,,1,"Get inside Lizzie McGuire's head to find out what she's really thinking, courtesy of her animated alter ego.",Comedy,,Lizzie Mcguire,tv,2001
U/A 7+,,,1,Get on board and visit the famous temples of goddess Saraswathy in Kerala including Panachikkaavu and Chottanikkara.,Documentary,,Saraswatham,tv,2016
U/A 7+,,,1,Get set to challenge your taste buds as your all-time favourite host Sadhika brings to you a whole new bunch of lip-smacking recipes.,Lifestyle,,Kerala Kitchen,tv,2021
U/A 7+,,,1,"God couldn't be everywhere, so he created Mother! StarPlus pays a tribute to the most important person in everyone's life on Mother's Day.",Reality,,"Thank you Maa, Mother's Day Special",tv,2015
U/A 7+,1,1,,Gonzo is challenged to spend Halloween night in the scariest place on Earth — the Haunted Mansion.,Family,49,Muppets Haunted Mansion,movie,2021
U/A 7+,1,1,,"Good friends, Shanvi and Anush meet up everyday. But one day, Shanvi doesn't show up and Anush decides to wait as long as it takes to figure out what happened.",Romance,30,2 Cups,movie,2019
U/A 7+,1,1,,"Gopalan and Lakshmanan are burglars with big dreams. The duo has a life-altering adventure when they kidnap a rich girl, Diana.",Comedy,146,Crazy Gopalan,movie,2008
U/A 7+,1,1,,"Gordon Bombay is slapped with a community service assignment where he must coach a ragtag team of hockey players who can't skate, can't score, and can't win!",Comedy,103,The Mighty Ducks,movie,1992
U/A 7+,1,1,,"Government employee Shivaramakrishnan struggles with his life. To earn extra money, he and his friends start a day-care centre. But things are not easy.",Comedy,129,Sarkar Colony,movie,2010
U/A 7+,1,1,,"Govindan and Soorya meet at a suicide point. Dejected, both have come to end their lives. However, they decide to help each other to resolve their issues.",Family,119,Aayushman Bhava,movie,1998
U/A 7+,,,1,Grab a quick snack of Pixar with this collection of mini shorts starring your favorite characters.,Comedy,,Pixar Popcorn,tv,2021
U/A 7+,1,1,,"Greg Heffley dreams of becoming famous while surviving middle school with his best friend, Rowley.",Comedy,56,Diary of a Wimpy Kid,movie,2021
U/A 7+,1,1,,"Greg is about to begin middle school and wishes to become popular among the students. However, his attempts to gain fame land him in sticky situations.",Comedy,88,Diary of a Wimpy Kid,movie,2010
U/A 7+,1,1,,Greg takes on one of his biggest challenges yet: surviving a weekend alone with his brother Rodrick.,Drama,74,Diary Of A Wimpy Kid 2: Rodrick Rules,movie,2022
U/A 7+,1,1,,"Grieving for her mother, Avalon finds comfort when she's put in charge of a 4-year-old for a night.",Drama,14,Let's Be Tigers,movie,2021
U/A 7+,1,1,,"Growing up, we all make friends and so did Jim. However, his friend was imaginary. What will happen when he makes real ones?",Drama,15,The Hideout,movie,2015
U/A 7+,,,1,"Gurupeyarchi is a Tamil reality show on Star Vijay. In this show, expert Murugu Balamurgan gives astrological and numerology predictions of each star.",Reality,,Gurupeyarchi,tv,2016
U/A 7+,1,1,,"Hailing from a slum, an enterprising young man wages a war against companies involved in food adulteration. Will he be successful?",Thriller,151,Velaikkaran,movie,2017
U/A 7+,1,1,,"Hallie and Annie are separated after their parents' divorce. Years later, they meet at a summer camp and decide to switch places to reunite their parents.",Family,127,The Parent Trap,movie,1998
U/A 7+,,,1,"Hanuman has realised his limitless powers, and now he must journey alone to Lanka to face the might of the demon king Ravan, his fierce sons and his armies.",Mythology,,The Legend of Hanuman,tv,2021
U/A 7+,1,1,,"Happily married to Ganesh, Harini begins suspecting him when she knows of his meeting with his schoolmate Shreya in a hotel. Angry, she takes an extreme step.",Comedy,82,Gani,movie,2010
U/A 7+,1,1,,"Hari, who has a dark secret, tries his best to stop his friend Ravi from marrying Indu, his collegemate. Indu is aware of his secret. But what is Hari hiding?",Comedy,126,Oru Kochu Bhoomikulukkam,movie,1992
U/A 7+,1,1,,"Harishchandra, the wise ruler of Ayodhya, is known for his honesty. The gods decide to test him. His life becomes an ordeal, but he remains true to his path.",Drama,119,Harischandra,movie,1974
U/A 7+,,,1,Harley Diaz comes from a family with seven kids and is stuck right in the middle! She must learn to navigate the challenges of her not-so-average-sized family.,Family,,Disney Stuck In The Middle,tv,2016
U/A 7+,1,1,,Harmonious Live! brings the nighttime spectacular at EPCOT to life for audiences around the world.,Documentary,32,Harmonious Live!,movie,2022
U/A 7+,,,1,Head back to the mammal metropolis to dive deeper into the lives of a slew of intriguing residents.,Comedy,,Zootopia+,tv,2022
U/A 7+,1,1,,Her life has no meaning other than getting top grades and a good job. A story relatable to every person who was a student or is still studying.,Drama,14,The Lost Spring,movie,2021
U/A 7+,,,1,"Here's a game show which puts the spotlight on the unsung heroes of our society. Tune in for some exciting moments as these heroes from various fields, battle against each other to win the ultimate prize!",Reality,,Naattile Thaaram,tv,1976
U/A 7+,,,1,"Here's a star-studded fundraising initiative organised by Asianet and AMMA, to help the Kerala flood victims.",Reality,,Onnanu Nammal,tv,2018
U/A 7+,1,1,,"Herman Boone is hired as the coach at the town's high school - usurping a white man but, they overcome their distrust to prove that heroes come in all colours.",Historical,113,Remember The Titans,movie,2000
U/A 7+,1,1,,High school robotics teams participating in FIRST® come together in a competition unlike any other.,Documentary,89,More Than Robots,movie,2022
U/A 7+,,,1,"High voltage entertainment, performances and a musical mania! Ring in the festivities with your favourite stars in style.",Reality,,Star Pravah Dhum Dhadaka 2022,tv,2022
U/A 7+,1,1,,Himanshu and Parminder are all set to tie the knot but things go hilariously wrong when he tries adding adventure to his love story.,Comedy,111,Khichdi The Movie,movie,2010
U/A 7+,,,1,"Hiro and Baymax, along with friends Wasabi, Honey Lemon, Go Go and Fred, form the legendary superhero team Big Hero 6, protecting their city from scientifically-enhanced villains.",Superhero,,Disney Big Hero 6 The Series,tv,2017
U/A 7+,1,1,,"His family's situation forces Prabhakaran, a police constable, to take bribes. What happens when he takes money from a thief and falls for his sister?",Comedy,123,Kallanum Polisum,movie,1992
U/A 7+,1,1,,"Honest cabbie Shambhu returns Smitha's misplaced bag. But his generosity doesn't end there, and he helps her when her wicked uncle tries to loot her property.",Comedy,139,Singapoorinalli Shambulinga,movie,2008
U/A 7+,1,1,,"Honesty is the best policy. However, it's not true for Kush and Khushi, whose marriage hits rock bottom when they refuse to be honest with each other.",Romance,139,Chamak,movie,2017
U/A 7+,1,1,,"Hosted by Ryan Seacrest, the jolly event full of celebrity performances featuring BTS, Pink, and Adam Lambert amongst others.",Musical,45,The Disney Holiday Singalong,movie,2020
U/A 7+,,,1,"Hosted by Sandeepta, enjoy this special performance by acclaimed lyricist, music composer and singer, Anupam Roy and his band.",Concert Film,,Jalsha-e Anupam,tv,2018
U/A 7+,,,1,"Hosted by Yvette Nicole Brown, this comedy game show stars a kid who asks questions to figure out which know-it-all is an expert and which is a liar.",Family,,The Big Fib,tv,2020
U/A 7+,1,1,,Howard attempts to make it up to his son Jake by buying the toy on every child's list to Santa and the hottest action figure of the season — Turbo Man!,Family,89,Jingle All The Way,movie,1996
U/A 7+,,,1,"Humans and dogs have a long, intertwined history together. Through the eyes of each of them today, we can see the evolution of that relationship.",Animals & Nature,,"Man, Woman, Dog",tv,2022
U/A 7+,,,1,Humans think they're the ultimate predators but are shockingly hunted by the wild creatures when they encroach on their territories.,Animals & Nature,,Hunter vs. Hunted,tv,2020
U/A 7+,1,1,,Ice on Fire is an eye-opening documentary that focuses on many never-before-seen solutions designed to slow down our escalating environmental crisis.,Documentary,97,Ice On Fire,movie,2019
U/A 7+,,,1,Iconic Nat Geo photographers Brian Skerry and Tim Laman travel across the globe to share the know-how on saving iconic species from extinction.,Animals & Nature,,Mission Critical,tv,2017
U/A 7+,,,1,"Identical twins Zack and Cody, find their lives taking a hilarious turn when their mother starts working at one of the finest hotels, the Tipton.",Comedy,,The Suite Life Of Zack & Cody,tv,2005
U/A 7+,,,1,"Igniting the festive spirit, join your favourite stars as they grace the special event to celebrate the auspicious occasion of Krishna Janmashtami.",Reality,,Janmashtami Utsav 2022,tv,2022
U/A 7+,1,1,,"Impressed with Jayanthi during an interview, Anand selects her for his brother, Ganesh. But will he accept the choice of partners of his other two siblings?",Family,121,Anna Attige,movie,2009
U/A 7+,1,1,,"In 1869 Kentucky, a young boy and his friends set out to find a treasure chest hidden by his late father in the Florida Everglades during the Civil War.",Family,115,Treasure of Matecumbe,movie,1976
U/A 7+,1,1,,"In 1925, a champion dogsled trainer and his lead dog, Togo, journey across the rugged Alaskan tundra to transport an antitoxin serum to a small town.",Action,113,Togo,movie,2019
U/A 7+,1,1,,"In a bid to identify the flaws in his self-built AI machine, a young scientist forges a special experiment but ends up discovering its mysterious feature.",Science Fiction,13,Brain In A Box,movie,2022
U/A 7+,1,1,,"In a daycare far, far away… but still in Springfield, Maggie is on an epic quest for her stolen pacifier.",Family,3,Maggie Simpson in ‘The Force Awakens From Its Nap’,movie,2021
U/A 7+,1,1,,"In a desperate attempt to save his job, a reporter takes up the task of interviewing a lawyer, Deepa. While she is busy, Vineeth has a tough time chasing her.",Comedy,141,Ennum Eppozhum,movie,2015
U/A 7+,1,1,,"In a mental asylum, five patients set to prove that they are stable and end up in hilarious situations.",Comedy,126,VIP 5,movie,2007
U/A 7+,1,1,,In an impressive feat of nature learn how Nile crocodiles and Hippos coexist together to protect their young ones against deadly predators.,Animals & Nature,44,Dark Side of Crocs,movie,2015
U/A 7+,,,1,"In Australia's Northern Territory, Matt Wright with his mates will catch at least one saltwater crocodile to shield them from human encounters.",Animals & Nature,,Monster Croc Wrangler,tv,2018
U/A 7+,1,1,,"In Depression-era London, a now-grown Jane and Michael Banks are visited by the enigmatic Mary Poppins, helping them rediscover the joy missing in their lives.",Family,130,Mary Poppins Returns,movie,2018
U/A 7+,1,1,,"In his effort to get into films, Umesh tricks Daisy into taking a selfie. Assuming that they are having an affair, her family faces problems in the village.",Comedy,137,Oru Vadakkan Selfie,movie,2015
U/A 7+,1,1,,"In love and engaged to Gopinath, Sharada is very attached to her future in-laws. What happens when Gopinath returns from the US with a white woman as his wife?",Drama,119,Bilee Hendthi,movie,1975
U/A 7+,,,1,"In one of the most regulated fisheries on earth, the giant Bluefin tuna fishermen of Gloucester battle to make a living by catching one tuna at a time.",Adventure,,Wicked Tuna,tv,2018
U/A 7+,1,1,,"In Ruaha National Park, the lions not only have to fight off the rival pride but also the rogue males trying to encroach their territory in the dark hours.",Animals & Nature,44,Lion Kingdom,movie,2019
U/A 7+,1,1,,"In Selinda, lions have become almost extinct due to hunting. But, two male lions join forces with local lionesses to form the first pride of the region.",Animals & Nature,44,Birth Of A Pride,movie,2019
U/A 7+,1,1,,"In the African savanna, a young prince overcomes betrayal and tragedy to assume his rightful place on Pride Rock.",Fantasy,118,The Lion King,movie,2019
U/A 7+,,,1,"In the epic sequel to the Savage Kingdom: Season 3 – Mayhem comes the eagerly awaited real-life drama from the heart of Mombo, Northern Botswana.",Animals & Nature,,Savage Kingdom,tv,2016
U/A 7+,1,1,,"In this expedition on Mount Everest, dozens of scientists converge to investigate what secrets the world's highest peak has to tell us about our changing climate.",Adventure,42,Expedition Everest,movie,2020
U/A 7+,,,1,"In this fantastic fable of Devi Durga and her avatars, watch how she defeated demons like Chando Mundo, Raktobij, Sumbho-Nishubho and the mighty Mahisasura.",Mythology,,Durge Durgatinashini,tv,2022
U/A 7+,,,1,"In this fresh take on Spider-man, we follow Peter Parker into Horizon High as he learns the responsibility that comes with being a new, super-powered hero.",Kids,,Marvel's Spider-Man,tv,2017
U/A 7+,,,1,"In this fun-filled event, the Star Pravah family celebrates the year gone by and welcomes the year to come.",Reality,,Ye Re Ye Re 16,tv,2015
U/A 7+,1,1,,"In this grand live-action adventure, Dumbo, a flying elephant, soars to new heights alongside spectacular aerial artist Colette Marchant.",Family,111,Dumbo,movie,2019
U/A 7+,1,1,,"In this heartwarming comedy, a group of misfit campers help Andy Duckerman, a down-on-his-luck magician, rediscover his love of magic.",Adventure,97,Magic Camp,movie,2020
U/A 7+,1,1,,"In this live-action retelling of 1992 classic, Aladdin and a power-hungry Grand Vizier vie for a magic lamp that can make their deepest wishes come true.",Fantasy,130,Aladdin,movie,2019
U/A 7+,1,1,,"In this Oscar-nominated short from The Simpsons, Maggie navigates an eventful first day at daycare.",Comedy,4,"Maggie Simpson in ""The Longest Daycare""",movie,2020
U/A 7+,,,1,"In this series, explore the mysterious island of Madagascar as we go in search of critters who exhibit traits so absurd it will be sure to boggle your mind!",Animals & Nature,,Madagascar's Weirdest,tv,2021
U/A 7+,,,1,"In this show, Sri Sri Muralidharaswamigal talks about the history of the Sangeetha Mummoorthigal and Naama Sangeerthana Mummoorthigal.",Drama,,Kaakka Kaakka Guruvarul Kaakka,tv,2015
U/A 7+,1,1,,"In this slice-of-life story, the film peeks into the essence and realities of first impressions which are essential to forging good friendships.",Shorts,4,Paper,movie,2021
U/A 7+,1,1,,"In this special saluting women empowerment, meet the women who helped in making the world a better place.",Documentary,43,Women Of Impact - Changing The World,movie,2019
U/A 7+,,,1,India's Megakitchens gives you a glimpse into some of India's biggest and most iconic kitchens.,Documentary,,India's Megakitchens,tv,2015
U/A 7+,1,1,,"Indu falls in love with Raju, an orphan, but her aunt, Dr Rajalakshmi, opposes their relationship. What happens when Rajalakshmi realises Raju's true identity?",Drama,90,Aavanikunnile Kinnaripookkal,movie,1991
U/A 7+,1,1,,"Industrialist Shrikanth finds his family missing when he returns from England. Realising he needs help, he employs five youth to track them down.",Action,133,Operation Ankusha,movie,2007
U/A 7+,1,1,,"Injakkadan Mathai and his sons, Roy and Thankachan, run a textile shop. Their rival is Kuriachan who decides to kidnap Injakkadan.",Action,122,Injakkadan Mathai & Sons,movie,1993
U/A 7+,,,1,"Inside the computer world of The Grid, a young program named BECK becomes the unlikely leader of a revolution against a corrupt regime.",Action,,Tron: Uprising,tv,2012
U/A 7+,,,1,"Inspired by the writings of R.L. Stine, “Just Beyond” is a supernatural anthology series.",Horror,,Just Beyond,tv,2021
U/A 7+,,,1,International dance styles with a dash of Marathi tadka. Who will win judge Ankush Choudhari's vote and make their way into everyone's heart?,Reality,,Me Honar Superstar Jallosh Dancecha,tv,2021
U/A 7+,,,1,"Intimate stories of 8 passionate young artists who are chasing their dreams with heart & soul, as they travel and collaborate to make art.",Documentary,,Art In Motion,tv,2022
U/A 7+,1,1,,"Irked by an altercation at home, a retired stunt master sets off on a bike looking for his first love. When the two meet, will the magic return?",Drama,118,Ambi Ning Vayassaytho,movie,2018
