genre,rating,Sum of release_year,runtime,title
"Comedy, Drama",13+,1976,95 min,The Front
"Comedy, Drama",13+,2021,96 min,Little Annie Rooney
"Comedy, Drama",13+,2014,96 min,"Lock Him Up, Tie Me Down"
"Comedy, Drama",13+,2017,97 min,Love Contractually
"Comedy, Drama",13+,2020,97 min,Magari resto (Maybe I'll stay)
"Comedy, Drama",13+,1998,99 min,Digging to China
"Comedy, Drama",16+,2019,100 min,My Bossy Girl
"Comedy, Drama",16+,2015,100 min,Paquete #3
"Comedy, Drama",16+,2020,101 min,BisKoth
"Comedy, Drama",16+,2020,101 min,She's in Portland
"Comedy, Drama",16+,2020,103 min,Far Too Personal
"Comedy, Drama",16+,2021,103 min,Nuvvante Pichhe
"Comedy, Drama",16+,2011,104 min,He's Mine Not Yours
"Comedy, Drama",16+,2011,104 min,The shadow of the sun
"Comedy, Drama",16+,2017,105 min,Mad to be Normal
"Comedy, Drama",16+,2015,106 min,The A-List
"Comedy, Drama",16+,2010,107 min,Lila Lila
"Comedy, Drama",16+,2021,113 min,Middletown
"Comedy, Drama",16+,2021,113 min,One Step From Me
"Comedy, Drama",16+,2018,115 min,June Falling Down
"Comedy, Drama",16+,1941,117 min,Meet John Doe
"Comedy, Drama",16+,2021,118 min,Dosth mera dosth
"Comedy, Drama",16+,2019,122 min,Girl/Girl Scene - The Movie
"Comedy, Drama",16+,2020,136 min,Middle Class Melodies
"Comedy, Drama",16+,2016,139 min,I Am Not Madame Bovary
"Comedy, Drama",16+,2020,21 min,A brief inquisition into the Luxury Dining Experience (and the world of food)
"Comedy, Drama",16+,2018,59 min,Nurses Do It Better
"Comedy, Drama",16+,2012,66 min,Open Five 2
"Comedy, Drama",16+,2020,74 min,Frances Ferguson
"Comedy, Drama",16+,2000,74 min,Mirror Image
"Comedy, Drama",16+,2001,76 min,Sister Mary Explains it All
"Comedy, Drama",16+,2021,77 min,Tequila Flavored Cigarettes
"Comedy, Drama",16+,2017,78 min,Cherry Pop
"Comedy, Drama",16+,2018,79 min,Sashinka
"Comedy, Drama",16+,1993,79 min,The Clothes in the Wardrobe
"Comedy, Drama",16+,2018,80 min,Throwback Holiday
"Comedy, Drama",16+,2017,81 min,Holy Air
"Comedy, Drama",16+,2021,83 min,Before/During/After
"Comedy, Drama",16+,2020,83 min,Child Support
"Comedy, Drama",16+,2021,83 min,Let Me Be Frank
"Comedy, Drama",16+,2017,83 min,Message From A Mistress
"Comedy, Drama",16+,2017,84 min,Thirst Street
"Comedy, Drama",16+,2000,85 min,A Tale of Two Bunnies
"Comedy, Drama",16+,2021,86 min,Days of the Bagnold Summer
"Comedy, Drama",16+,2019,86 min,Making Babies
"Comedy, Drama",16+,2005,87 min,Blue/Orange
"Comedy, Drama",16+,2021,88 min,Clairevoyant
"Comedy, Drama",16+,2021,91 min,Girls' Night In
"Comedy, Drama",16+,2019,91 min,Relaxer
"Comedy, Drama",16+,2020,92 min,Citizens of the World
"Comedy, Drama",16+,2021,93 min,Party With Me
"Comedy, Drama",16+,2020,94 min,From The Vine
"Comedy, Drama",16+,2004,94 min,Piccadilly Jim
"Comedy, Drama",16+,2015,94 min,Ruben Guthrie
"Comedy, Drama",16+,2020,95 min,Ms. White Light
"Comedy, Drama",16+,2016,97 min,Being Charlie
"Comedy, Drama",16+,2016,97 min,The Edge of Marlene
"Comedy, Drama",16+,2017,97 min,The Hero
"Comedy, Drama",16+,1971,98 min,Carnal Knowledge
"Comedy, Drama",16+,2021,98 min,Night Shift
"Comedy, Drama",16+,2020,98 min,The Road to Cabazon
"Comedy, Drama",16+,2013,99 min,Rock the Casbah
"Comedy, Drama",18+,2021,103 min,Tempt Raja
"Comedy, Drama",18+,2007,104 min,99 F
"Comedy, Drama",18+,2021,104 min,All About Sex
"Comedy, Drama",18+,1981,105 min,Do You Remember Dolly Bell?
"Comedy, Drama",18+,2015,106 min,The Best Things in the World
"Comedy, Drama",18+,2010,111 min,Phas Gaye Re Obama
"Comedy, Drama",18+,2014,119 min,Inga Enna Solluthu
"Comedy, Drama",18+,2018,131 min,Pataakha
"Comedy, Drama",18+,2021,134 min,Ek Mini Katha
"Comedy, Drama",18+,2007,163 min,Viyabari
"Comedy, Drama",18+,2021,23 min,Meet The Girl - Award Winning Short Comedy Movie 2021
"Comedy, Drama",18+,2021,24 min,Samayam Ledhu Mithrama
"Comedy, Drama",18+,1936,66 min,Reefer Madness
"Comedy, Drama",18+,1940,71 min,Son of the Navy
"Comedy, Drama",18+,2021,71 min,Travis Turner
"Comedy, Drama",18+,2019,75 min,1/2 New Year
"Comedy, Drama",18+,2016,77 min,Waiting on Mary
"Comedy, Drama",18+,2018,79 min,Already Lucky
"Comedy, Drama",18+,2020,81 min,Antarctica
"Comedy, Drama",18+,2020,84 min,All Joking Aside
"Comedy, Drama",18+,2018,84 min,The California No
"Comedy, Drama",18+,1996,85 min,Brazen Hussies
"Comedy, Drama",18+,1997,87 min,Mothertime
"Comedy, Drama",18+,2015,87 min,The Cookie Project
"Comedy, Drama",18+,2005,88 min,"It's All Gone, Pete Tong"
"Comedy, Drama",18+,2006,88 min,Wedding Wars
"Comedy, Drama",18+,2021,89 min,F-Stops
"Comedy, Drama",18+,2021,89 min,Honesty Weekend
"Comedy, Drama",18+,2007,89 min,The Babysitters
"Comedy, Drama",18+,2014,92 min,Sex Ed
"Comedy, Drama",18+,2013,93 min,Act Naturally
"Comedy, Drama",18+,2021,93 min,Life on the Rocks
"Comedy, Drama",18+,2003,93 min,"Love, Honour and Obey"
"Comedy, Drama",18+,2021,94 min,Beate
"Comedy, Drama",18+,2021,96 min,Here Are The Young Men
"Comedy, Drama",18+,2004,96 min,Kill Me Tender
"Comedy, Drama",18+,2015,97 min,The Gigolo
"Comedy, Drama",18+,2021,98 min,Far More
"Comedy, Drama",18+,2018,98 min,Permission
"Comedy, Drama",18+,2019,99 min,Tales of an American Hoodrat
"Comedy, Drama",7+,2017,100 min,Youth in Oregon
"Comedy, Drama",7+,2015,111 min,Lodukku Pandi
"Comedy, Drama",7+,2016,129 min,Kadavul Irukaan Kumaru
"Comedy, Drama",7+,2017,132 min,Ondu Motteya Kathe
"Comedy, Drama",7+,2017,14 min,Please behave yourselves
"Comedy, Drama",7+,1942,70 min,Mr. Wise Guy
"Comedy, Drama",7+,2017,86 min,Road Less Traveled
"Comedy, Drama",7+,2005,89 min,Crazy for Christmas
"Comedy, Drama",ALL,2021,119 min,Nootokka Jillala Andagadu
"Comedy, Drama",ALL,2005,124 min,Munnabhai S.S.C
"Comedy, Drama",ALL,2020,127 min,Gauthamante Radham
"Comedy, Drama",ALL,2017,129 min,Magalir Mattum
"Comedy, Drama",ALL,2007,131 min,Hi Porgi Kunachi
"Comedy, Drama",ALL,2012,132 min,Marina
"Comedy, Drama",ALL,2003,133 min,Nala Damayanthi
"Comedy, Drama",ALL,2021,133 min,Shaadi Mubarak
"Comedy, Drama",ALL,2019,135 min,66 Sadashiv
"Comedy, Drama",ALL,2010,136 min,Bhairu Pailwan Ki Jai Ho
"Comedy, Drama",ALL,1985,136 min,Khichadi
"Comedy, Drama",ALL,1989,136 min,Pen Puthi Mun Puthi
"Comedy, Drama",ALL,2019,138 min,Monster
"Comedy, Drama",ALL,1996,146 min,Enakkoru Magan Pirappan
"Comedy, Drama",ALL,2002,153 min,Vivaramana Aalu
"Comedy, Drama",ALL,1969,154 min,Annaiyum Pithavum
"Comedy, Drama",ALL,1993,155 min,Sinna Mapplai
"Comedy, Drama",ALL,2000,158 min,Budget Padmanabhan
"Comedy, Drama",ALL,1942,158 min,Sabapathy
"Comedy, Drama",ALL,1964,159 min,Server Sundaram
"Comedy, Drama",ALL,2011,160 min,Deiva Thirumagal
"Comedy, Drama",ALL,2000,167 min,Vetri Kodi Kattu
"Comedy, Drama",ALL,1965,170 min,Panam Padaithavan
"Comedy, Drama",ALL,2002,171 min,King
"Comedy, Drama",ALL,1954,174 min,Penn
"Comedy, Drama",ALL,2021,40 min,Kural Kumaran | குரல் குமரன் | Mahendran K | Comedy | Romantic
"Comedy, Drama",ALL,2018,92 min,Gaddappana Duniya (Hindi)
"Comedy, Drama",ALL,2021,93 min,Kitty Mammas
"Comedy, Drama",ALL,2021,95 min,My Little Sweet Pea
"Comedy, Drama",G,1968,105 min,The Odd Couple
"Comedy, Drama",NR,2018,108 min,Angrezi Mein Kehte Hain
"Comedy, Drama",NR,2021,125 min,Mohan Kumar Fans
"Comedy, Drama",NR,1966,157 min,Major Chandrakanth
"Comedy, Drama",NR,1925,55 min,Madame Behave
"Comedy, Drama",PG,1973,102 min,Paper Moon
"Comedy, Drama",PG,2015,106 min,East Side Sushi
"Comedy, Drama",PG,1967,106 min,The Graduate
"Comedy, Drama",PG,2011,124 min,We Bought A Zoo
"Comedy, Drama",PG,1950,61 min,Inside the Law
"Comedy, Drama",PG,1941,62 min,Bowery Blitzkreig
"Comedy, Drama",PG,2007,79 min,A Wonderful Christmas
"Comedy, Drama",PG,1934,81 min,Judge Priest
"Comedy, Drama",PG,1988,92 min,Bagdad Cafe
"Comedy, Drama",PG,1971,92 min,Harold and Maude
"Comedy, Drama",PG,1998,97 min,"Dancer, Texas"
"Comedy, Drama",PG,2017,98 min,A Cowgirl's Story
"Comedy, Drama",PG-13,2015,100 min,A Pigeon Sat on a Branch Reflecting on Existence
"Comedy, Drama",PG-13,2021,100 min,It's a Wonderful Afterlife
"Comedy, Drama",PG-13,2016,101 min,The Confirmation
"Comedy, Drama",PG-13,2007,102 min,Raising Flagg
"Comedy, Drama",PG-13,1995,103 min,Home for the Holidays
"Comedy, Drama",PG-13,2010,104 min,City Island
"Comedy, Drama",PG-13,1987,105 min,Crimes of the Heart
"Comedy, Drama",PG-13,2016,105 min,Mr. Church
"Comedy, Drama",PG-13,2019,108 min,Austin Weird
"Comedy, Drama",PG-13,2010,120 min,The Social Network
"Comedy, Drama",PG-13,1996,129 min,The Evening Star
"Comedy, Drama",PG-13,2010,70 min,The Bad Mother's Handbook
"Comedy, Drama",PG-13,2010,87 min,Jack and Jill vs. The World
"Comedy, Drama",PG-13,2002,88 min,Lone Star State of Mind
"Comedy, Drama",PG-13,2011,93 min,Father of Invention
"Comedy, Drama",PG-13,2014,94 min,And So It Goes
"Comedy, Drama",PG-13,1993,94 min,Face the Music
"Comedy, Drama",PG-13,2016,96 min,Cafe Society
"Comedy, Drama",PG-13,1998,96 min,Clockwatchers
"Comedy, Drama",PG-13,2015,97 min,A Royal Night Out
"Comedy, Drama",PG-13,2012,97 min,LOL
"Comedy, Drama",PG-13,2010,97 min,The Romantics
"Comedy, Drama",PG-13,2005,98 min,Saint Ralph
"Comedy, Drama",PG-13,2014,98 min,What If
"Comedy, Drama",PG-13,2014,99 min,Not That Funny
"Comedy, Drama",R,2014,100 min,About Alex
"Comedy, Drama",R,1989,101 min,Skin Deep
"Comedy, Drama",R,2003,101 min,Spun
"Comedy, Drama",R,2017,102 min,Brad's Status
"Comedy, Drama",R,2013,102 min,CBGB
"Comedy, Drama",R,2019,102 min,Late Night
"Comedy, Drama",R,2015,103 min,Ashby
"Comedy, Drama",R,1997,103 min,Fever Pitch
"Comedy, Drama",R,2006,103 min,Little Miss Sunshine
"Comedy, Drama",R,2015,103 min,"Love, Rosie"
"Comedy, Drama",R,1991,103 min,The Object of Beauty
"Comedy, Drama",R,1983,103 min,The Survivors
"Comedy, Drama",R,1999,104 min,The Florentine
"Comedy, Drama",R,2014,105 min,Rudderless
"Comedy, Drama",R,2002,105 min,The Dangerous Lives of Altar Boys
"Comedy, Drama",R,2002,106 min,Roger Dodger
"Comedy, Drama",R,1997,107 min,Critical Care
"Comedy, Drama",R,1994,107 min,I Like It Like That
"Comedy, Drama",R,1998,108 min,Bulworth
"Comedy, Drama",R,2010,108 min,Henry's Crime
"Comedy, Drama",R,1995,108 min,Last Summer in the Hamptons
"Comedy, Drama",R,2011,109 min,Starbuck
"Comedy, Drama",R,2010,112 min,Love & Other Drugs
"Comedy, Drama",R,1997,115 min,Soul Food
"Comedy, Drama",R,2012,116 min,Take This Waltz
"Comedy, Drama",R,2016,118 min,Paterson
"Comedy, Drama",R,2002,118 min,Pumpkin
"Comedy, Drama",R,2018,120 min,Breakable You
"Comedy, Drama",R,1981,120 min,Only When I Laugh
"Comedy, Drama",R,1989,121 min,Do the Right Thing
"Comedy, Drama",R,2007,81 min,10 items or Less
"Comedy, Drama",R,2018,81 min,A Thousand Junkies
"Comedy, Drama",R,2011,82 min,"Cougars, Inc."
"Comedy, Drama",R,2012,83 min,"Jeff, Who Lives at Home"
"Comedy, Drama",R,2016,85 min,My Blind Brother
"Comedy, Drama",R,2013,88 min,A.C.O.D.
"Comedy, Drama",R,1988,89 min,Salome's Last Dance
"Comedy, Drama",R,2016,89 min,The Intervention
"Comedy, Drama",R,1988,90 min,After School
"Comedy, Drama",R,2013,90 min,Syrup
"Comedy, Drama",R,2004,90 min,Touch of Pink
"Comedy, Drama",R,2006,91 min,Lies & Alibis
"Comedy, Drama",R,2001,91 min,The Future
"Comedy, Drama",R,2010,92 min,A Beginner's Guide To Endings
"Comedy, Drama",R,2009,93 min,Calvin Marshall
"Comedy, Drama",R,1995,94 min,Jeffrey
"Comedy, Drama",R,1999,95 min,La Cucaracha
"Comedy, Drama",R,1994,95 min,Next Door
"Comedy, Drama",R,1996,95 min,Trees Lounge
"Comedy, Drama",R,2013,96 min,Small Apartments
"Comedy, Drama",R,2020,97 min,Chick Fight
"Comedy, Drama",R,2011,97 min,Meet Monica Velour
"Comedy, Drama",R,2013,98 min,Afternoon Delight
"Comedy, Drama",R,1988,98 min,And God Created Woman
"Comedy, Drama",R,2020,98 min,Elsewhere
"Comedy, Drama",R,2006,98 min,The Groomsmen
"Comedy, Drama",R,2000,99 min,Blue Juice
"Comedy, Drama",R,1992,99 min,Delicatessen
"Comedy, Drama, Faith and Spirituality",PG,1990,95 min,Almost An Angel
"Comedy, Drama, Fantasy",13+,2011,90 min,Night of a Lone Owl
"Comedy, Drama, Horror",ALL,2005,160 min,Chandramukhi
"Comedy, Drama, Horror",NR,2006,83 min,Dead Bodies
"Comedy, Drama, Horror",R,2011,105 min,The Last Circus(English Subtitled)
"Comedy, Drama, International",13+,2019,106 min,Arjun Patiala
"Comedy, Drama, International",13+,2019,111 min,Muklawa
"Comedy, Drama, International",13+,2018,114 min,Karwaan
"Comedy, Drama, International",13+,2017,117 min,Meri Pyaari Bindu
"Comedy, Drama, International",13+,2014,118 min,Bewakoofiyaan
"Comedy, Drama, International",13+,2018,118 min,Ishqeria
"Comedy, Drama, International",13+,2019,123 min,Ninu Veedani Needanu Nene
"Comedy, Drama, International",13+,2017,124 min,Sakka Podu Podu Raja
"Comedy, Drama, International",13+,2017,131 min,Aruvi
"Comedy, Drama, International",13+,2017,131 min,Chef
"Comedy, Drama, International",13+,2019,131 min,Good Newwz
"Comedy, Drama, International",13+,2014,135 min,Hasee Toh Phasee
"Comedy, Drama, International",13+,2019,135 min,Khandani Shafakhana
"Comedy, Drama, International",13+,2019,139 min,Ardab Mutiyaran
"Comedy, Drama, International",13+,2018,139 min,Mumbai Pune Mumbai 3
"Comedy, Drama, International",13+,2009,146 min,Dil Bole Hadippa
"Comedy, Drama, International",16+,2016,130 min,Befikre
"Comedy, Drama, International",18+,2011,107 min,Luv Ka The End
"Comedy, Drama, International",7+,2018,116 min,Hichki
"Comedy, Drama, International",ALL,2016,129 min,Joker
"Comedy, Drama, International",ALL,2017,132 min,Hindi Medium
"Comedy, Drama, International",ALL,2019,138 min,Ambili
"Comedy, Drama, International",ALL,2018,138 min,Tamizh Padam 2
"Comedy, Drama, International",ALL,2017,139 min,Tumhari Sulu
"Comedy, Drama, International",ALL,2003,187 min,Kal Ho Naa Ho
"Comedy, Drama, International",NR,2013,136 min,Fukrey
"Comedy, Drama, International",NR,2005,83 min,Live-In Maid (English Subtitled)
"Comedy, Drama, Kids",13+,2019,107 min,I'd Like to be Alone Now
"Comedy, Drama, Kids",13+,2017,163 min,Love Ni Bhavai
"Comedy, Drama, Kids",13+,2017,71 min,Monk
"Comedy, Drama, Kids",13+,2004,89 min,Greener Mountains
"Comedy, Drama, Kids",16+,2018,86 min,A Boy Called Sailboat
"Comedy, Drama, Kids",ALL,1960,182 min,Deivapiravi
"Comedy, Drama, Kids",NR,1920,60 min,Pollyanna
"Comedy, Drama, Kids",PG,2009,111 min,Bandslam
"Comedy, Drama, Kids",PG,2008,116 min,Marley & Me
"Comedy, Drama, Kids",PG,2007,96 min,Evan Almighty
"Comedy, Drama, LGBTQ",13+,2013,115 min,Petunia
"Comedy, Drama, LGBTQ",16+,2014,90 min,Tennessee Queer
"Comedy, Drama, LGBTQ",18+,2019,132 min,Turned Out
"Comedy, Drama, LGBTQ",18+,1996,98 min,Red Ribbon Blues (Restored)
"Comedy, Drama, LGBTQ",R,1999,111 min,Flawless
"Comedy, Drama, LGBTQ",R,2003,89 min,Mambo Italiano
"Comedy, Drama, LGBTQ",R,2020,95 min,Uncle Frank
"Comedy, Drama, LGBTQ",R,2005,97 min,Saving Face
"Comedy, Drama, Military and War",R,2017,125 min,Last Flag Flying
"Comedy, Drama, Music Videos and Concerts",ALL,1998,185 min,Kuch Kuch Hota Hai
"Comedy, Drama, Romance",13+,2020,101 min,Indha Nilai Maarum
"Comedy, Drama, Romance",13+,2010,105 min,Crossing Hennessy
"Comedy, Drama, Romance",13+,2014,111 min,Fasten Your Seatbelt
"Comedy, Drama, Romance",13+,2017,112 min,Gowdru Hotel
"Comedy, Drama, Romance",13+,2019,119 min,Swapnarajyam (The Dreamland)
"Comedy, Drama, Romance",13+,2019,123 min,Kaka Ji - Son of Royal Sardar
"Comedy, Drama, Romance",13+,2014,131 min,Humpty Sharma Ki Dulhania
"Comedy, Drama, Romance",13+,2015,143 min,Shaandaar
"Comedy, Drama, Romance",13+,2011,153 min,Hello Memsaheb
"Comedy, Drama, Romance",13+,2001,90 min,Kiss My Act
"Comedy, Drama, Romance",13+,2019,99 min,Azhaggiye Thee
"Comedy, Drama, Romance",16+,2021,100 min,Food Club
"Comedy, Drama, Romance",16+,2018,102 min,Grace
"Comedy, Drama, Romance",16+,2021,114 min,One Night
"Comedy, Drama, Romance",16+,2021,139 min,Dream Boy
"Comedy, Drama, Romance",16+,2021,76 min,Weekenders
"Comedy, Drama, Romance",16+,2020,83 min,Like Love
"Comedy, Drama, Romance",16+,2016,86 min,Jean of the Joneses
"Comedy, Drama, Romance",16+,2016,91 min,The Chef's Wife
"Comedy, Drama, Romance",16+,1940,92 min,His Girl Friday
"Comedy, Drama, Romance",16+,2006,92 min,Scenes of a Sexual Nature
"Comedy, Drama, Romance",16+,2018,94 min,Olympia
"Comedy, Drama, Romance",16+,2015,95 min,Sister Code
"Comedy, Drama, Romance",18+,2015,102 min,Two Friends
"Comedy, Drama, Romance",18+,2021,103 min,Cheaper 2 Keep Her
"Comedy, Drama, Romance",18+,2020,103 min,Getting to Know You
"Comedy, Drama, Romance",18+,2020,107 min,Catching Up
"Comedy, Drama, Romance",18+,2021,125 min,5:55 (five fifty five)
"Comedy, Drama, Romance",18+,2021,70 min,Strictly For The Streets Vol. 1
"Comedy, Drama, Romance",18+,2020,81 min,Ringolevio
"Comedy, Drama, Romance",18+,2018,84 min,The Morning After
"Comedy, Drama, Romance",18+,2007,93 min,Hunting and Gathering
"Comedy, Drama, Romance",18+,2018,96 min,Adam and Evelyn
"Comedy, Drama, Romance",7+,1936,92 min,The Cowboy and The Lady
"Comedy, Drama, Romance",ALL,1997,133 min,Kaalamellam Kaathiruppen
"Comedy, Drama, Romance",ALL,1982,134 min,Thooral Ninnu Pochchu
"Comedy, Drama, Romance",ALL,2001,152 min,Lovely
"Comedy, Drama, Romance",ALL,1994,162 min,Veera
"Comedy, Drama, Romance",ALL,1997,165 min,Kadhalukku Mariyadhai
"Comedy, Drama, Romance",ALL,1959,168 min,Kalyana Parisu
"Comedy, Drama, Romance",ALL,1993,171 min,Anari
"Comedy, Drama, Romance",PG,1970,100 min,Love Story
"Comedy, Drama, Romance",PG,2015,91 min,The Spirit of Christmas
"Comedy, Drama, Romance",PG-13,1993,102 min,Untamed Heart
"Comedy, Drama, Romance",PG-13,2004,104 min,Ladies in Lavender
"Comedy, Drama, Romance",PG-13,2002,104 min,Tortilla Soup
"Comedy, Drama, Romance",PG-13,1997,109 min,Fools Rush In
"Comedy, Drama, Romance",PG-13,2012,124 min,The Best Exotic Marigold Hotel
"Comedy, Drama, Romance",PG-13,1999,97 min,10 Things I Hate About You
"Comedy, Drama, Romance",PG-13,2007,97 min,I Could Never Be Your Woman
"Comedy, Drama, Romance",PG-13,2015,97 min,I'll See You in My Dreams
"Comedy, Drama, Romance",R,1975,100 min,Aaron Loves Angela
"Comedy, Drama, Romance",R,2019,104 min,Brittany Runs A Marathon
"Comedy, Drama, Romance",R,2010,107 min,The Kids Are All Right
"Comedy, Drama, Romance",R,2017,120 min,The Big Sick
"Comedy, Drama, Romance",R,2004,127 min,Sideways
"Comedy, Drama, Romance",R,2001,91 min,Greenfingers
"Comedy, Drama, Romance",R,1997,91 min,The Myth of Fingerprints
"Comedy, Drama, Romance",R,2014,93 min,Life Partners
"Comedy, Drama, Romance",R,2014,93 min,The Skeleton Twins
"Comedy, Drama, Romance",R,1999,94 min,Eat Your Heart Out
"Comedy, Drama, Science Fiction",13+,2016,123 min,Nambiar (Hindi)
"Comedy, Drama, Science Fiction",13+,2003,150 min,Fun2Ssh
"Comedy, Drama, Science Fiction",13+,2020,92 min,Faith Based
"Comedy, Drama, Science Fiction",13+,2016,96 min,Welcome To Happiness
"Comedy, Drama, Science Fiction",16+,2021,76 min,Reunion of Champions
"Comedy, Drama, Science Fiction",ALL,1972,102 min,The Discreet Charm of the Bourgeoisie
"Comedy, Drama, Science Fiction",R,2010,101 min,Defendor
"Comedy, Drama, Science Fiction",R,2021,92 min,Undergods
"Comedy, Drama, Science Fiction",R,1993,97 min,Younger & Younger
"Comedy, Drama, Special Interest",13+,2020,52 min,Joyful Praise
"Comedy, Drama, Special Interest",18+,2021,85 min,Sisters And The Shrink 2
"Comedy, Drama, Special Interest",7+,2020,95 min,Root of the Problem
"Comedy, Drama, Special Interest",PG-13,2008,109 min,Bottle Shock
"Comedy, Drama, Sports",13+,2019,97 min,Britt-Marie Was Here
"Comedy, Drama, Sports",18+,2017,89 min,Tracktown
"Comedy, Drama, Suspense",13+,2018,107 min,Making a Killing
"Comedy, Drama, Suspense",13+,2021,108 min,Mugguru Monagallu
"Comedy, Drama, Suspense",13+,2014,114 min,Ungli
"Comedy, Drama, Suspense",13+,2018,119 min,Thanaha
"Comedy, Drama, Suspense",13+,2020,133 min,Agent Sai (Hindi)
"Comedy, Drama, Suspense",13+,1956,57 min,"Ed Wood's ""The Violent Years"" - An Exploitation Schlock Classic"
"Comedy, Drama, Suspense",13+,2016,92 min,Night of A 1000 Hours
"Comedy, Drama, Suspense",16+,2021,100 min,Ye Nimishaniki Yemi Jaruguno Yevaru Oohinchedaru
"Comedy, Drama, Suspense",16+,2021,85 min,Say Your Prayers
"Comedy, Drama, Suspense",16+,2021,86 min,Cornered
"Comedy, Drama, Suspense",18+,2019,73 min,Iberion
"Comedy, Drama, Suspense",18+,2020,74 min,No Answer
"Comedy, Drama, Suspense",18+,2019,78 min,Lost Holiday
"Comedy, Drama, Suspense",18+,2009,89 min,The Firm
"Comedy, Drama, Suspense",ALL,2019,141 min,Gurkha
"Comedy, Drama, Suspense",PG-13,2020,91 min,Sometimes Always Never
"Comedy, Drama, Suspense",PG-13,2000,96 min,Drowning Mona
"Comedy, Drama, Suspense",R,2001,103 min,"Scotland, PA"
"Comedy, Drama, Suspense",R,2008,110 min,Nobel Son
"Comedy, Drama, Suspense",R,2004,128 min,Silver City
"Comedy, Drama, Suspense",R,2015,88 min,Tangerine
"Comedy, Drama, Suspense",R,2020,91 min,Blow The Man Down
"Comedy, Drama, Western",13+,1963,131 min,John Wayne & Maureen O'Hara in McKlintock! - The Uncut Classic With Bonus Footage
"Comedy, Drama, Western",PG,2009,94 min,Doc West - Part 2
"Comedy, Drama, Young Adult Audience",13+,2014,87 min,Smiley
"Comedy, Drama, Young Adult Audience",13+,2019,93 min,Summer Night
"Comedy, Drama, Young Adult Audience",16+,2020,81 min,CRSHD
"Comedy, Drama, Young Adult Audience",16+,2017,97 min,Some Freaks
"Comedy, Drama, Young Adult Audience",18+,2021,79 min,Donny's Bar Mitzvah
"Comedy, Drama, Young Adult Audience",18+,2018,92 min,In A Relationship
"Comedy, Drama, Young Adult Audience",PG-13,2018,106 min,Status Update
"Comedy, Drama, Young Adult Audience",PG-13,2000,112 min,Beautiful
"Comedy, Drama, Young Adult Audience",R,2019,86 min,Changeland
"Comedy, Faith and Spirituality, Kids",13+,2007,83 min,Walk By Faith
"Comedy, Fantasy",13+,2014,114 min,RiffTrax: Jack the Giant Killer
"Comedy, Fantasy",13+,2014,82 min,RiffTrax: Dinosaurus
"Comedy, Fantasy, Kids",13+,1989,40 min,Dog City
"Comedy, Fantasy, Kids",PG,2021,112 min,Cinderella
"Comedy, Fantasy, Young Adult Audience",PG,1996,90 min,Wish Upon A Star
"Comedy, Historical",R,2016,86 min,Elvis & Nixon
"Comedy, Horror",13+,2021,101 min,Kutte Fail
"Comedy, Horror",13+,2011,116 min,RiffTrax Live: House on Haunted Hill
"Comedy, Horror",13+,2019,119 min,Devi 2
"Comedy, Horror",13+,2011,164 min,Kanchana
"Comedy, Horror",13+,2016,67 min,Winners Tape All: The Henderson Brothers Story
"Comedy, Horror",13+,2021,70 min,Not Quite (Para)normal
"Comedy, Horror",13+,2013,71 min,"RiffTrax: ""MANOS"" The Hands of Fate"
"Comedy, Horror",13+,2012,74 min,RiffTrax: Bloody Pit of Horror
"Comedy, Horror",13+,2021,76 min,White Girl Apokalypse
"Comedy, Horror",13+,2005,79 min,Tartarus
"Comedy, Horror",13+,2019,81 min,Killer Sofa
"Comedy, Horror",13+,2013,85 min,Stalled
"Comedy, Horror",13+,2021,90 min,The Selling
"Comedy, Horror",13+,2016,92 min,RiffTrax: Astro-Zombies
"Comedy, Horror",13+,1985,94 min,Transylvania 6-5000
"Comedy, Horror",13+,2019,97 min,Camp Wedding
"Comedy, Horror",16+,2016,33 min,Moondog Airwaves
"Comedy, Horror",16+,2017,80 min,I Had a Bloody Good Time at House Harker
"Comedy, Horror",16+,2020,80 min,Parched 2: Hangry
"Comedy, Horror",16+,2011,81 min,Elvira's Movie Macabre: A Bucket Of Blood
"Comedy, Horror",16+,2011,81 min,Elvira's Movie Macabre: Manos: The Hands Of Fate
"Comedy, Horror",16+,2021,83 min,Bearry
"Comedy, Horror",16+,2020,83 min,Creature Cabin
"Comedy, Horror",16+,2014,83 min,RiffTrax: Beast of the Yellow Night
"Comedy, Horror",16+,2021,87 min,Untitled Horror Movie
"Comedy, Horror",16+,2010,90 min,Elvira's Movie Macabre: Night Of The Living Dead
"Comedy, Horror",16+,2011,92 min,Elvira's Movie Macabre: I Eat Your Skin
"Comedy, Horror",16+,2010,92 min,Elvira's Movie Macabre: The Werewolf Of Washington (2010)
"Comedy, Horror",16+,2011,92 min,Elvira's Movie Macabre: Tormented
"Comedy, Horror",16+,2013,96 min,The Zombie King
"Comedy, Horror",18+,2019,112 min,Zombie For Sale
"Comedy, Horror",18+,2019,133 min,Yedu Chepala Kadha
"Comedy, Horror",18+,2021,59 min,No Exit
"Comedy, Horror",18+,2021,73 min,The Last House on the Street
"Comedy, Horror",18+,2019,75 min,RiffTrax: Blood Theatre
"Comedy, Horror",18+,2021,78 min,Celebrity Crush
"Comedy, Horror",18+,2019,80 min,Hellarious
"Comedy, Horror",18+,2021,81 min,Vampire Strippers
