genre,rating,Sum of release_year,runtime,title
"Children & Family Movies, Comedies, Romantic Movies",TV-PG,2019,103 min,Tall Girl
"Children & Family Movies, Comedies, Romantic Movies",TV-PG,2019,91 min,Santa Girl
"Children & Family Movies, Comedies, Sci-Fi & Fantasy",G,2001,83 min,Jimmy Neutron: Boy Genius
"Children & Family Movies, Comedies, Sci-Fi & Fantasy",PG,2009,108 min,Imagine That
"Children & Family Movies, Comedies, Sci-Fi & Fantasy",PG,2018,90 min,Aliens Ate My Homework
"Children & Family Movies, Comedies, Sci-Fi & Fantasy",PG,2009,90 min,Cloudy with a Chance of Meatballs
"Children & Family Movies, Comedies, Sci-Fi & Fantasy",PG,2009,91 min,Planet 51
"Children & Family Movies, Comedies, Sci-Fi & Fantasy",PG,2014,93 min,Mr. Peabody & Sherman
"Children & Family Movies, Comedies, Sci-Fi & Fantasy",TV-PG,2018,106 min,Next Gen
"Children & Family Movies, Comedies, Sports Movies",PG,2007,86 min,Surf's Up
"Children & Family Movies, Comedies, Sports Movies",PG,2015,93 min,Russell Madness
"Children & Family Movies, Comedies, Sports Movies",TV-G,2020,103 min,The Main Event
"Children & Family Movies, Documentaries",G,2016,78 min,Growing Up Wild
"Children & Family Movies, Documentaries",TV-14,2017,106 min,I Dream Of Dance
"Children & Family Movies, Documentaries",TV-G,2020,81 min,Dance Dreams: Hot Chocolate Nutcracker
"Children & Family Movies, Documentaries",TV-G,2020,83 min,Spelling the Dream
"Children & Family Movies, Documentaries",TV-PG,2018,81 min,Pick of the Litter
"Children & Family Movies, Documentaries",TV-PG,2017,98 min,The Mars Generation
"Children & Family Movies, Documentaries, International Movies",TV-PG,2016,75 min,Magnus
"Children & Family Movies, Documentaries, International Movies",TV-PG,2016,79 min,El Viaje: Márama y Rombai
"Children & Family Movies, Documentaries, International Movies",TV-PG,2018,93 min,Untamed Romania
"Children & Family Movies, Documentaries, Sports Movies",PG,2019,100 min,Bethany Hamilton: Unstoppable
"Children & Family Movies, Documentaries, Sports Movies",PG,2013,100 min,The Short Game
"Children & Family Movies, Dramas",G,1995,78 min,Balto
"Children & Family Movies, Dramas",G,2020,9 min,Canvas
"Children & Family Movies, Dramas",G,2018,90 min,A Champion Heart
"Children & Family Movies, Dramas",PG,2004,100 min,Benji: Off the Leash
"Children & Family Movies, Dramas",PG,2011,104 min,Zokkomon
"Children & Family Movies, Dramas",PG,2012,107 min,Big Miracle
"Children & Family Movies, Dramas",PG,2014,107 min,Dolphin Tale 2
"Children & Family Movies, Dramas",PG,1993,112 min,Free Willy
"Children & Family Movies, Dramas",PG,2011,127 min,Hugo
"Children & Family Movies, Dramas",PG,2010,140 min,The Karate Kid
"Children & Family Movies, Dramas",PG,2014,85 min,Kahlil Gibran's The Prophet
"Children & Family Movies, Dramas",PG,2018,85 min,The Little Mermaid
"Children & Family Movies, Dramas",PG,1995,96 min,The Indian in the Cupboard
"Children & Family Movies, Dramas",TV-14,2019,108 min,Wish Man
"Children & Family Movies, Dramas",TV-14,2017,98 min,Coin Heist
"Children & Family Movies, Dramas",TV-G,2018,58 min,Free Rein: The Twelve Neighs of Christmas
"Children & Family Movies, Dramas",TV-PG,2019,100 min,Walk. Ride. Rodeo.
"Children & Family Movies, Dramas",TV-PG,2020,103 min,Go Karts
"Children & Family Movies, Dramas",TV-PG,2020,16 min,Sitara: Let Girls Dream
"Children & Family Movies, Dramas",TV-PG,2018,87 min,Benji
"Children & Family Movies, Dramas",TV-PG,2018,88 min,White Fang
"Children & Family Movies, Dramas",TV-PG,2019,90 min,Good Sam
"Children & Family Movies, Dramas",TV-PG,2020,93 min,You Are My Home
"Children & Family Movies, Dramas",TV-PG,2019,94 min,Holiday Rush
"Children & Family Movies, Dramas, Faith & Spirituality",PG,2018,111 min,God Bless the Broken Road
"Children & Family Movies, Dramas, Faith & Spirituality",TV-14,2017,108 min,The Healer
"Children & Family Movies, Dramas, Faith & Spirituality",TV-PG,2019,110 min,Full Count
"Children & Family Movies, Dramas, Faith & Spirituality",TV-PG,2000,75 min,Joseph: King of Dreams
"Children & Family Movies, Dramas, Faith & Spirituality",TV-PG,2020,81 min,Riding Faith
"Children & Family Movies, Dramas, Independent Movies",PG,2020,99 min,Ride Like a Girl
"Children & Family Movies, Dramas, Independent Movies",TV-PG,2019,114 min,The Boy Who Harnessed the Wind
"Children & Family Movies, Dramas, Independent Movies",TV-PG,2005,90 min,The Blue Umbrella
"Children & Family Movies, Dramas, International Movies",PG-13,2017,93 min,The Breadwinner
"Children & Family Movies, Dramas, International Movies",TV-14,2019,103 min,Tee Shot: Ariya Jutanugarn
"Children & Family Movies, Dramas, International Movies",TV-G,2018,109 min,Fan of Amoory
"Children & Family Movies, Dramas, International Movies",TV-G,2018,110 min,Cemara's Family
"Children & Family Movies, Dramas, International Movies",TV-G,2017,127 min,Dhh
"Children & Family Movies, Dramas, International Movies",TV-G,2018,88 min,Going for Gold
"Children & Family Movies, Dramas, International Movies",TV-PG,2019,110 min,Rock My Heart
"Children & Family Movies, Dramas, International Movies",TV-PG,2008,119 min,The Rainbow Troops
"Children & Family Movies, Dramas, Music & Musicals",TV-14,2017,117 min,The Wishing Tree
"Children & Family Movies, Dramas, Romantic Movies",PG,2020,90 min,Roped
"Children & Family Movies, Dramas, Romantic Movies",TV-14,2018,93 min,Candy Jar
"Children & Family Movies, Dramas, Romantic Movies",TV-G,2015,88 min,Christmas in the Smokies
"Children & Family Movies, Dramas, Romantic Movies",TV-G,2020,97 min,The Princess Switch: Switched Again
"Children & Family Movies, Dramas, Romantic Movies",TV-PG,2019,85 min,A Christmas Prince: The Royal Baby
"Children & Family Movies, Dramas, Romantic Movies",TV-PG,2019,86 min,Holiday in the Wild
"Children & Family Movies, Dramas, Romantic Movies",TV-PG,2011,91 min,A Princess for Christmas
"Children & Family Movies, Dramas, Romantic Movies",TV-PG,2017,92 min,A Christmas Prince
"Children & Family Movies, Dramas, Romantic Movies",TV-PG,2018,93 min,A Christmas Prince: The Royal Wedding
"Children & Family Movies, Dramas, Sports Movies",PG,2016,131 min,Greater
"Children & Family Movies, Dramas, Sports Movies",PG,2004,136 min,Miracle
"Children & Family Movies, Dramas, Sports Movies",PG,2011,95 min,A 2nd Chance
"Children & Family Movies, Dramas, Sports Movies",TV-PG,2017,87 min,Rip Tide
"Children & Family Movies, Dramas, Sports Movies",TV-PG,2015,88 min,Full Out
"Children & Family Movies, Dramas, Sports Movies",TV-PG,2011,95 min,Garuda in My Heart 2
"Children & Family Movies, Dramas, Sports Movies",TV-PG,2009,96 min,Garuda Di Dadaku
"Children & Family Movies, Dramas, Sports Movies",TV-Y,2020,91 min,Full Out 2: You Got This!
"Children & Family Movies, Dramas, Sports Movies",TV-Y,2016,97 min,Raising the Bar
"Children & Family Movies, Faith & Spirituality",PG,2017,86 min,The Lamb
"Children & Family Movies, Independent Movies",TV-G,2016,92 min,All Hallows' Eve
"Children & Family Movies, Independent Movies",TV-Y7,2012,26 min,Room on the Broom
"Children & Family Movies, Music & Musicals",G,2016,99 min,Tini: The New Life of Violetta
"Children & Family Movies, Music & Musicals",PG,2020,100 min,Over the Moon
"Children & Family Movies, Music & Musicals",PG,2020,124 min,Jingle Jangle: A Christmas Journey
"Children & Family Movies, Music & Musicals",PG,2018,131 min,Mary Poppins Returns
"Children & Family Movies, Music & Musicals",PG,2013,93 min,Jack and the Cuckoo-Clock Heart
"Children & Family Movies, Music & Musicals",TV-14,2014,105 min,Bibi & Tina II
"Children & Family Movies, Music & Musicals",TV-14,2017,106 min,Bibi & Tina: Tohuwabohu Total
"Children & Family Movies, Music & Musicals",TV-14,2016,107 min,Bibi & Tina: Girls Versus Boys
"Children & Family Movies, Music & Musicals",TV-G,2015,38 min,Mariah Carey's Merriest Christmas
"Children & Family Movies, Music & Musicals",TV-PG,2019,60 min,GO! The Unforgettable Party
"Children & Family Movies, Music & Musicals",TV-PG,2014,97 min,Bibi & Tina
"Children & Family Movies, Music & Musicals",TV-PG,2020,99 min,Dolly Parton’s Christmas on the Square
"Children & Family Movies, Music & Musicals",TV-Y,2017,51 min,Beat Bugs: All Together Now
"Children & Family Movies, Music & Musicals",TV-Y,2020,72 min,Barbie Princess Adventure
"Children & Family Movies, Music & Musicals",TV-Y7,2015,72 min,"Monster High: Boo York, Boo York"
"Children & Family Movies, Sci-Fi & Fantasy",PG,2014,71 min,Iron Man & Captain America: Heroes United
"Children & Family Movies, Sci-Fi & Fantasy",PG,2015,74 min,Marvel Super Hero Adventures: Frost Fight!
"Children & Family Movies, Sci-Fi & Fantasy",PG,2016,75 min,Marvel's Hulk: Where Monsters Dwell
"Children & Family Movies, Sci-Fi & Fantasy",PG,2014,91 min,Earth to Echo
"Children & Family Movies, Sci-Fi & Fantasy",TV-PG,2018,90 min,F.R.E.D.I.
"Children & Family Movies, Sci-Fi & Fantasy",TV-Y,2014,3 min,Silent
"Children & Family Movies, Sports Movies",PG,2013,85 min,Underdogs
"Children & Family Movies, Sports Movies",TV-Y,2019,86 min,Back of the Net
"Children & Family Movies, Sports Movies",TV-Y7,2014,97 min,Mighty Raju Rio Calling
"Classic & Cult TV, TV Action & Adventure, TV Horror",TV-14,2019,15 Seasons,Supernatural
"Classic Movies, Comedies, Cult Movies",PG-13,1986,103 min,Ferris Bueller's Day Off
"Classic Movies, Comedies, Cult Movies",R,1981,106 min,Stripes
"Classic Movies, Comedies, Cult Movies",R,1979,94 min,Monty Python's Life of Brian
"Classic Movies, Comedies, Dramas",PG,1974,112 min,Alice Doesn't Live Here Anymore
"Classic Movies, Comedies, Dramas",TV-PG,1980,120 min,Khubsoorat
"Classic Movies, Comedies, Dramas",TV-PG,1972,125 min,Bawarchi
"Classic Movies, Comedies, Independent Movies",TV-14,1955,97 min,The Sign of Venus
"Classic Movies, Comedies, Independent Movies",TV-PG,1955,93 min,Scandal in Sorrento
"Classic Movies, Comedies, International Movies",R,1994,118 min,Four Weddings and a Funeral
"Classic Movies, Comedies, International Movies",TV-PG,1975,127 min,Chupke Chupke
"Classic Movies, Comedies, International Movies",TV-PG,1979,137 min,Gol Maal
"Classic Movies, Comedies, Music & Musicals",G,1958,115 min,Gigi
"Classic Movies, Comedies, Music & Musicals",PG,1978,110 min,Grease
"Classic Movies, Comedies, Romantic Movies",PG,1992,95 min,Strictly Ballroom
"Classic Movies, Comedies, Sports Movies",R,1974,121 min,The Longest Yard
"Classic Movies, Cult Movies, Documentaries",R,1990,77 min,Paris Is Burning
"Classic Movies, Cult Movies, Dramas",R,1971,137 min,A Clockwork Orange
"Classic Movies, Cult Movies, Dramas",R,1994,154 min,Pulp Fiction
"Classic Movies, Cult Movies, Horror Movies",R,1976,98 min,Carrie
"Classic Movies, Cult Movies, Horror Movies",TV-MA,1981,85 min,The Evil Dead
"Classic Movies, Documentaries",TV-14,1942,18 min,The Battle of Midway
"Classic Movies, Documentaries",TV-14,1945,32 min,San Pietro
"Classic Movies, Documentaries",TV-14,1944,40 min,The Negro Soldier
"Classic Movies, Documentaries",TV-14,1942,52 min,Prelude to War
"Classic Movies, Documentaries",TV-14,1945,63 min,Know Your Enemy - Japan
"Classic Movies, Documentaries",TV-14,1944,76 min,Tunisian Victory
"Classic Movies, Documentaries",TV-MA,1945,59 min,Nazi Concentration Camps
"Classic Movies, Documentaries",TV-PG,1944,40 min,"Flying Fortress"""
"Classic Movies, Documentaries",TV-PG,1947,42 min,Thunderbolt
"Classic Movies, Documentaries",TV-PG,1946,58 min,Let There Be Light
"Classic Movies, Documentaries",TV-PG,1943,61 min,Undercover: How to Operate Behind Enemy Lines
"Classic Movies, Dramas",G,1969,128 min,True Grit
"Classic Movies, Dramas",NR,1958,108 min,Cat on a Hot Tin Roof
"Classic Movies, Dramas",NR,1981,86 min,Winter of Our Dreams
"Classic Movies, Dramas",PG-13,1955,111 min,Rebel Without a Cause
"Classic Movies, Dramas",R,1988,134 min,Rain Man
"Classic Movies, Dramas",R,1990,145 min,GoodFellas
"Classic Movies, Dramas",R,1993,195 min,Schindler's List
"Classic Movies, Dramas",R,1992,93 min,The Last Days of Chez Nous
"Classic Movies, Dramas",TV-14,1965,103 min,The Cincinnati Kid
"Classic Movies, Dramas",TV-14,1967,127 min,Cool Hand Luke
"Classic Movies, Dramas, Independent Movies",NR,1991,112 min,Daughters of the Dust
"Classic Movies, Dramas, Independent Movies",PG,1992,143 min,Howards End
"Classic Movies, Dramas, Independent Movies",PG-13,1993,118 min,What's Eating Gilbert Grape
"Classic Movies, Dramas, Independent Movies",R,1973,112 min,Mean Streets
"Classic Movies, Dramas, Independent Movies",R,2018,122 min,The Other Side of the Wind
"Classic Movies, Dramas, Independent Movies",R,1967,90 min,Who's That Knocking at My Door?
"Classic Movies, Dramas, International Movies",R,1992,105 min,Like Water for Chocolate
"Classic Movies, Dramas, International Movies",TV-14,1956,104 min,Dark Waters
"Classic Movies, Dramas, International Movies",TV-14,1975,106 min,Beirut Oh Beirut
"Classic Movies, Dramas, International Movies",TV-14,1954,116 min,The Blazing Sun
"Classic Movies, Dramas, International Movies",TV-14,1971,153 min,Lal Patthar
"Classic Movies, Dramas, International Movies",TV-14,1973,168 min,Bobby
"Classic Movies, Dramas, International Movies",TV-14,1985,178 min,Ram Teri Ganga Maili
"Classic Movies, Dramas, International Movies",TV-14,1994,193 min,Hum Aapke Hain Koun
"Classic Movies, Dramas, International Movies",TV-14,1964,228 min,Sangam
"Classic Movies, Dramas, International Movies",TV-14,1958,73 min,Cairo Station
"Classic Movies, Dramas, International Movies",TV-MA,1989,109 min,Alexandria: Again and Forever
"Classic Movies, Dramas, International Movies",TV-MA,1982,129 min,An Egyptian Story
"Classic Movies, Dramas, International Movies",TV-MA,1970,130 min,The Land
"Classic Movies, Dramas, International Movies",TV-MA,1979,131 min,Alexandria ... Why?
"Classic Movies, Dramas, International Movies",TV-MA,1967,93 min,Westerplatte Resists
"Classic Movies, Dramas, International Movies",TV-MA,1991,94 min,Out of Life
"Classic Movies, Dramas, International Movies",TV-MA,1975,96 min,Hotel Pacific
"Classic Movies, Dramas, LGBTQ Movies",PG-13,1993,126 min,Philadelphia
"Classic Movies, Dramas, Music & Musicals",G,1971,181 min,Fiddler on the Roof
"Classic Movies, Dramas, Music & Musicals",PG-13,1987,109 min,La Bamba
"Classic Movies, Dramas, Romantic Movies",PG-13,1965,200 min,Doctor Zhivago
"Classic Movies, Dramas, Romantic Movies",R,1962,153 min,Lolita
"Classic Movies, Dramas, Romantic Movies",TV-14,1960,108 min,Butterfield 8
"Classic Movies, Dramas, Sports Movies",PG,1984,138 min,The Natural
"Classic Movies, Dramas, Sports Movies",R,1980,129 min,Raging Bull
"Classic Movies, Dramas, Thrillers",R,1976,114 min,Taxi Driver
"Classic Movies, Horror Movies, Thrillers",R,1968,137 min,Rosemary's Baby
"Classic Movies, Independent Movies, Thrillers",R,1992,112 min,The Crying Game
"Classic Movies, Thrillers",R,1992,128 min,Basic Instinct
Comedies,NR,2018,86 min,Adventures in Public School
Comedies,NR,2016,93 min,Hot Bot
Comedies,NR,2016,94 min,Total Frat Movie
Comedies,PG,1996,103 min,The First Wives Club
Comedies,PG-13,2009,102 min,17 Again
Comedies,PG-13,2003,105 min,Anger Management
Comedies,PG-13,2016,106 min,"Hail, Caesar!"
Comedies,PG-13,2018,108 min,Step Sisters
Comedies,PG-13,2010,115 min,Dinner for Schmucks
Comedies,PG-13,2017,116 min,How to Be a Latin Lover
Comedies,PG-13,1992,73 min,Bebe's Kids
Comedies,PG-13,1999,82 min,Superstar
Comedies,PG-13,2015,83 min,SMOSH: The Movie
Comedies,PG-13,2003,85 min,Dumb and Dumberer: When Harry Met Lloyd
Comedies,PG-13,1991,85 min,The Naked Gun 2 1/2: The Smell of Fear
Comedies,PG-13,2016,86 min,Wild Oats
Comedies,PG-13,2007,88 min,Mr. Woodcock
Comedies,PG-13,2011,89 min,I Don't Know How She Does It
Comedies,PG-13,1997,90 min,Austin Powers: International Man of Mystery
Comedies,PG-13,2000,90 min,Little Nicky
Comedies,PG-13,2012,92 min,A Thousand Words
Comedies,PG-13,1999,93 min,Big Daddy
Comedies,PG-13,2017,95 min,Bring It On: Worldwide Showdown
Comedies,PG-13,2015,96 min,Don Verdean
Comedies,PG-13,2011,98 min,Mean Girls 2
Comedies,PG-13,2019,98 min,Murder Mystery
Comedies,PG-13,2008,99 min,Mad Money
Comedies,R,2015,101 min,The D Train
Comedies,R,2017,104 min,A Bad Moms Christmas
Comedies,R,2019,104 min,Wine Country
Comedies,R,2008,109 min,Sex Drive
Comedies,R,2012,76 min,Mac & Devin Go to High School
Comedies,R,2017,80 min,Killing Hasselhoff
Comedies,R,1982,80 min,Monty Python: Live at The Hollywood Bowl
Comedies,R,2015,82 min,Puerto Ricans in Paris
Comedies,R,2012,84 min,Casa de mi Padre
Comedies,R,2020,84 min,Guest House
Comedies,R,2019,85 min,Undercover Brother 2
Comedies,R,2017,86 min,Where's the Money
Comedies,R,2009,89 min,"The Goods: Live Hard, Sell Hard"
Comedies,R,2016,90 min,Blue Mountain State: The Rise of Thadland
Comedies,R,2016,91 min,Natural Born Pranksters
Comedies,R,2013,93 min,21 & Over
Comedies,R,2010,93 min,Death at a Funeral
Comedies,R,2014,93 min,Search Party
Comedies,R,1997,94 min,How to Be a Player
Comedies,R,2013,94 min,Movie 43
Comedies,R,2009,94 min,The Men Who Stare at Goats
Comedies,R,2018,95 min,The Con Is On
Comedies,R,2016,95 min,The Late Bloomer
Comedies,R,2020,96 min,American Pie 9: Girls' Rules
Comedies,R,2019,97 min,Drunk Parents
Comedies,R,2009,97 min,Road Trip: Beer Pong
Comedies,R,2008,98 min,Step Brothers
Comedies,TV-14,2019,100 min,Sextuplets
Comedies,TV-14,2018,117 min,The Week Of
Comedies,TV-14,2017,131 min,Sandy Wexler
Comedies,TV-14,2020,190 min,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend
Comedies,TV-14,2019,32 min,"Frankenstein’s Monster’s Monster, Frankenstein"
Comedies,TV-14,1989,72 min,Parrot Sketch Not Included: Twenty Years of Monty Python
Comedies,TV-14,2019,80 min,Fall Girls
Comedies,TV-14,2012,86 min,Kath & Kimderella
Comedies,TV-14,2016,87 min,Internet Famous
Comedies,TV-14,2018,94 min,Swiped
Comedies,TV-14,2017,94 min,The Outcasts
Comedies,TV-14,2020,94 min,Work It
Comedies,TV-14,2017,99 min,#realityhigh
Comedies,TV-MA,2018,101 min,Christmas Survival
Comedies,TV-MA,2016,101 min,Special Correspondents
Comedies,TV-MA,2018,102 min,A Futile and Stupid Gesture
Comedies,TV-MA,2018,103 min,Class Rank
Comedies,TV-MA,2019,103 min,The F**k-It List
Comedies,TV-MA,2016,108 min,The Trip to Spain
Comedies,TV-MA,2014,137 min,"Monty Python Live (Mostly): One Down, Five to Go"
Comedies,TV-MA,1998,31 min,One Last Shot
Comedies,TV-MA,2020,50 min,Sarah Cooper: Everything's Fine
Comedies,TV-MA,2020,60 min,Natalie Palamides: Nate - A One Man Show
Comedies,TV-MA,2020,71 min,Death to 2020
Comedies,TV-MA,2017,80 min,Take the 10
Comedies,TV-MA,2017,81 min,Handsome: A Netflix Mystery Movie
Comedies,TV-MA,2019,83 min,Between Two Ferns: The Movie
Comedies,TV-MA,2017,85 min,Frat Star
Comedies,TV-MA,2014,87 min,Bad Grandpa .5
Comedies,TV-MA,2017,87 min,Big Bear
Comedies,TV-MA,2015,87 min,The Bad Education Movie
Comedies,TV-MA,2019,89 min,How High 2
Comedies,TV-MA,2018,90 min,Dead in a Week (Or Your Money Back)
Comedies,TV-MA,2017,91 min,The Trap
Comedies,TV-MA,2019,95 min,For Love or Money
Comedies,TV-MA,2016,95 min,Mascots
Comedies,TV-MA,2018,95 min,The Package
Comedies,TV-PG,2019,94 min,PATRICK (2019)
"Comedies, Cult Movies",PG-13,1996,81 min,Beavis and Butt-head Do America
"Comedies, Cult Movies",PG-13,1998,82 min,A Night at the Roxbury
"Comedies, Cult Movies",PG-13,1988,85 min,The Naked Gun: From the Files of Police Squad!
"Comedies, Cult Movies",R,2008,101 min,Harold & Kumar Escape from Guantanamo Bay
"Comedies, Cult Movies",R,2009,102 min,Trailer Park Boys: Countdown to Liquor Day
"Comedies, Cult Movies",R,2001,105 min,Jay and Silent Bob Strike Back
"Comedies, Cult Movies",R,2007,113 min,Superbad
"Comedies, Cult Movies",R,2004,88 min,Harold & Kumar Go to White Castle
"Comedies, Cult Movies",R,2006,95 min,Trailer Park Boys: The Movie
"Comedies, Cult Movies",TV-MA,2008,47 min,Trailer Park Boys: Say Goodnight to the Bad Guys
"Comedies, Cult Movies, Dramas",R,2000,102 min,American Psycho
"Comedies, Cult Movies, Dramas",R,1997,113 min,Chasing Amy
"Comedies, Cult Movies, Dramas",R,1998,118 min,Fear and Loathing in Las Vegas
"Comedies, Cult Movies, Dramas",R,2012,94 min,Spring Breakers
"Comedies, Cult Movies, Dramas",R,1996,94 min,Trainspotting
"Comedies, Cult Movies, Dramas",TV-14,1982,153 min,Satte Pe Satta
"Comedies, Cult Movies, Horror Movies",NR,2007,79 min,Murder Party
"Comedies, Cult Movies, Horror Movies",PG-13,1988,86 min,Killer Klowns from Outer Space
"Comedies, Cult Movies, Horror Movies",PG-13,1990,96 min,Tremors
"Comedies, Cult Movies, Independent Movies",TV-MA,2017,88 min,Mindhorn
"Comedies, Cult Movies, International Movies",NR,1985,95 min,Esperando La Carroza
"Comedies, Cult Movies, International Movies",TV-PG,1970,66 min,The Cruise
"Comedies, Cult Movies, LGBTQ Movies",PG-13,1995,108 min,"To Wong Foo, Thanks for Everything! Julie Newmar"
"Comedies, Cult Movies, Sports Movies",PG-13,1996,114 min,Kingpin
"Comedies, Documentaries",TV-MA,2000,56 min,Monty Python: Before the Flying Circus
"Comedies, Dramas",PG,2014,123 min,The Hundred-Foot Journey
"Comedies, Dramas",PG-13,2012,103 min,The Perks of Being a Wallflower
"Comedies, Dramas",PG-13,2000,104 min,28 Days
"Comedies, Dramas",PG-13,2009,123 min,Julie & Julia
"Comedies, Dramas",PG-13,2013,126 min,Saving Mr. Banks
"Comedies, Dramas",PG-13,2007,97 min,The Bucket List
"Comedies, Dramas",R,2017,104 min,The Disaster Artist
"Comedies, Dramas",R,2016,105 min,The Edge of Seventeen
"Comedies, Dramas",R,2009,108 min,The Informant!
"Comedies, Dramas",R,2014,112 min,Maps to the Stars
"Comedies, Dramas",R,1996,117 min,Striptease
"Comedies, Dramas",R,2019,118 min,Dolemite Is My Name
"Comedies, Dramas",R,1988,120 min,School Daze
"Comedies, Dramas",R,2011,120 min,THE RUM DIARY
"Comedies, Dramas",R,2018,133 min,The Ballad of Buster Scruggs
"Comedies, Dramas",R,2017,93 min,Krystal
"Comedies, Dramas",R,2019,96 min,The Laundromat
"Comedies, Dramas",TV-14,2016,87 min,Ordinary World
"Comedies, Dramas",TV-MA,2016,104 min,Camera Store
"Comedies, Dramas",TV-MA,2018,104 min,Like Father
"Comedies, Dramas",TV-MA,2018,105 min,Kodachrome
"Comedies, Dramas",TV-MA,2017,123 min,War Machine
"Comedies, Dramas",TV-MA,2017,89 min,El Camino Christmas
"Comedies, Dramas",TV-MA,2016,98 min,Carrie Pilby
"Comedies, Dramas",TV-MA,2019,99 min,The Last Laugh
"Comedies, Dramas, Faith & Spirituality",TV-MA,2017,108 min,Holy Camp!
"Comedies, Dramas, Faith & Spirituality",TV-PG,2016,100 min,The Women's Balcony
"Comedies, Dramas, Independent Movies",NR,2016,91 min,Little Sister
"Comedies, Dramas, Independent Movies",PG-13,2011,101 min,The Artist
"Comedies, Dramas, Independent Movies",PG-13,2016,101 min,The Confirmation
"Comedies, Dramas, Independent Movies",PG-13,2018,110 min,Dumplin'
"Comedies, Dramas, Independent Movies",PG-13,2014,92 min,5 Flights Up
"Comedies, Dramas, Independent Movies",PG-13,2016,94 min,Dean
"Comedies, Dramas, Independent Movies",PG-13,2012,94 min,Unfinished Song
"Comedies, Dramas, Independent Movies",PG-13,2015,96 min,I'll See You in My Dreams
"Comedies, Dramas, Independent Movies",PG-13,2017,96 min,Speech & Debate
"Comedies, Dramas, Independent Movies",PG-13,2013,98 min,Blue Jasmine
"Comedies, Dramas, Independent Movies",PG-13,2012,98 min,Quartet
"Comedies, Dramas, Independent Movies",PG-13,2012,99 min,The Sapphires
"Comedies, Dramas, Independent Movies",R,2011,100 min,50/50
"Comedies, Dramas, Independent Movies",R,2018,101 min,All About Nina
"Comedies, Dramas, Independent Movies",R,2015,101 min,Sleeping with Other People
"Comedies, Dramas, Independent Movies",R,1988,104 min,Mystic Pizza
"Comedies, Dramas, Independent Movies",R,2014,106 min,Wish I Was Here
"Comedies, Dramas, Independent Movies",R,2005,107 min,Junebug
"Comedies, Dramas, Independent Movies",R,2017,107 min,The Death of Stalin
"Comedies, Dramas, Independent Movies",R,1997,109 min,Love Jones
"Comedies, Dramas, Independent Movies",R,2009,113 min,Middle Men
"Comedies, Dramas, Independent Movies",R,2012,122 min,Silver Linings Playbook
"Comedies, Dramas, Independent Movies",R,2018,124 min,Private Life
"Comedies, Dramas, Independent Movies",R,2020,124 min,The Forty-Year-Old Version
"Comedies, Dramas, Independent Movies",R,2020,78 min,"Yes, God, Yes"
"Comedies, Dramas, Independent Movies",R,2005,81 min,The Squid and the Whale
"Comedies, Dramas, Independent Movies",R,2003,84 min,Melvin Goes to Dinner
"Comedies, Dramas, Independent Movies",R,2014,84 min,Obvious Child
"Comedies, Dramas, Independent Movies",R,2012,86 min,Frances Ha
"Comedies, Dramas, Independent Movies",R,2011,90 min,Our Idiot Brother
"Comedies, Dramas, Independent Movies",R,2017,90 min,The Clapper
"Comedies, Dramas, Independent Movies",R,2014,91 min,The One I Love
"Comedies, Dramas, Independent Movies",R,2016,92 min,Don't Think Twice
"Comedies, Dramas, Independent Movies",R,2017,94 min,Band Aid
"Comedies, Dramas, Independent Movies",R,2017,94 min,Lady Bird
"Comedies, Dramas, Independent Movies",R,2016,94 min,Trash Fire
"Comedies, Dramas, Independent Movies",R,2011,94 min,Young Adult
"Comedies, Dramas, Independent Movies",R,2008,95 min,Smart People
"Comedies, Dramas, Independent Movies",R,2017,97 min,Bitch
"Comedies, Dramas, Independent Movies",R,2016,97 min,Swiss Army Man
"Comedies, Dramas, Independent Movies",R,2015,97 min,While We're Young
"Comedies, Dramas, Independent Movies",R,2017,98 min,The Lovers
"Comedies, Dramas, Independent Movies",R,2014,99 min,Say When
"Comedies, Dramas, Independent Movies",TV-14,2018,111 min,Halkaa
"Comedies, Dramas, Independent Movies",TV-14,2020,113 min,Cargo
"Comedies, Dramas, Independent Movies",TV-14,2019,116 min,KD (A) Karuppudurai
"Comedies, Dramas, Independent Movies",TV-14,2016,118 min,Colkatay Columbus
"Comedies, Dramas, Independent Movies",TV-14,2019,124 min,15-Aug
"Comedies, Dramas, Independent Movies",TV-14,2019,133 min,Sillu Karuppatti
"Comedies, Dramas, Independent Movies",TV-14,1985,134 min,"Trikal (Past, Present, Future)"
"Comedies, Dramas, Independent Movies",TV-14,2018,142 min,Care of Kancharapalem
"Comedies, Dramas, Independent Movies",TV-14,2016,73 min,Peace Haven
"Comedies, Dramas, Independent Movies",TV-14,2016,83 min,Dear Dad
"Comedies, Dramas, Independent Movies",TV-14,2017,86 min,Mustang Island
"Comedies, Dramas, Independent Movies",TV-14,2020,92 min,Chippa
"Comedies, Dramas, Independent Movies",TV-14,2017,92 min,Deidra & Laney Rob a Train
"Comedies, Dramas, Independent Movies",TV-14,2019,92 min,Unicorn Store
"Comedies, Dramas, Independent Movies",TV-14,2017,93 min,Hakkunde
"Comedies, Dramas, Independent Movies",TV-14,2016,94 min,The Tiger Hunter
"Comedies, Dramas, Independent Movies",TV-14,2019,97 min,Then Came You
