country,Sum of budget,genre,language,r date,Sum of revenue,Sum of score,title
AU,29000000,"Science Fiction, Thriller, Mystery", English,1996-03-14 00:00:00,168841459,76,Twelve Monkeys
CN,29000000,"Action, Drama", Chinese,2011-01-20 00:00:00,33662874,69,Shaolin
US,29000000,"Comedy, Horror, Thriller", English,2004-11-12 00:00:00,24716190,54,Seed of Chucky
US,29000000,"Drama, Romance, Comedy", English,1991-10-11 00:00:00,22773535,67,Frankie and Johnny
AU,28933400,"Comedy, Fantasy, Adventure", Chinese,2015-07-23 00:00:00,387053506,64,Monster Hunt
US,28920050,"Adventure, Horror, Science Fiction", English,1954-03-05 00:00:00,1300000,69,Creature from the Black Lagoon
KR,28905333.2,"Fantasy, Comedy", Korean,2019-01-09 00:00:00,14651772,79,The Dude in Me
MX,28859454.6,"Animation, Horror, Adventure, Comedy, Family"," Spanish, Castilian",2014-10-30 00:00:00,6300000,79,Legend Quest: The Legend of the Guanajuato Mummies
US,28808000,"Fantasy, Comedy, Romance", English,1993-08-13 00:00:00,16589540,70,Heart and Souls
AU,28698700.6,Comedy, French,2006-12-21 00:00:00,29326868,59,The Valet
AU,28690400,"Drama, Romance", French,2022-07-29 00:00:00,2200000,70,"Paris, 13th District"
US,28690400,Drama, English,1979-07-13 00:00:00,23000000,70,The Wanderers
AU,28648000,"Drama, Comedy", Korean,2023-03-30 00:00:00,18632208,72,Broker
AU,28634530.2,"Thriller, Mystery", English,1950-03-03 00:00:00,1226098,80,The Third Man
MX,28600000,"Horror, Mystery, Thriller"," Spanish, Castilian",1975-06-26 00:00:00,506597404.6,65,Satanic Pandemonium
TH,28600000,"Horror, Mystery, Thriller", Thai,2005-12-01 00:00:00,506597404.6,65,Art of the Devil 2
US,28600000,"Horror, Mystery, Thriller", English,2015-10-16 00:00:00,506597404.6,65,Hell House LLC
AU,28519270.6,Drama, English,2023-04-05 00:00:00,5000000,79,Air
HK,28519270.6,Drama, Chinese,1993-01-01 00:00:00,5750000,79,Farewell My Concubine
US,28519270.6,"Drama, History", Japanese,1957-01-15 00:00:00,13422,79,Throne of Blood
US,28500000,"Thriller, Mystery, Drama, Science Fiction, Fantasy", English,2005-03-04 00:00:00,15452978,69,The Jacket
JP,28420000,"Adventure, Mystery, Animation", Japanese,1997-04-19 00:00:00,9107390,73,Detective Conan: The Time Bombed Skyscraper
JP,28301500,"Action, Animation, Science Fiction", Japanese,1992-07-11 00:00:00,18554927,67,Dragon Ball Z: Super Android 13!
FR,28160000,"Comedy, War", French,1966-12-08 00:00:00,725025622.4,79,Don't Look Now... We're Being Shot At!
JP,28104639.8,"Action, Animation, Adventure", Japanese,2002-03-02 00:00:00,13107237,68,One Piece: Chopper's Kingdom on the Island of Strange Animals
AU,28000000,Action, English,1994-09-09 00:00:00,30156002,61,Blown Away
AU,28000000,"Action, Adventure, Comedy", English,2011-08-11 00:00:00,41146935,57,30 Minutes or Less
AU,28000000,"Action, Adventure, Crime", English,2013-08-08 00:00:00,63129909,64,Kick-Ass 2
AU,28000000,"Action, Comedy, Family", English,2010-03-25 00:00:00,46752858,59,The Spy Next Door
AU,28000000,"Action, Crime", English,2010-04-08 00:00:00,97531134,71,Kick-Ass
AU,28000000,"Action, Drama, Thriller", English,2014-03-13 00:00:00,38959900,61,3 Days to Kill
AU,28000000,"Action, Thriller", English,1988-10-06 00:00:00,139434346,78,Die Hard
AU,28000000,"Adventure, Action", English,1984-07-19 00:00:00,333080271,73,Indiana Jones and the Temple of Doom
AU,28000000,"Adventure, Action, Thriller", English,1981-07-01 00:00:00,195300000,65,For Your Eyes Only
AU,28000000,"Adventure, History, Drama, Action, War", English,1995-04-13 00:00:00,31390587,67,Rob Roy
AU,28000000,Comedy, English,2000-12-14 00:00:00,90449929,62,Bring It On
AU,28000000,Comedy, English,2001-11-01 00:00:00,60780981,62,Zoolander
AU,28000000,Comedy, English,2009-01-15 00:00:00,94500826,65,Role Models
AU,28000000,Comedy, English,2014-01-01 00:00:00,112914167,64,Last Vegas
AU,28000000,Comedy, English,2017-11-02 00:00:00,127710550,63,A Bad Moms Christmas
AU,28000000,Comedy, English,2023-04-27 00:00:00,39715674,71,80 for Brady
AU,28000000,"Comedy, Action", English,2015-09-09 00:00:00,30295028,61,American Ultra
AU,28000000,"Comedy, Action", English,2018-05-30 00:00:00,77024944,67,Tag
AU,28000000,"Comedy, Drama", English,2002-03-14 00:00:00,71430876,75,The Royal Tenenbaums
AU,28000000,"Comedy, Drama", English,2016-01-14 00:00:00,133162752,73,The Big Short
AU,28000000,"Comedy, Romance", English,2001-03-29 00:00:00,94728529,59,The Wedding Planner
AU,28000000,"Comedy, Romance, Drama", English,1989-03-02 00:00:00,103173635,66,Working Girl
AU,28000000,"Comedy, Romance, Drama", English,2002-06-18 00:00:00,77477297,69,Serendipity
AU,28000000,"Comedy, Romance, Drama", English,2007-08-23 00:00:00,91943956,65,No Reservations
AU,28000000,"Crime, Drama, Mystery, Thriller", English,2014-09-19 00:00:00,62108587,63,A Walk Among the Tombstones
AU,28000000,"Crime, Mystery, Thriller, Action", English,2001-08-16 00:00:00,105159085,63,Along Came a Spider
AU,28000000,Drama, English,1984-09-20 00:00:00,47951979,69,The Natural
AU,28000000,"Drama, Crime, Thriller", English,2008-02-28 00:00:00,55307857,67,We Own the Night
AU,28000000,"Drama, History", English,1998-06-18 00:00:00,5686694,69,Kundun
AU,28000000,"Drama, Music, History", English,2015-08-27 00:00:00,202182981,78,Straight Outta Compton
AU,28000000,"Drama, Romance", English,2005-10-13 00:00:00,126549607,81,Pride & Prejudice
AU,28000000,"Drama, Romance", English,2014-09-25 00:00:00,1749201,59,Third Person
AU,28000000,"Family, Comedy", English,2014-12-04 00:00:00,100654149,62,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
AU,28000000,"History, Romance, Drama", English,1986-01-01 00:00:00,258210860,72,Out of Africa
AU,28000000,"Horror, Thriller", English,2019-09-26 00:00:00,95592669,65,Scary Stories to Tell in the Dark
AU,28000000,"Music, Action, Comedy, Crime", English,1998-04-30 00:00:00,14051384,53,Blues Brothers 2000
AU,28000000,"Mystery, Thriller", English,2003-08-03 00:00:00,82119036,72,Identity
AU,28000000,"Romance, Horror, Comedy, Thriller", English,2016-02-25 00:00:00,16638300,62,Pride and Prejudice and Zombies
AU,28000000,"Romance, Thriller", English,2013-02-28 00:00:00,94050951,72,Safe Haven
AU,28000000,"Science Fiction, Drama, Thriller", English,1982-12-16 00:00:00,39538663,79,Blade Runner
AU,28000000,"Thriller, Science Fiction, Action, Crime", English,1994-11-24 00:00:00,102053581,60,Timecop
CA,28000000,"Action, Crime, Drama", English,2014-04-25 00:00:00,73421224,59,Brick Mansions
US,28000000,"Action, Horror, Science Fiction", English,2001-08-24 00:00:00,14010832,52,Ghosts of Mars
US,28000000,"Adventure, Comedy, Family, Fantasy", English,1997-07-11 00:00:00,8165213,55,A Simple Wish
US,28000000,"Animation, Family, Fantasy, Romance, Music", English,1994-03-30 00:00:00,11373501,65,Thumbelina
