country,Sum of budget,genre,language,r date,Sum of revenue,Sum of score,title
JP,117200000,"Action, Animation, Science Fiction, Crime", Japanese,2014-09-06 00:00:00,513422565,70,Ghost in the Shell Arise - Border 4: Ghost Stands Alone
US,117200000,"Action, Horror, Mystery", English,2018-11-13 00:00:00,858069141.2,47,Nazi Overlord
US,117200000,"Drama, Comedy, TV Movie", English,2011-04-15 00:00:00,542517314.6,75,Lemonade Mouth
CN,117171600,"Thriller, Mystery", Chinese,2021-08-20 00:00:00,389334037.2,68,Water Monster 2
AU,117000000,"Action, Comedy", English,2010-07-15 00:00:00,258751370,62,Knight and Day
AU,117000000,"Action, Crime, Thriller", English,2022-04-01 00:00:00,272244777,57,The Commando
AU,117000000,"Family, Adventure, Animation, Comedy", English,2020-07-31 00:00:00,382417747.4,74,LEGO DC: Shazam! Magic and Monsters
AU,117000000,"Family, Adventure, Animation, Comedy, Fantasy, Mystery", English,2004-07-21 00:00:00,382417747.4,74,Scooby-Doo! and the Loch Ness Monster
AU,117000000,"Fantasy, Animation, Science Fiction, Family, Action", English,2004-07-02 00:00:00,487028566.2,63,Atlantis: Milo's Return
AU,117000000,"Thriller, Drama, Crime", English,2023-03-17 00:00:00,521124690.4,67,Boston Strangler
BR,117000000,"Drama, History", Portuguese,1982-01-11 00:00:00,693003184.8,58,"Love, Strange Love"
DE,117000000,"Crime, Drama", German,1977-12-09 00:00:00,665830147,48,Call of the Blonde Goddess
HK,117000000,"Action, Comedy", Cantonese,1980-02-09 00:00:00,633888899,68,The Young Master
JP,117000000,"Action, Horror, Science Fiction", Japanese,2016-04-29 00:00:00,533308584.8,61,Terra Formars
JP,117000000,"Animation, Drama, Romance", Japanese,2020-12-11 00:00:00,310581759,71,"Yes, No, or Maybe Half?"
JP,117000000,"Drama, Crime", Japanese,2001-10-06 00:00:00,381900993.4,73,All About Lily Chou-Chou
US,117000000,"Action, Fantasy", English,2015-03-17 00:00:00,836011985.4,40,Avengers Grimm
US,117000000,"Action, Horror, Adventure", English,2008-07-26 00:00:00,524253075.6,48,Anaconda 3: Offspring
US,117000000,"Action, Horror, Adventure", English,2009-02-27 00:00:00,524253075.6,48,Anacondas: Trail of Blood
US,117000000,Animation, English,2021-12-02 00:00:00,733935300.4,69,Mickey and Minnie Wish Upon a Christmas
US,117000000,"Animation, Comedy, Family", English,2021-07-07 00:00:00,594000622,74,"The Simpsons: The Good, the Bart, and the Loki"
US,117000000,"Crime, Action, Thriller, Drama", English,2018-12-14 00:00:00,936305669.4,53,Backtrace
US,117000000,"Thriller, Horror, Fantasy", English,2016-11-19 00:00:00,904907413,48,Compulsion
US,116936595,"Animation, Fantasy, Adventure", English,1980-05-11 00:00:00,901901930.6,65,The Return of the King
KR,116874600,"Romance, Drama", Korean,2003-06-27 00:00:00,438915670.8,44,Sweet Sex and Love
IT,116800000,"Drama, Horror", Italian,1969-04-03 00:00:00,556369018.6,53,Marquis de Sade: Justine
KR,116800000,"Animation, Comedy, Drama, Fantasy, Mystery, Horror", Korean,2015-11-28 00:00:00,443267737.2,67,Noblesse: The Beginning of Destruction
KR,116800000,"Comedy, Romance", Korean,2013-07-31 00:00:00,448439992.2,50,Young Mother
US,116800000,"Adventure, Fantasy, Animation, Action, Science Fiction", English,2003-10-21 00:00:00,449633251.4,67,Batman: Mystery of the Batwoman
US,116800000,"Animation, Family", English,2006-09-19 00:00:00,727651724,77,Barbie in The 12 Dancing Princesses
US,116800000,"Music, Comedy, Fantasy", English,2013-09-17 00:00:00,613280132,73,Shrek the Musical
US,116800000,"Thriller, Horror, Mystery", English,2021-09-24 00:00:00,499031018,55,There's Someone Inside Your House
US,116700000,"Family, TV Movie, Animation", English,2015-11-22 00:00:00,661829506.2,67,The Lion Guard: Return of the Roar
AU,116600000,"Animation, Family, Comedy, Fantasy", English,2020-10-23 00:00:00,487532814.4,69,Once Upon a Snowman
AU,116600000,"Romance, Comedy, Drama", English,2018-11-07 00:00:00,299866238.8,57,Destination Wedding
AU,116600000,"Thriller, Action", English,2022-05-18 00:00:00,487300517.4,53,Panama
MX,116600000,Comedy," Spanish, Castilian",2018-01-12 00:00:00,586907459,78,A Woman With No Filter
MX,116600000,Comedy," Spanish, Castilian",2019-09-20 00:00:00,586907459,78,Tod@s Caen
MX,116600000,Comedy," Spanish, Castilian",2023-02-15 00:00:00,586907459,78,Malcriados
US,116600000,"Comedy, Music", English,2023-04-07 00:00:00,557764312,75,Praise This
US,116600000,"Drama, Thriller, History", English,2019-07-28 00:00:00,600790251.2,69,The Red Sea Diving Resort
AU,116500000,"Action, Adventure, Fantasy, Science Fiction", English,2008-07-19 00:00:00,577617472.8,46,The Scorpion King 2: Rise of a Warrior
AU,116500000,"Action, Crime, Drama, Thriller", English,2014-10-16 00:00:00,260244429.8,64,Son of a Gun
JP,116500000,"Animation, Comedy", Japanese,2021-08-20 00:00:00,484597113.8,45,Kinmoza the Movie: Thank You!!
US,116500000,"Animation, Adventure, Family"," Spanish, Castilian",2007-11-17 00:00:00,636383185.2,46,The Ark
US,116500000,"Animation, Family, Comedy, Adventure, Mystery", English,2022-05-18 00:00:00,900250198.6,70,Chip 'n Dale: Rescue Rangers
US,116500000,"Music, Documentary", English,2019-12-17 00:00:00,872776677.4,45,Melody Makers
US,116400000,"Animation, Family, Comedy", English,2001-11-06 00:00:00,187299322,69,Mickey's Magical Christmas: Snowed in at the House of Mouse
US,116400000,"Animation, Family, Comedy", English,2007-10-02 00:00:00,187299322,69,Tom and Jerry: A Nutcracker Tale
US,116400000,"Animation, Family, Comedy", English,2010-12-13 00:00:00,187299322,69,Minions: Orientation Day
US,116400000,"Animation, Family, Comedy", English,2011-11-23 00:00:00,187299322,69,Small Fry
US,116400000,"Animation, Family, Comedy", English,2015-12-15 00:00:00,187299322,69,Kung Fu Panda: Secrets of the Scroll
US,116400000,"Horror, TV Movie", English,1991-05-07 00:00:00,313431335.8,59,Sometimes They Come Back
AU,116300000,"Horror, Drama, Thriller, Mystery", English,2017-04-26 00:00:00,872776677.4,46,Cage Dive
IT,116300000,"Drama, Romance, Adventure", Italian,1975-11-27 00:00:00,909309627.4,46,Black Emanuelle
US,116300000,"Science Fiction, Action, Horror", English,2015-07-20 00:00:00,908280082,46,3-Headed Shark Attack
AU,116200000,"Animation, Adventure, Family, Fantasy", English,2022-07-08 00:00:00,649271677.4,75,The Sea Beast
AU,116200000,"Animation, Comedy, Fantasy, Adventure, Family, Mystery", English,2013-01-30 00:00:00,803890282.4,79,Scooby-Doo! Mask of the Blue Falcon
AU,116200000,"Crime, Drama, Thriller", English,2022-06-08 00:00:00,572201947,68,Emily the Criminal
AU,116200000,"Drama, Fantasy, Romance", English,2018-10-17 00:00:00,245045429.2,61,Fallen
GR,116200000,"Crime, Drama", Greek,1981-03-26 00:00:00,182915060.8,54,Erotic Passion
IT,116200000,"Crime, Drama, Thriller", Italian,1977-04-30 00:00:00,572201947,68,Hitch Hike
US,116200000,"Crime, Drama, Thriller", English,1974-06-14 00:00:00,572201947,68,The Parallax View
AU,116000000,"Action, Adventure, Comedy", English,2004-08-26 00:00:00,114004159,118,Around the World in 80 Days
AU,116000000,"Action, Adventure, Drama, Thriller", English,1997-03-27 00:00:00,178127760,62,Dante's Peak
AU,116000000,"Action, Horror", English,2017-01-12 00:00:00,237808574.8,53,The Last of Us - No Escape
AU,116000000,"Action, Thriller", English,2022-06-23 00:00:00,378399280.8,54,9 Bullets
AU,116000000,"Action, Thriller", English,2023-03-01 00:00:00,378399280.8,54,Black Warrant
AU,116000000,"Adventure, Science Fiction", English,2022-03-11 00:00:00,203098455.6,71,The Adam Project
AU,116000000,"Animation, Action, Fantasy", English,2021-08-30 00:00:00,788968355.6,78,Mortal Kombat Legends: Battle of the Realms
AU,116000000,"Animation, Comedy, Family, Fantasy, Adventure", English,2022-01-14 00:00:00,557205138.2,71,Hotel Transylvania: Transformania
AU,116000000,"Drama, History", English,2021-01-14 00:00:00,887668759.2,69,The Dig
CN,116000000,"Action, Mystery, Adventure", Chinese,2022-02-10 00:00:00,421793540.2,51,The Mystic Nine: Begonia from Qingshan
CN,116000000,"Romance, Comedy", Chinese,2019-06-21 00:00:00,246937806.8,54,Love The Way You Are
JP,116000000,"Animation, Comedy, Mystery", Japanese,2022-04-01 00:00:00,616543720.6,67,ODDTAXI in the Woods
US,116000000,"Action, Adventure, Science Fiction, Thriller, Horror", English,1995-07-11 00:00:00,475661306,55,Darkman II: The Return of Durant
US,116000000,"Animation, Comedy, Family", English,2008-11-21 00:00:00,245087577.2,62,Tokyo Mater
US,116000000,"Drama, Romance, Music", English,2022-02-11 00:00:00,727702572.4,57,The Sky Is Everywhere
US,116000000,"Romance, Comedy", English,2022-12-14 00:00:00,246937806.8,54,I Believe in Santa
US,115800000,"Adventure, Fantasy, Animation, Comedy, Family", English,1985-03-23 00:00:00,633548698.6,55,The Care Bears Movie
US,115800000,"Comedy, Drama, Family, TV Movie", English,2011-11-11 00:00:00,516948295.2,66,Geek Charming
US,115700000,"War, Drama, TV Movie", English,1979-11-14 00:00:00,504360381.2,66,All Quiet on the Western Front
IT,115660000,"War, Drama, Romance", Italian,1974-04-10 00:00:00,548358671.4,69,The Night Porter
ES,115600000,"Drama, Fantasy, Horror", Basque,2018-03-02 00:00:00,297850716,64,Errementari: The Blacksmith and the Devil
JP,115600000,"Drama, Animation, Comedy", Japanese,1994-03-12 00:00:00,532253396.2,54,Slam Dunk: The Movie
AR,115500000,"Comedy, Drama"," Spanish, Castilian",2022-03-30 00:00:00,365470598,64,All Hail
AU,115500000,"Animation, Family", English,2010-07-09 00:00:00,425732545.6,72,The Gruffalo
AU,115500000,"Animation, Family", English,2019-10-03 00:00:00,425732545.6,72,"Paw Patrol: Ready, Race, Rescue!"
CL,115500000,"Comedy, Drama"," Spanish, Castilian",2012-03-29 00:00:00,365470598,64,Young and Wild
FR,115500000,"Comedy, Drama", French,2022-03-02 00:00:00,365470598,64,Zero Fucks Given
MX,115500000,"Comedy, Drama"," Spanish, Castilian",2022-02-04 00:00:00,365470598,64,"Sex, Shame and Tears 2"
PL,115500000,"Comedy, Drama"," Spanish, Castilian",2022-10-16 00:00:00,365470598,64,Vasil
US,115500000,"Animation, Family", English,2007-09-18 00:00:00,425732545.6,72,Barbie as the Island Princess
US,115500000,"Animation, Family", English,2009-09-15 00:00:00,425732545.6,72,Barbie and the Three Musketeers
US,115500000,"Animation, Family", English,2014-09-16 00:00:00,425732545.6,72,Barbie and the Secret Door
US,115500000,"Animation, Family", English,2020-07-23 00:00:00,425732545.6,72,The Larva Island Movie
US,115500000,"Comedy, Drama", English,2022-07-29 00:00:00,365470598,64,Not Okay
US,115500000,"Thriller, TV Movie, Action", English,2022-03-19 00:00:00,468695206.8,68,Your Boyfriend Is Mine
JP,115460000,"Action, Comedy, Animation", Japanese,1992-08-02 00:00:00,583546114,80,Ranma ½: The Movie 2 — The Battle of Togenkyo: Rescue the Brides!
AU,115400000,"Animation, Romance, Drama", Japanese,2021-07-22 00:00:00,504117090.4,74,Words Bubble Up Like Soda Pop
HK,115400000,"Thriller, Crime", Cantonese,1993-05-27 00:00:00,233023741.6,51,Raped by an Angel
US,115400000,"Thriller, Horror, Comedy, Crime", English,2020-10-02 00:00:00,825272362.4,54,12 Hour Shift
AU,115200000,"Action, Thriller, Horror", Korean,2022-10-13 00:00:00,220908446.2,65,Project Wolf Hunting
AU,115200000,"Comedy, Action, Adventure", English,2018-12-13 00:00:00,498499412.2,72,Once Upon a Deadpool
JP,115200000,"Animation, Drama, Horror, Romance", Japanese,1992-05-02 00:00:00,1056000135,64,Midori
JP,115200000,"Animation, Fantasy", Japanese,2004-02-14 00:00:00,374432347,76,Saint Seiya Heaven Chapter: Overture
JP,115200000,"Animation, Fantasy, Adventure", Japanese,2003-12-20 00:00:00,596365973.8,78,Inuyasha the Movie 3: Swords of an Honorable Ruler
US,115200000,"Comedy, Fantasy", English,2022-08-12 00:00:00,243434798.2,60,Mack & Rita
US,115200000,"Comedy, Fantasy", English,2022-12-02 00:00:00,243434798.2,60,Darby and the Dead
US,115140000,"Animation, Family, Adventure, Comedy, Fantasy", English,2014-11-11 00:00:00,381739104.4,72,Dragons: Dawn Of The Dragon Racers
AU,115091333.2,"Drama, Comedy", English,2022-06-08 00:00:00,737302956.6,78,Hustle
AR,115000000,Thriller," Spanish, Castilian",2022-04-28 00:00:00,604531768.4,56,Targeted
AU,115000000,"Action, Adventure, Drama", English,2016-04-07 00:00:00,164989338,63,The Huntsman: Winter's War
AU,115000000,"Adventure, Action, Science Fiction", English,1999-07-16 00:00:00,924317558,65,Star Wars: Episode I - The Phantom Menace
AU,115000000,"Animation, Comedy, Family", English,2001-12-26 00:00:00,560483719,78,"Monsters, Inc."
AU,115000000,"Comedy, Drama, Romance", Cantonese,2012-09-20 00:00:00,823771524,56,Due West: Our Sex Journey
AU,115000000,Thriller, English,2023-01-01 00:00:00,604531768.4,56,Summit Fever
AU,115000000,Thriller, Italian,2021-06-16 00:00:00,604531768.4,56,Security
AU,115000000,"War, Drama, Action, History", English,2002-08-01 00:00:00,77628265,62,Windtalkers
BR,115000000,"Animation, Comedy, Family", Portuguese,2022-02-25 00:00:00,355548006.2,63,Irmão do Jorel - Especial Carnaval Bruttal
JP,115000000,"Crime, Drama", Japanese,1998-01-24 00:00:00,593663760.8,77,Fireworks
KR,115000000,"Comedy, Drama, Romance", Korean,2016-10-11 00:00:00,823771524,56,Sister's Younger Husband
RU,115000000,"Animation, Adventure, Fantasy, Comedy", Russian,2022-04-07 00:00:00,489779661,65,Dolphin Boy
US,115000000,"Action, Thriller, Crime, Adventure", English,2019-03-06 00:00:00,0,63,Triple Frontier
US,115000000,"Crime, Drama, Thriller", English,2022-09-23 00:00:00,484414431,62,Bandit
US,115000000,"Family, Animation, Comedy", English,2014-07-27 00:00:00,217542135.6,57,Tom and Jerry: The Lost Dragon
US,115000000,Thriller, English,2021-10-01 00:00:00,604531768.4,56,Last Survivors
US,115000000,Thriller, English,2022-07-01 00:00:00,604531768.4,56,Hot Seat
US,115000000,"TV Movie, Thriller", English,2021-07-10 00:00:00,307075984.2,59,Framed by My Husband
AU,114860000,"Animation, Family, Comedy, Adventure, Fantasy", English,2021-08-20 00:00:00,901084255,74,The Loud House Movie
JP,114800000,"Romance, Drama", Japanese,2016-08-01 00:00:00,384414469.8,57,Wet Woman in the Wind
KR,114800000,"Romance, Drama", Korean,2016-04-19 00:00:00,384414469.8,57,Sex: A Relationship and Not Marriage
TR,114800000,"Romance, Drama", Turkish,2022-11-11 00:00:00,384414469.8,57,Don't Leave
US,114800000,"Adventure, Comedy, Drama, Family", English,1993-02-03 00:00:00,483241895.8,69,Homeward Bound: The Incredible Journey
US,114800000,"Animation, Science Fiction, Action", Japanese,2014-03-25 00:00:00,304552465,63,Avengers Confidential: Black Widow & Punisher
AU,114600000,"Animation, Comedy, Family, Mystery", English,2004-01-21 00:00:00,316508149.8,74,Scooby-Doo! and the Monster of Mexico
AU,114600000,"Animation, Comedy, Family, Mystery", English,2014-06-25 00:00:00,316508149.8,74,Scooby-Doo! WrestleMania Mystery
US,114600000,"Animation, Comedy, Family, Mystery", English,2017-07-11 00:00:00,316508149.8,74,LEGO® Scooby-Doo! Blowout Beach Bash
US,114600000,"Animation, Comedy, Family, Mystery, TV Movie", English,1988-11-13 00:00:00,316508149.8,74,Scooby-Doo! and the Reluctant Werewolf
US,114600000,"Thriller, Drama, Horror", English,2021-10-27 00:00:00,429182744.6,61,Hypnotic
KR,114500000,Romance, Korean,2018-05-17 00:00:00,180591246.6,45,An Affair: My Wife's Friend
KR,114500000,Romance, Korean,2021-01-20 00:00:00,180591246.6,45,Sister-in-law's Taste 2
TW,114500000,"Action, Adventure, Fantasy, Comedy", Chinese,1991-11-30 00:00:00,897489221.2,41,Dragon Ball: The Magic Begins
US,114500000,"Action, Crime", English,1985-01-01 00:00:00,198266608.4,44,Women's Prison Massacre
US,114500000,Horror, English,2016-12-02 00:00:00,172414685,45,Isle of the Dead
US,114500000,Romance, English,2023-03-30 00:00:00,180591246.6,45,Wait With Me
KR,114400000,"Thriller, Mystery, Horror", Korean,2021-07-28 00:00:00,552961814.8,76,The Cursed: Dead Man’s Prey
US,114400000,"Action, Thriller, Crime, Drama", English,2022-01-07 00:00:00,695973395.6,56,American Siege
IT,114300000,"Comedy, Drama", Italian,1992-02-21 00:00:00,197992680.8,46,All Ladies Do It
US,114300000,"Animation, Fantasy, Family", English,2021-10-15 00:00:00,601247524.8,45,Sharkdog’s Fintastic Halloween
AR,114200000,Comedy," Spanish, Castilian",2023-01-19 00:00:00,241031716.6,60,The Tangalanga Method
ES,114200000,Comedy," Spanish, Castilian",2019-11-15 00:00:00,241031716.6,60,If I Were a Rich Man
FR,114200000,Drama, French,1962-04-11 00:00:00,736329646.2,77,Cléo from 5 to 7
MX,114200000,Comedy," Spanish, Castilian",1982-01-13 00:00:00,241031716.6,60,El día de los albañiles: Los maistros del amor
PE,114200000,Comedy," Spanish, Castilian",2022-04-28 00:00:00,241031716.6,60,Cosas de amigos
US,114200000,"Animation, Science Fiction, TV Movie, Adventure, Family, Comedy, Fantasy, Mystery", English,2006-08-11 00:00:00,372688562.2,80,Codename: Kids Next Door - Operation Z.E.R.O.
US,114200000,Comedy, English,2018-08-10 00:00:00,241031716.6,60,The Package
US,114200000,Comedy, English,2019-09-20 00:00:00,241031716.6,60,Between Two Ferns: The Movie
US,114200000,Comedy, English,2022-08-26 00:00:00,241031716.6,60,Me Time
US,114200000,Drama, English,2021-03-17 00:00:00,736329646.2,77,The Fallout
US,114200000,Drama, English,2022-06-23 00:00:00,736329646.2,77,Rise
US,114200000,"Family, Action, Adventure, Comedy, TV Movie", English,2019-02-15 00:00:00,590920307.4,56,Kim Possible
AU,114140000,"Comedy, Romance, Drama", English,2020-05-01 00:00:00,462887599.4,71,The Half of It
AU,114000000,"Action, Crime, Thriller", English,2022-10-01 00:00:00,282325002.6,55,Pursuit
AU,114000000,"Adventure, Action, Comedy", English,1989-04-18 00:00:00,636164934,106,Casino Royale
AU,114000000,"Adventure, Action, Thriller", English,2006-12-07 00:00:00,636164934,150,Casino Royale
AU,114000000,"Romance, Drama, Comedy", English,2023-04-13 00:00:00,526056835.8,55,One True Loves
AU,114000000,"Science Fiction, Thriller", English,2018-01-17 00:00:00,499328883.8,69,2036: Nexus Dawn
DE,114000000,Comedy, German,1977-10-07 00:00:00,449042622,50,Three Swedish Girls in Upper Bavaria
FR,114000000,Comedy, French,2017-10-17 00:00:00,449042622,50,"Jésus, de Nazareth à Jérusalem"
JP,114000000,"Animation, Action, Fantasy, Adventure", Japanese,2019-05-10 00:00:00,463270148.8,71,Kabaneri of the Iron Fortress: The Battle of Unato
KR,114000000,"Mystery, Thriller, Horror", Korean,2021-07-02 00:00:00,529795516,61,The 8th Night
US,114000000,"Action, Comedy, Science Fiction", English,2017-01-17 00:00:00,187045374,42,Death Race 2050
US,114000000,"Animation, Family", English,2002-07-22 00:00:00,1002554527,60,Tarzan & Jane
US,114000000,"Animation, Family", English,2021-08-05 00:00:00,1002554527,60,Furry Friends Forever: Elmo Gets a Puppy
MX,113880000,"Animation, Adventure, Comedy, Family"," Spanish, Castilian",2022-12-14 00:00:00,604874932.2,79,A Frozen Rooster
MX,113870000,Comedy," Spanish, Castilian",1964-09-03 00:00:00,530850720,79,El Padrecito
US,113800000,"Comedy, Family, Action, Science Fiction", English,2021-09-28 00:00:00,544513308.6,56,C.I.Ape
US,113800000,"Crime, Drama, Romance", English,1947-11-25 00:00:00,721102572.4,76,Out of the Past
US,113800000,"Family, Adventure, Drama", English,2023-01-13 00:00:00,283576013.8,63,Dog Gone
AU,113600000,"Animation, Action, Science Fiction", English,2020-09-23 00:00:00,415545322,72,Superman: Man of Tomorrow
AU,113600000,"Animation, Comedy, Family", English,2005-12-07 00:00:00,476737265.2,53,Stuart Little 3: Call of the Wild
IN,113600000,"Action, Crime, Drama", Kannada,2018-12-21 00:00:00,637739380,75,K.G.F: Chapter 1
JP,113600000,"Drama, Romance", Japanese,1973-07-04 00:00:00,523551882.4,67,Naked Rashomon
KR,113600000,"Drama, Romance", Korean,2020-06-23 00:00:00,523551882.4,67,Adult Hazing
US,113600000,"Drama, Romance", English,1996-06-14 00:00:00,523551882.4,67,Stealing Beauty
US,113600000,"Drama, Romance", English,2017-09-01 00:00:00,523551882.4,67,Hollywood Dirt
US,113600000,"Horror, Thriller, Action", English,2014-06-12 00:00:00,368025654.4,63,The Last Survivors
FR,113400000,"Thriller, Drama", Galician,2022-07-20 00:00:00,448847740,75,The Beasts
JP,113400000,"Action, Adventure, Fantasy, Animation", Japanese,2012-02-03 00:00:00,611894286.8,74,Berserk: The Golden Age Arc I - The Egg of the King
US,113400000,"Animation, Action, Science Fiction", English,2023-02-07 00:00:00,778431865.2,63,Legion of Super-Heroes
US,113400000,"Science Fiction, Mystery, Thriller", English,2022-08-12 00:00:00,652368753.6,72,Wifelike
US,113200000,"Animation, Family, Fantasy", English,2015-03-24 00:00:00,697428874,74,Monster High: Haunted
US,113160000,"Adventure, Animation, Action", English,2014-07-29 00:00:00,486991084,63,Iron Man & Captain America: Heroes United
AU,113000000,"Action, Crime, Thriller", Italian,2022-11-30 00:00:00,365992130.6,68,My Name Is Vendetta
AU,113000000,"Adventure, Action, Science Fiction", English,2005-05-19 00:00:00,850000000,74,Star Wars: Episode III - Revenge of the Sith
AU,113000000,"Animation, Comedy, Family, TV Movie, Adventure, Science Fiction", English,2011-08-29 00:00:00,424831011.2,69,Phineas and Ferb: The Movie: Across the 2nd Dimension
AU,113000000,"Mystery, Horror", English,2021-07-16 00:00:00,337607295.6,72,Fear Street: 1666
CN,113000000,"Action, Crime, Thriller", Cantonese,2015-07-30 00:00:00,365992130.6,68,SPL II: A Time for Consequences
ES,113000000,"Romance, Drama"," Spanish, Castilian",2012-05-04 00:00:00,735949885.8,66,The Sex Of The Angels
US,113000000,"Action, Comedy, Thriller", English,2023-02-24 00:00:00,369995579.2,62,Die Hart
US,113000000,"Drama, Horror, Science Fiction", English,1951-04-05 00:00:00,378013695.8,68,The Thing from Another World
US,113000000,"Western, Horror, Mystery", English,2022-02-04 00:00:00,548624602.6,63,Ghosts of the Ozarks
HK,112920000,"Action, Comedy", Cantonese,1978-03-01 00:00:00,549797849.2,73,Snake in the Eagle's Shadow
AU,112900000,"Comedy, Romance", English,2020-10-27 00:00:00,533344684,71,Holidate
CO,112900000,"Drama, Adventure"," Spanish, Castilian",2022-10-13 00:00:00,645547020.4,75,The Kings of the World
AU,112800000,"Animation, Family", English,2011-11-08 00:00:00,356126924.8,67,Barbie: A Perfect Christmas
AU,112800000,"Animation, Family", English,2022-03-03 00:00:00,356126924.8,67,Monster Family 2
FR,112800000,"Crime, Drama", French,1969-01-31 00:00:00,490881202.6,70,The Swimming Pool
HK,112800000,"Romance, Drama", Cantonese,1991-11-15 00:00:00,836011985.4,40,Hidden Desire
JP,112800000,"Animation, Crime, Thriller", Japanese,2000-04-22 00:00:00,674087982.4,74,Detective Conan: Captured in Her Eyes
JP,112800000,"Animation, Romance, Drama", Japanese,2020-09-11 00:00:00,842709295,76,The Stranger by the Shore
KR,112800000,"Romance, Drama", Korean,2017-08-24 00:00:00,836011985.4,40,An Affair: My Friend's Mom
US,112800000,"Animation, Family", English,2005-01-18 00:00:00,356126924.8,67,Tom and Jerry Blast Off to Mars!
US,112800000,"Animation, Family", English,2007-11-06 00:00:00,356126924.8,67,Your Friend the Rat
US,112800000,"Family, Animation, Adventure", English,2000-02-15 00:00:00,520553499.6,63,An American Tail: The Treasure of Manhattan Island
US,112800000,"Family, Animation, Adventure", English,2002-02-19 00:00:00,520553499.6,63,Balto II: Wolf Quest
US,112800000,"TV Movie, Drama", English,2022-11-20 00:00:00,836011985.4,40,A Waltons Thanksgiving
KR,112640000,"Romance, Fantasy", Korean,2012-10-31 00:00:00,719378536,77,A Werewolf Boy
AU,112600000,"Animation, Drama, Adventure, Fantasy", Japanese,2021-10-28 00:00:00,404869179.6,65,The Deer King
JP,112600000,Romance, Japanese,1985-07-20 00:00:00,597883933,44,Office Love: Behind Closed Doors
KR,112600000,Romance, Korean,2016-03-10 00:00:00,597883933,44,My Friend's Older Sister
US,112600000,"Adventure, Action", English,2021-01-20 00:00:00,404617444.6,61,Jumanji: Level One
FR,112400000,"Crime, Mystery, TV Movie", French,2022-11-02 00:00:00,1084813489,62,Un alibi
JP,112400000,"Action, Adventure, Animation, Comedy, Family, Science Fiction", Japanese,1996-01-26 00:00:00,251358333.2,68,Sonic the Hedgehog: The Movie
US,112360000,"Horror, Thriller, Drama", English,2018-09-20 00:00:00,465264845.8,65,The Perfection
NO,112300000,"Adventure, Thriller", Norwegian,2016-09-02 00:00:00,615996146.8,43,Cave
US,112300000,"Action, Science Fiction, Thriller", English,2018-05-04 00:00:00,486430114.2,43,Incoming
AU,112200000,"Adventure, Horror, Mystery, Thriller", English,1980-06-05 00:00:00,973467314,54,Death Ship
HK,112200000,"Action, Comedy", Cantonese,1991-07-05 00:00:00,851011213,47,Crazy Safari
US,112200000,"Animation, Family, Comedy", English,2010-12-13 00:00:00,663675216.8,68,Minions: Home Makeover
US,112200000,"Family, Adventure", English,2009-11-24 00:00:00,328397514.2,59,Santa Buddies
AU,112000000,"Action, Animation, Science Fiction", English,2017-09-01 00:00:00,558251841.6,60,Starship Troopers: Traitor of Mars
AU,112000000,"Family, Comedy, Adventure, Fantasy", English,2011-01-02 00:00:00,232017848,52,Gulliver's Travels
HK,112000000,"Action, Adventure, Crime, Thriller", Cantonese,1991-02-07 00:00:00,589784229.4,74,Operation Condor
KR,112000000,"Action, Horror, Drama, Fantasy", Korean,2018-10-25 00:00:00,531123847.6,69,Rampant
PL,112000000,"Crime, Comedy, Science Fiction", Polish,2021-06-18 00:00:00,298125647.4,63,In for a Murder
US,112000000,Documentary, English,2022-08-13 00:00:00,269440443.4,55,Living with Chucky
US,112000000,"Drama, Horror", English,2012-11-02 00:00:00,281823245.2,62,Excision
US,112000000,"Mystery, Thriller, Horror", English,2022-11-04 00:00:00,586323916.4,63,Nocebo
BO,111940000,Drama," Spanish, Castilian",1995-11-07 00:00:00,638332462.6,52,Jonah and the Pink Whale
CN,111940000,Drama, Chinese,2022-06-18 00:00:00,638332462.6,52,One Week Friends
DE,111940000,Drama, English,2019-12-01 00:00:00,638332462.6,52,The Intern - A Summer of Lust
IT,111940000,Drama, Italian,1977-05-17 00:00:00,638332462.6,52,Playing with Love
AU,111800000,"Animation, Adventure, Family", Russian,2022-06-23 00:00:00,589285934.8,65,My Sweet Monster
AU,111800000,"Drama, War", English,2021-12-26 00:00:00,479494795,70,The Tragedy of Macbeth
US,111800000,"Animation, Family, Comedy", English,2009-05-28 00:00:00,750742412.6,78,Partly Cloudy
AU,111600000,"Romance, Drama", English,2022-11-07 00:00:00,534358853.4,65,See You Soon
CO,111600000,Documentary," Spanish, Castilian",2017-01-24 00:00:00,767228967.6,69,Countdown to Death: Pablo Escobar
DE,111600000,Documentary, German,2023-01-20 00:00:00,767228967.6,69,Big Mäck: Gangsters and Gold
JP,111600000,"", Japanese,2018-09-29 00:00:00,831760336.2,69,Be My Master
JP,111600000,"Animation, Action, Comedy", Japanese,2003-06-25 00:00:00,758528172.4,67,Fighting Spirit: Champion Road
JP,111600000,"Animation, Action, War, Fantasy", Japanese,2019-02-08 00:00:00,746152414.8,81,Saga of Tanya the Evil: The Movie
TH,111600000,Documentary, Thai,2022-10-05 00:00:00,767228967.6,69,The Trapped 13: How We Survived The Thai Cave
US,111600000,Documentary, English,2019-01-18 00:00:00,767228967.6,69,Fyre
US,111600000,Documentary, English,2019-01-26 00:00:00,767228967.6,69,The Great Hack
