genre,rating,Sum of release_year,Sum of runtime,title
Kids,U/A 7+,2014,81,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
Kids,U/A 7+,2006,129,C/o Footpath
Kids,U/A 7+,2021,6,Ciao Alberto
Kids,U/A 7+,2015,83,Gravity Falls: Weirdmageddon
Kids,U/A 7+,2009,86,Kris Aur Krishna
Kids,U/A 7+,1984,95,My Dear Kuttichathan
Kids,U/A 7+,2020,102,Onward
Kids,U/A 7+,2022,23,The Wonderful Autumn of Mickey Mouse
Kids,U/A 7+,1997,99,Turbo: A Power Rangers Movie
Musical,U,2021,41,A Very Boy Band Holiday
Musical,U,1991,84,Beauty And The Beast
Musical,U,1969,146,"Hello, Dolly!"
Musical,U,1964,139,Mary Poppins
Musical,U,1965,174,The Sound Of Music
Musical,U/A 13+,2021,65,Happier Than Ever: A Love Letter to Los Angeles
Musical,U/A 13+,2021,156,West Side Story
Musical,U/A 16+,2020,85,Black Is King
Musical,U/A 16+,2001,127,Moulin Rouge
Musical,U/A 16+,2021,93,Shaadisthan
Musical,U/A 16+,2021,3,The 2021 Rock & Roll Hall of Fame Induction Ceremony
Musical,U/A 16+,2022,113,Trevor: The Musical
Musical,U/A 7+,1992,121,Newsies
Musical,U/A 7+,2015,95,Strange Magic
Musical,U/A 7+,2020,45,The Disney Holiday Singalong
Mystery,A,2019,87,Share
Mystery,U,2019,125,Durgeshgorer Guptodhan
Mystery,U,2019,112,Goyenda Junior
Mystery,U,2018,125,Guptodhoner Sondhane
Mystery,U,2013,144,Mishawr Rawhoshyo
Mystery,U,2019,87,Professor Shanku O El Dorado
Mystery,U/A 13+,2016,87,Antarleen
Mystery,U/A 13+,2020,10,Chai Biscuit
Mystery,U/A 13+,2014,147,Drishya
Mystery,U/A 13+,2019,151,Kavacha
Mystery,U/A 13+,2017,109,Murder On the Orient Express
Mystery,U/A 13+,2022,22,Qissa
Mystery,U/A 13+,2011,1,Royal Bengal Rahashya
Mystery,U/A 13+,2022,98,See How they Run
Mystery,U/A 13+,2002,102,Signs
Mystery,U/A 13+,2000,106,Unbreakable
Mystery,U/A 16+,2018,99,Aa Karaala Ratri
Mystery,U/A 16+,2010,142,Aptharakshaka
Mystery,U/A 16+,2018,125,Byomkesh Gowtro
Mystery,U/A 16+,2022,134,Cuttputlli
Mystery,U/A 16+,1998,132,Enemy Of The State
Mystery,U/A 16+,2019,129,Glass
Mystery,U/A 16+,2018,18,Heat City
Mystery,U/A 16+,2022,119,Iravatham
Mystery,U/A 16+,2022,111,Jagamemaya: Instant Karma
Mystery,U/A 16+,2022,123,Repeat
Mystery,U/A 16+,2018,15,Tell Tale Heart
Mystery,U/A 16+,1999,107,The Sixth Sense
Mythology,U,1983,148,Bhakta Prahalada
Mythology,U,1956,130,Bhaktha Markandeya
Mythology,U,2012,133,Bhaktha Shankara
Mythology,U,1973,121,Jesus
Mythology,U,2012,132,Om Sree Chowdeshwaridevi Mahime
Mythology,U,2009,73,Ravana Mahajodha
Mythology,U,1965,161,Satya Harishchandra
Mythology,U,2007,165,Sri Danamma Devi
Mythology,U,2007,120,Sri Jagadguru Renukacharya
Mythology,U/A 13+,2013,141,Mahabhakta Siriyala
Mythology,U/A 13+,2012,136,Shirdi Sai
Mythology,U/A 13+,1967,118,Siva Bhakta Vijayam
Mythology,U/A 13+,2006,150,Sree Ramadasu
Mythology,U/A 7+,2010,70,Bal Hanuman II
Mythology,U/A 7+,1991,136,Sri Nanjudeshwara Mahime
Romance,A,2017,162,Arjun Reddy
Romance,A,2021,7,Ashleel Pyaar
Romance,A,2022,92,Crush
Romance,A,2022,105,Fire Island
Romance,A,2021,10,Gud Gud Wala Pyaar
Romance,A,2022,10,Romance Karo
Romance,A,2021,10,Silent Pyaar
Romance,A,1984,154,Sreekrishna Parunthu
Romance,A,2005,110,Yauvvana
Romance,U,1971,161,Aabhijathyam
Romance,U,1968,129,Agni Pareeksha
Romance,U,2010,126,Aisha
Romance,U,1980,141,Aniyaatha Valakal
Romance,U,1997,156,Aniyathipraavu
Romance,U,1984,132,Appunni
Romance,U,1966,114,Archana
Romance,U,1990,132,Aye Auto
Romance,U,1988,141,Ayitham
Romance,U,2014,164,Bangalore Days
Romance,U,1997,70,Beauty And The Beast-The Enchanted Christmas
Romance,U,1977,135,Behula Lakhindar
Romance,U,2012,134,Bojhena Shey Bojhena
Romance,U,2010,112,Break Ke Baad
Romance,U,2009,137,Calendar
Romance,U,2007,131,Changathipoocha
Romance,U,2010,139,Chikku Bhukku
Romance,U,1974,134,College Girl
Romance,U,2014,148,Cuckoo
Romance,U,2000,155,Darling Darling
Romance,U,2005,135,Dil Jo Bhi Kahey
Romance,U,1964,134,Door Ki Awaz
Romance,U,2011,150,Dr. Love
Romance,U,2000,132,Dulhan Hum Le Jayenge
Romance,U,2018,133,Dumdaar Khiladi
Romance,U,1996,139,Ee Puzhayum Kadannu
Romance,U,2011,143,Ei Mon Tomay Diyechi
Romance,U,2019,7,Ek Mulaqat
Romance,U,1969,155,Ek Phool Do Mali
Romance,U,1984,106,Ente Upasana
Romance,U,2017,122,Fidaa
Romance,U,1982,136,Ganam
Romance,U,2018,123,Girlfriend
Romance,U,2004,119,Greetings
Romance,U,1953,173,Gunasagari
Romance,U,2017,121,Hello
Romance,U,2007,151,I Love You
Romance,U,2000,148,Ingane Oru Nilapakshi
Romance,U,2010,155,Inidhu Inidhu
Romance,U,1990,131,Innale
Romance,U,1988,125,Isabella
Romance,U,2014,113,Ishq Wala Love
Romance,U,1997,142,Ishtadanam
Romance,U,2020,148,Jaanu
Romance,U,2011,121,Janapriyan
Romance,U,2002,138,Jeena Sirf Merre Liye
Romance,U,2016,133,Kaadhale Kaadhale
Romance,U,2012,126,Kadhalil Sodhappuvadhu Yeppadi
Romance,U,2010,145,Kalavani
Romance,U,1997,154,Kaliyoonjal
Romance,U,2018,134,Kalyana Vaibhogam
Romance,U,2011,142,Kandean
Romance,U,1985,131,Katha Ithuvare
Romance,U,2019,129,Ke Tumi Nandini
Romance,U,2002,143,Kitne Door Kitne Paas
Romance,U,1983,140,Koodevide
Romance,U,1985,99,Koodum Thedi
Romance,U,2011,142,Kullanari Koottam
Romance,U,2012,140,Le Halua Le
Romance,U,2008,111,Love
Romance,U,1987,135,Manivathoorile 1000 Sivarathrikal
Romance,U,1973,125,Maram
Romance,U,1993,140,Mayamayooram
Romance,U,2008,139,Minnaminnikootam
Romance,U,2010,135,Mon Je Kore Uru Uru
Romance,U,1992,136,Mon Mane Na
Romance,U,2001,135,Mujhe Kuch Kehna Hai
Romance,U,1965,164,Murappennu
Romance,U,2003,140,Nater Guru
Romance,U,2015,132,Nee Naan Naam
Romance,U,1999,151,Niram
Romance,U,2018,130,Noor Jahaan
Romance,U,2014,124,Ohm Shanthi Oshana
Romance,U,2014,133,Ormayundo Ee Mukham
Romance,U,2013,133,Oru Indian Pranaya Kadha
Romance,U,1986,128,Oru Katha Oru Nunakkatha
Romance,U,1986,140,Oru Yugasandhya
Romance,U,2006,114,Out of Syllabus
Romance,U,2009,134,Paran Jai Jaliya Re
Romance,U,2018,133,Piya Re
Romance,U,1989,110,Pradeshika Varthakal
Romance,U,2015,148,Prem Ratan Dhan Payo
Romance,U,2008,148,Premer Kahini
Romance,U,2009,160,Premer Pratidan
Romance,U,2010,114,Pugaippadam
Romance,U,1999,135,Pyar Mein Kabhi Kabhi
Romance,U,2013,156,Raja Rani
Romance,U,2018,133,Raja Rani Raji
Romance,U,2010,127,Rehmat Ali
Romance,U,2011,149,Romeo
Romance,U,2011,145,Run
Romance,U,2009,133,Saat Pake Bandha
Romance,U,1996,144,Sakhi Tumi Kar
Romance,U,2018,127,Sammohanam
Romance,U,2016,113,Sanam Re
Romance,U,2003,148,Sangee
Romance,U,1979,143,Sargam
Romance,U,2011,131,Seedan
Romance,U,1974,148,Sethubandhanam
Romance,U,2019,10,Shaahi Paneer Love
Romance,U,2022,153,Sita Ramam
Romance,U,2019,7,Smile Please
Romance,U,1994,144,Sopanam
Romance,U,2012,148,Spanish Masala
Romance,U,2005,143,Subho Dristi
Romance,U,2001,142,Tera Mera Saath Rahen
Romance,U,2017,7,The Vacation
Romance,U,1973,143,Thekkan Kattu
Romance,U,1994,157,Thenmavin Kombath
Romance,U,2015,138,Tujhya Vin Mar Jaava
Romance,U,2021,100,Tumi Ashbe Bole
Romance,U,2018,134,Uyir Ullavarai Kaadhal
Romance,U,2010,134,Yathumaagi
Romance,U/A 13+,2016,110,& Jara Hatke
Romance,U/A 13+,2004,142,143 and I Miss You
Romance,U/A 13+,2014,143,2 States
Romance,U/A 13+,2008,110,27 Dresses
Romance,U/A 13+,2021,30,3rd Stanza
Romance,U/A 13+,2015,129,A 2nd Hand Lover
Romance,U/A 13+,2020,23,A Day In Winter
Romance,U/A 13+,2013,10,A Little Ways Down the Road
Romance,U/A 13+,2020,13,Aadat
Romance,U/A 13+,2013,92,Aadhalal Kadhal Seiveer
Romance,U/A 13+,2010,128,Aadi Nuvve
Romance,U/A 13+,2010,114,Aagathan
Romance,U/A 13+,1997,144,Aahaa
Romance,U/A 13+,2007,142,Aata
Romance,U/A 13+,2010,145,Aawara (Paiyaa)
Romance,U/A 13+,2013,139,Adda
Romance,U/A 13+,1989,133,Adharvam
Romance,U/A 13+,2017,7,Aise He Hai Zindagi
Romance,U/A 13+,2008,149,Akasha Gange
Romance,U/A 13+,2016,103,All is Good
Romance,U/A 13+,2005,149,Allari Bullodu
Romance,U/A 13+,2021,7,Aloo Puri
Romance,U/A 13+,1989,131,Amanat
Romance,U/A 13+,2009,146,Amar Sanghee
Romance,U/A 13+,2014,139,Amara Kaaviyam
Romance,U/A 13+,2013,129,America To Aminjikarai
Romance,U/A 13+,2017,129,Ami Je Ke Tomar
Romance,U/A 13+,2007,131,Amruthavani
Romance,U/A 13+,2013,160,Annayum Rasoolum
Romance,U/A 13+,1985,136,Anuraga Bandam
Romance,U/A 13+,2013,124,Arya's Love
Romance,U/A 13+,2021,136,Atrangi Re
Romance,U/A 13+,2012,144,Awara
Romance,U/A 13+,2008,136,Baa Bega Chandamama
Romance,U/A 13+,2022,129,Baba Baby O
Romance,U/A 13+,2016,98,Badmaash
Romance,U/A 13+,2013,10,Bagful Of Love
Romance,U/A 13+,2014,153,Bahaddur
Romance,U/A 13+,2009,127,Banaras
Romance,U/A 13+,2022,28,Bas 2 Minute
Romance,U/A 13+,2008,138,Beladingalagi Baa
Romance,U/A 13+,2015,142,Bengal Tiger
Romance,U/A 13+,2015,137,Bhale Bhale Magadivoy
Romance,U/A 13+,2008,103,Bhalobasi Sudhu Tomake
Romance,U/A 13+,2020,9,Blind Date
Romance,U/A 13+,2010,154,Bolo Na Tumi Amaar
Romance,U/A 13+,2008,132,Bombat
Romance,U/A 13+,1974,128,Chattakkari
Romance,U/A 13+,2017,141,Chembarathipoo
Romance,U/A 13+,2018,6,Coffee Coffee
Romance,U/A 13+,2008,138,College Days
Romance,U/A 13+,2012,164,Confident Casanovva
Romance,U/A 13+,2009,136,Current
Romance,U/A 13+,2021,119,Cuttack Weds Sambalpur
Romance,U/A 13+,2005,147,Dhairyam
Romance,U/A 13+,2021,6,Dhokebaaz
Romance,U/A 13+,2020,101,Dil Bechara
Romance,U/A 13+,2019,11,Dil Patang
Romance,U/A 13+,2014,127,Dil Rangeela
Romance,U/A 13+,2021,113,Dil Re Achhi Tori Na
Romance,U/A 13+,2012,130,Dil Se
Romance,U/A 13+,2012,133,Dreams
Romance,U/A 13+,2009,151,Dubai Babu
Romance,U/A 13+,2012,129,Ee Rojullo
Romance,U/A 13+,2016,2,Ek Jaise
Romance,U/A 13+,2012,137,Ekk Deewana Tha
Romance,U/A 13+,2017,21,Electric Piya
Romance,U/A 13+,2015,160,Ennu Ninte Moideen
Romance,U/A 13+,1998,116,Ever After: A Cinderella Story
Romance,U/A 13+,1992,117,Ezharapponnana
Romance,U/A 13+,2011,158,Faande Poriya Boga Kaande Re
Romance,U/A 13+,2012,98,Fatso
Romance,U/A 13+,2018,139,Fidaa
Romance,U/A 13+,2014,96,Finding Fanny
Romance,U/A 13+,2021,13,Firefly
Romance,U/A 13+,2005,150,Five Fingers
Romance,U/A 13+,2003,81,From Justin To Kelly
Romance,U/A 13+,1993,151,Gandharvam
Romance,U/A 13+,2018,140,Geetha Govindam
Romance,U/A 13+,2009,147,Gulama
Romance,U/A 13+,2022,120,Gupchup
Romance,U/A 13+,2017,12,Gutargu
Romance,U/A 13+,2010,143,Happy Happyga
Romance,U/A 13+,2016,11,Happy Married Life
Romance,U/A 13+,2015,123,Hero
Romance,U/A 13+,2005,121,Hi Chinnu
Romance,U/A 13+,2014,109,Highway
Romance,U/A 13+,1998,114,Hope Floats
Romance,U/A 13+,2022,171,Hridayam
Romance,U/A 13+,2016,6,Hulakoo
Romance,U/A 13+,2013,100,"I, Me Aur Main"
Romance,U/A 13+,2002,139,Idiot
Romance,U/A 13+,1982,109,Ilakkangal
Romance,U/A 13+,2005,142,Iruvattam Manavatti
Romance,U/A 13+,2013,121,Isaac Newton S/O Philipose
Romance,U/A 13+,2019,151,It's My Life
Romance,U/A 13+,1987,147,Ivide Ellavarkkum Sukham
Romance,U/A 13+,2006,131,Jagan
Romance,U/A 13+,1987,123,January Oru Orma
Romance,U/A 13+,2012,126,Jatt & Juliet
Romance,U/A 13+,2000,147,Joker
Romance,U/A 13+,2005,137,Kadante Aunanele
Romance,U/A 13+,2009,133,Kalasala
Romance,U/A 13+,2015,119,Kanche
Romance,U/A 13+,1977,163,Kannappanunni
Romance,U/A 13+,2010,134,Kantri Mogudu Rev
Romance,U/A 13+,1985,120,Kathodu Kathoram
Romance,U/A 13+,1991,122,Keli
Romance,U/A 13+,2015,134,Kerintha
Romance,U/A 13+,2021,9,Khamoshi
Romance,U/A 13+,1994,123,Kinnaripuzhayoram
Romance,U/A 13+,2022,137,KissMiss
Romance,U/A 13+,2012,142,Ko Ko...Koli Kothi
Romance,U/A 13+,2005,132,Koi Aap Sa
Romance,U/A 13+,2007,113,Kya Love Story Hai
Romance,U/A 13+,2014,139,Laila O Laila
Romance,U/A 13+,2019,16,Last Time
Romance,U/A 13+,2012,96,London Paris New York
Romance,U/A 13+,2013,133,Lootera
Romance,U/A 13+,2016,7,Lost in Transition
Romance,U/A 13+,2015,132,Love 24X7
Romance,U/A 13+,2019,135,Love Action Drama
Romance,U/A 13+,2010,147,Love In Shopping Mall
Romance,U/A 13+,2010,113,Love Journey
Romance,U/A 13+,2014,111,Love Pannunga Life Nalla Irukkum
Romance,U/A 13+,2013,145,Love to Love
Romance,U/A 13+,2014,127,Love You Bangaram
Romance,U/A 13+,2015,132,Malli Malli Idi Rani Roju
Romance,U/A 13+,2005,154,Manasu Matavinadhu
Romance,U/A 13+,2009,126,Manasu Pilichindi
Romance,U/A 13+,2006,138,Manasundi Kaani
Romance,U/A 13+,2018,129,Manathil Nindraval
Romance,U/A 13+,2022,20,Mango Jam
Romance,U/A 13+,1997,121,Manthramothiram
Romance,U/A 13+,2021,20,Marilyn Lights
Romance,U/A 13+,2016,120,Meeku Meere Maaku Meme
Romance,U/A 13+,1988,130,Mena Mama
Romance,U/A 13+,2021,38,Metro
Romance,U/A 13+,2010,144,Milaga
Romance,U/A 13+,2011,2,Military Mogudu
Romance,U/A 13+,2017,158,Mister
Romance,U/A 13+,2005,143,Modhati Cinema
Romance,U/A 13+,2005,133,Moguds Pellams
Romance,U/A 13+,2011,130,Mohabbath
Romance,U/A 13+,1985,137,Mutharamkunnu P.O.
Romance,U/A 13+,2017,132,Naan Local
Romance,U/A 13+,2010,135,Naariya Seere Kadda
Romance,U/A 13+,1986,131,Namukku Parkkan Munthiri Thoppukal
Romance,U/A 13+,2010,137,Nanna Olavina Banna
Romance,U/A 13+,2005,128,Natudu
Romance,U/A 13+,2013,115,Nautanki Saala!
Romance,U/A 13+,1999,102,Never Been Kissed
Romance,U/A 13+,2019,11,NeverENDING
Romance,U/A 13+,1996,146,Ninne Pelladatha
Romance,U/A 13+,1991,136,Njan Gandharvan
Romance,U/A 13+,2005,150,Nuvvante Naakishtam
Romance,U/A 13+,2001,179,Nuvvu Naaku Nachav
Romance,U/A 13+,2015,133,O Kadhal Kanmani
Romance,U/A 13+,2021,140,Oh Manapenne!
Romance,U/A 13+,2014,139,Oka Laila Kosam
Romance,U/A 13+,2003,170,Okkadu
Romance,U/A 13+,1956,141,Oklahoma!
Romance,U/A 13+,2014,125,Oohalu Gusagusalaade
Romance,U/A 13+,2018,7,Os..
Romance,U/A 13+,2014,139,Paaru W/o Devadas
Romance,U/A 13+,2022,7,Panch Din
Romance,U/A 13+,2012,144,Parijatha
Romance,U/A 13+,2011,106,Pathinaaru
Romance,U/A 13+,2021,8,Patriyaan
Romance,U/A 13+,2017,130,Phillauri
Romance,U/A 13+,2012,115,Podaa Podi
Romance,U/A 13+,2017,14,Postman
Romance,U/A 13+,1979,151,Prabhaathasandhya
Romance,U/A 13+,3984,223,Prayanam
Romance,U/A 13+,2010,124,Preethi Nee Shashwathana
Romance,U/A 13+,2010,125,Preeti Hungama
Romance,U/A 13+,2009,143,Prem Amaar
Romance,U/A 13+,1977,146,Prema Lekhalu
Romance,U/A 13+,1991,128,Prema Swaragalu
Romance,U/A 13+,4037,290,Premam
Romance,U/A 13+,2005,144,Premisthe
Romance,U/A 13+,2009,129,Premisthu
Romance,U/A 13+,2018,16,Pressure Cooker
Romance,U/A 13+,2011,135,Priya Priyathama
Romance,U/A 13+,2006,149,Priyasakhi
Romance,U/A 13+,1985,117,Puzhayozhukum Vazhi
Romance,U/A 13+,2006,122,Pyaar Ke Side Effects
Romance,U/A 13+,2013,130,Pyaarge Agbitaithe
Romance,U/A 13+,2022,18,Qaafirana
Romance,U/A 13+,2005,153,Radha Gopalam
Romance,U/A 13+,2014,158,Raja Rani
Romance,U/A 13+,2020,11,Rajma
Romance,U/A 13+,2010,114,Rama Ravanan
Romance,U/A 13+,2001,157,Rehnaa Hai Terre Dil Mein
Romance,U/A 13+,2016,145,Remo
Romance,U/A 13+,2007,128,Romeo
Romance,U/A 13+,2015,139,Roy
Romance,U/A 13+,1999,116,Runaway Bride
Romance,U/A 13+,2009,134,Saathi Aamar Bondhu Aamar
Romance,U/A 13+,2012,143,Sagar
Romance,U/A 13+,2014,138,Samsaram Arogyathinu Hanikaram
Romance,U/A 13+,1987,2,Sankeerthana
Romance,U/A 13+,1987,142,Sarvakalashala
Romance,U/A 13+,2008,149,Satya In Love
Romance,U/A 13+,2003,139,Satyam
Romance,U/A 13+,2018,10,Shaahi Paneer Love
Romance,U/A 13+,2021,15,Shayri Aur Tum
Romance,U/A 13+,2003,142,Shivamani
Romance,U/A 13+,2008,146,Shivani
Romance,U/A 13+,2008,122,Shwetha I Love You
Romance,U/A 13+,1986,129,Shyama
Romance,U/A 13+,2012,132,Sidllingu
Romance,U/A 13+,2009,103,Smriti Medur
Romance,U/A 13+,2011,142,Solo
Romance,U/A 13+,1985,127,Soundaryappinakkam
Romance,U/A 13+,2015,146,Subramanyam For Sale
Romance,U/A 13+,2019,9,Sugar Free
Romance,U/A 13+,1998,151,Sundarakilladi
Romance,U/A 13+,2015,124,Surya Vs Surya
Romance,U/A 13+,2021,126,Tadap
Romance,U/A 13+,2011,147,Teenmaar
Romance,U/A 13+,2000,149,Tera Jadoo Chal Gayaa
Romance,U/A 13+,2017,8,The Breakup
Romance,U/A 13+,2022,31,The Divine Romance
Romance,U/A 13+,2014,120,The Fault in Our Stars
Romance,U/A 13+,1998,169,The Horse Whisperer
Romance,U/A 13+,2020,5,The Newly Weds
Romance,U/A 13+,2021,11,The Second Marriage
Romance,U/A 13+,2002,118,Thillana Thillana
Romance,U/A 13+,1998,144,Tholi Prema
Romance,U/A 13+,2015,117,Thozhanda
Romance,U/A 13+,2013,10,Three Night
Romance,U/A 13+,1991,141,Thudarkadha
Romance,U/A 13+,2018,139,Total Dadagiri
Romance,U/A 13+,2002,152,Tumko Na Bhool Paayenge
Romance,U/A 13+,2016,146,Unakaga Vala Ninaikiran
Romance,U/A 13+,2015,104,UnIndian
Romance,U/A 13+,2013,109,Uyyala Jampala
Romance,U/A 13+,2017,139,Vaanga Maapillai Vaanga
Romance,U/A 13+,2004,157,Varsham
Romance,U/A 13+,2009,119,Vellathooval
Romance,U/A 13+,2002,117,Videsi Nair Swadesi Nair
Romance,U/A 13+,1991,119,Vishnulokam
Romance,U/A 13+,2020,7,Weekend Affair
Romance,U/A 13+,2020,10,You Turn
Romance,U/A 13+,2004,121,Youth Festival
Romance,U/A 13+,1981,129,Yugala Geetham
Romance,U/A 13+,2018,137,Yuntum
Romance,U/A 16+,2000,116,Aasegalu Nooraru
Romance,U/A 16+,1990,142,Abhishkar
Romance,U/A 16+,2006,93,Aksar
Romance,U/A 16+,2017,152,Andha Oru Nimisham
Romance,U/A 16+,1986,117,Antharangada Mrudunga
Romance,U/A 16+,2020,180,Arjun Varma
Romance,U/A 16+,2007,179,Athidhi
Romance,U/A 16+,2013,141,Bangari
Romance,U/A 16+,2017,23,Blindspot
Romance,U/A 16+,2022,15,Bolo Pencil
Romance,U/A 16+,2019,11,Change Of Plans
Romance,U/A 16+,2014,134,Chirodini Tumi Je Amar: 2
Romance,U/A 16+,2019,167,Dear Comrade
Romance,U/A 16+,2014,5,Giving Up
Romance,U/A 16+,2019,143,Ispade Rajavum Idhaya Raniyum
Romance,U/A 16+,2006,107,Jawani Diwani
Romance,U/A 16+,2017,144,Jaya Janaki Nayaka
Romance,U/A 16+,2015,138,Jomer Raja Dilo Bor
Romance,U/A 16+,2010,143,Josh
Romance,U/A 16+,2022,157,Kaathuvaakula Rendu Kaadhal
Romance,U/A 16+,2012,113,Kalyana Samayal Saadham
Romance,U/A 16+,6066,471,Kanmani Rambo Khatija
Romance,U/A 16+,2010,147,Kellafate
Romance,U/A 16+,2007,129,Khoya Khoya Chand
Romance,U/A 16+,1982,139,Koritharicha Naal
Romance,U/A 16+,2016,95,Leela
Romance,U/A 16+,2021,81,Love in the time of corona
Romance,U/A 16+,2008,86,Love Songs
Romance,U/A 16+,2019,151,Majili
Romance,U/A 16+,2022,9,Make Her Happy
Romance,U/A 16+,2009,139,Male Bille
Romance,U/A 16+,2014,6,Me Time
Romance,U/A 16+,2016,124,Mirzya
Romance,U/A 16+,2019,108,Mon Jaane Na
Romance,U/A 16+,2008,126,Nanda Deepa
Romance,U/A 16+,2011,112,Nee Illade
Romance,U/A 16+,2011,127,Obavva
Romance,U/A 16+,2021,26,Pinki Ki Shaadi
Romance,U/A 16+,2018,5,Play Around
Romance,U/A 16+,2010,122,Police Quarters
Romance,U/A 16+,2010,146,Porki
Romance,U/A 16+,2008,148,Positive
Romance,U/A 16+,1999,1,Prema Aparadhi
Romance,U/A 16+,1990,119,Pretty Woman
Romance,U/A 16+,2011,122,Raghuvinte Swantham Raziya
Romance,U/A 16+,2006,92,Rambha
Romance,U/A 16+,2011,103,Rathinirvedam
Romance,U/A 16+,2022,95,Rosaline
Romance,U/A 16+,2008,151,Satya In Love
Romance,U/A 16+,1989,100,Say Anything
Romance,U/A 16+,2021,146,Shiddat
Romance,U/A 16+,2000,86,Sundara Kanye
Romance,U/A 16+,2021,35,The 100th
Romance,U/A 16+,2019,115,The Garden of Evening Mists
Romance,U/A 16+,2018,6,The Gift
Romance,U/A 16+,2014,3,The Proposal
Romance,U/A 16+,2022,122,The Valet
Romance,U/A 16+,1987,153,Thoovanathumbikal
Romance,U/A 16+,2018,30,Tokyo Project
Romance,U/A 16+,2016,17,Watch The Stars For Me Tonight
Romance,U/A 16+,1986,136,Yuvajanolsavam
Romance,U/A 7+,2019,30,2 Cups
Romance,U/A 7+,2021,7,A Greeny Tale
Romance,U/A 7+,1972,151,Aaradimanninte Janmi
Romance,U/A 7+,2009,121,Abhimaani
Romance,U/A 7+,1996,85,Akasathekkoru Kilivathil
Romance,U/A 7+,1990,110,Anantha Vruthantham
Romance,U/A 7+,2006,99,Aquamarine
Romance,U/A 7+,2011,129,Banna Bannada Loka
Romance,U/A 7+,2017,129,Beauty And The Beast
Romance,U/A 7+,2011,138,Body Guard
Romance,U/A 7+,2012,133,Breaking News
Romance,U/A 7+,2017,139,Chamak
Romance,U/A 7+,2022,15,Do Cutting
Romance,U/A 7+,2007,151,Ee Preethi Onthara
Romance,U/A 7+,2021,6,Feeki Shakkar
Romance,U/A 7+,2013,130,Galaate
Romance,U/A 7+,2008,143,Galipata
Romance,U/A 7+,2003,145,Game For Love
Romance,U/A 7+,2006,141,Geeya Geeya
Romance,U/A 7+,2013,133,Gombegalu Love
Romance,U/A 7+,1998,158,Harikrishnans
Romance,U/A 7+,2008,120,Hasire Usiru
Romance,U/A 7+,2013,146,Irandaam Ulagam
Romance,U/A 7+,2011,133,Johny Mera Naam Preethi Mera Kaam
Romance,U/A 7+,2010,133,Just Math Mathalli
Romance,U/A 7+,2005,126,Kanasondu Shuruvaayithu
Romance,U/A 7+,2017,116,Kathanayagan
Romance,U/A 7+,2015,149,Khushi Khushiyagi
Romance,U/A 7+,2011,128,Kool...Sakkath Hot Maga
Romance,U/A 7+,2019,102,Lady And The Tramp
Romance,U/A 7+,2021,15,Like Summer Like Rain
Romance,U/A 7+,2014,141,London Bridge
Romance,U/A 7+,2000,126,Mast Mast Hudugi Bandlu
Romance,U/A 7+,2017,128,Matchbox
Romance,U/A 7+,2006,137,Mungaru Male
Romance,U/A 7+,2010,142,Mynaa
Romance,U/A 7+,2007,150,Naanu Neenu Jodi
Romance,U/A 7+,2014,120,Nan Life Alli
Romance,U/A 7+,2014,117,Navarangi
Romance,U/A 7+,2008,148,Neene Neene
Romance,U/A 7+,2005,141,Nenapirali
Romance,U/A 7+,1982,144,Nikaah
Romance,U/A 7+,2005,142,Olave
Romance,U/A 7+,2012,135,Pandi Oli Periki Nilayam
Romance,U/A 7+,2010,144,Prabhas
Romance,U/A 7+,2010,114,Preeti Andre Istena
Romance,U/A 7+,2010,139,Preetienda Ramesh
Romance,U/A 7+,2007,159,Preetigagi
Romance,U/A 7+,2008,130,Premigagi Naa
Romance,U/A 7+,2004,114,Priya Manase
Romance,U/A 7+,2008,143,PUC
Romance,U/A 7+,2012,136,Sarocharu
Romance,U/A 7+,2006,166,Sevanthi Sevanthi
Romance,U/A 7+,2013,130,Simpallagi Ond Love Story
Romance,U/A 7+,1986,131,Sukhamo Devi
Romance,U/A 7+,2011,110,Taare
Romance,U/A 7+,2010,107,The Last Song
Romance,U/A 7+,2015,133,Thinkal Muthal Velli Vare
Romance,U/A 7+,2010,153,Ullasa Utsaha
Science,U,2017,47,Martian Mega Rover
Science,U/A 13+,2018,14,Blink
Science,U/A 13+,4040,10,Re-Development
Science,U/A 13+,2019,12,Time Machine
Science,U/A 16+,2022,20,The Veil
Science,U/A 7+,2015,43,A Year In Space
Science,U/A 7+,2019,44,Apollo 8: The Mission That Changed The World
Science,U/A 7+,2019,90,Apollo: Missions to the Moon
Science,U/A 7+,2019,44,Chandrayaan 2: The Landing
Science,U/A 7+,2016,44,Hubble's Amazing Universe
Science,U/A 7+,2017,45,Megafactories: Coca Cola
Science,U/A 7+,2017,45,Megafactories: Extreme Roller Coaster
Science,U/A 7+,2017,45,Megafactories: Lego
Science,U/A 7+,2017,44,Megafactories: Michelin Tyres
Science,U/A 7+,2017,47,Megafactories: Super Subway Car
Science,U/A 7+,2017,43,Mission Pluto
Science,U/A 7+,2017,43,Mission To The Sun
Science,U/A 7+,2019,43,The Armstrong Tapes
Science,U/A 7+,2016,44,World's Worst Weather
Science Fiction,A,1997,108,Alien Resurrection
Science Fiction,A,1997,105,Starship Troopers
Science Fiction,A,2018,106,The Predator
Science Fiction,U,1992,89,"Honey, I Blew Up The Kid"
